Area_Axon,Area_Fiber,Centroid_X,Centroid_Y,Perimeter_Fiber,Perimeter_Axon,FiberDiameter_MinFeret,AxonDiameter_MinFeret,MyelinThickness_MinFeret,g_ratio_MinFeret,FiberDiameter_Circle,AxonDiameter_Circle,MyelinThickness_Circle,g_ratio_Circle,FiberDiameter_ShapeAdjustedEllipse,AxonDiameter_ShapeAdjustedEllipse,MyelinThickness_ShapeAdjustedEllipse,g_ratio_ShapeAdjustedEllipse
3.11,3.65,33.7,-25.6,10.88,7.99,2.37,1.64,0.365,0.691983,2.917114,1.990423,0.463346,0.682326,1.771379,1.085569,0.342905,0.612839
1.35,3.18,36.7,-24.9,7.79,5.46,1.64,0.88,0.38,0.536585,2.171031,1.311391,0.42982,0.60404,1.404965,0.340491,0.532237,0.242348
1.49,5.04,29.2,-25.3,8.69,6.35,1.75,1.01,0.37,0.577143,2.296494,1.377712,0.459391,0.599919,1.363797,0.314917,0.52444,0.230912
0.84,2.7,25.6,-26.4,6.09,4.14,1.21,0.62,0.295,0.512397,1.719132,1.034439,0.342346,0.601722,0.569029,0.283307,0.142861,0.497878
1.22,4.67,30.8,-27.1,8.39,6.87,1.47,1.12,0.175,0.761905,1.844254,1.246652,0.298801,0.675965,0.856629,0.464722,0.195953,0.542501
2.32,2.97,39.7,-27.7,9.09,6.97,2.28,1.84,0.22,0.807018,2.223213,1.719132,0.252041,0.773265,1.182599,0.924967,0.128816,0.782148
1.32,10.72,42.4,-27.8,7.99,5.03,1.52,0.82,0.35,0.539474,2.147432,1.296738,0.425347,0.603855,1.308993,0.371174,0.46891,0.283557
1.71,4.48,44.9,-28.1,6.59,5.01,1.68,1.2,0.24,0.714286,1.918731,1.475921,0.221405,0.769217,1.34793,0.531481,0.408225,0.394294
1.46,6.05,36.9,-28.5,7.58,5.57,1.66,0.91,0.375,0.548193,2.087268,1.363771,0.361748,0.653376,1.3234,0.363255,0.480072,0.274486
1.23,4.57,35.3,-29.3,8.46,6.18,1.31,0.65,0.33,0.496183,2.135535,1.25175,0.441892,0.586153,1.186272,0.263907,0.461182,0.222468
1.11,3.51,28.9,-29.4,6.77,4.87,1.22,0.67,0.275,0.54918,1.864861,1.189123,0.337869,0.637647,1.183085,0.315591,0.433747,0.266752
2.68,2.11,49.3,-30.1,10.19,6.25,2.72,1.54,0.59,0.566176,2.99256,1.847705,0.572428,0.617433,2.091851,0.670515,0.710668,0.320537
1.42,3.36,25,-30.3,7.96,5.59,1.51,0.78,0.365,0.516556,2.197277,1.34496,0.426158,0.612103,1.398877,0.350007,0.524435,0.250206
1.8,4,45.2,-31,8.87,6.42,1.83,1.07,0.38,0.584699,2.351311,1.514263,0.418524,0.644008,1.402931,0.768037,0.317447,0.547451
2.1,5.47,33.8,-31.6,10.2,7.39,1.98,1.14,0.42,0.575758,2.746161,1.635591,0.555285,0.595592,1.678499,0.766069,0.456215,0.456401
1.46,4.77,22.4,-31.5,8.49,5.54,2.1,1.3,0.4,0.619048,2.302035,1.363771,0.469132,0.59242,1.423059,0.365914,0.528573,0.257132
2.17,4.64,28.3,-31.7,9.26,6.1,2.04,1.18,0.43,0.578431,2.642138,1.662628,0.489755,0.629274,1.783875,0.518263,0.632806,0.290526
1.91,6.48,20.1,-31.8,7.58,5.26,2.05,1.39,0.33,0.678049,2.257331,1.559846,0.348742,0.691014,1.529428,0.570024,0.479702,0.372704
1.57,2.69,28.1,-34.1,7.47,5.41,1.6,1.02,0.29,0.6375,2.096403,1.414214,0.341095,0.674591,1.373342,0.413134,0.480104,0.300824
3,0.27,23.3,-34.7,9.69,6.73,2.51,1.61,0.45,0.641434,2.877543,1.954906,0.461319,0.679366,1.962477,1.366786,0.297845,0.69646
0.19,7.34,33.9,-34.4,4.36,2.54,0.91,0.26,0.325,0.285714,1.183754,0.491974,0.34589,0.415605,0.36671,0.098669,0.13402,0.269066
1.19,2.57,35.9,-34.9,6.19,4.46,1.64,1.09,0.275,0.664634,1.802334,1.231228,0.285553,0.68313,0.633131,0.392021,0.120555,0.619178
1.4,3.55,30.5,-35.8,7.62,5.1,1.63,1.01,0.31,0.619632,2.090317,1.335455,0.377431,0.638877,1.316966,0.391127,0.462919,0.296991
0.95,1.46,21,-36.1,5.91,4.23,1.47,1,0.235,0.680272,1.643361,1.100087,0.271637,0.669413,0.529686,0.318966,0.10536,0.60218
1.56,2.8,37.7,-36.4,7.94,5.26,1.72,0.91,0.405,0.52907,2.302035,1.409703,0.446166,0.612372,1.603331,0.42777,0.58778,0.266801
2.36,3.62,23.1,-37.7,9.84,6.35,2.31,1.39,0.46,0.601732,2.773854,1.733889,0.519983,0.625083,1.831595,0.542063,0.644766,0.295951
1.58,3.08,31,-38,7.74,5.77,1.62,0.98,0.32,0.604938,2.147432,1.41871,0.364361,0.660654,1.378993,0.38004,0.499476,0.275592
0.99,4.09,37.7,-38.1,7.77,5.43,1.33,0.58,0.375,0.43609,2.053427,1.123008,0.465209,0.546895,1.219521,0.242572,0.488475,0.198907
1.9,3.59,34.3,-38.4,8.34,6.17,1.72,1.04,0.34,0.604651,2.307562,1.555758,0.375902,0.6742,1.474901,0.431439,0.521731,0.292521
1.14,6.08,20.6,-39.6,6.82,4.7,1.47,0.83,0.32,0.564626,1.888618,1.205085,0.341767,0.638077,1.208922,0.342248,0.433337,0.283101
1.59,8.12,23.9,-39.8,11.41,8.23,1.75,0.83,0.46,0.474286,2.755423,1.423193,0.666115,0.516506,1.441071,0.503326,0.468873,0.349272
1.29,6.68,37.7,-39.6,6.28,4.73,1.48,0.96,0.26,0.648649,1.795252,1.281917,0.256667,0.71406,1.216476,0.395966,0.410255,0.325502
0.92,2.67,35.6,-40.1,7.61,5.51,1.31,0.67,0.32,0.51145,1.861442,1.082578,0.389432,0.58158,0.990337,0.220437,0.38495,0.222588
1.37,6.84,30.4,-40.8,6.74,5.43,1.46,1.07,0.195,0.732877,1.777424,1.321069,0.228178,0.743249,1.05222,0.348899,0.351661,0.331584
1.75,3.42,31.2,-43,8.37,5.4,2.25,1.39,0.43,0.617778,2.467625,1.493084,0.48727,0.605069,1.710433,0.476637,0.616898,0.278664
1,7.03,25.1,-43.3,8.85,6.37,1.34,0.62,0.36,0.462687,2.099439,1.128665,0.485387,0.537603,1.072696,0.20483,0.433933,0.190949
1.56,4.16,26.6,-44.9,7.94,5.44,1.93,1.24,0.345,0.642487,2.208842,1.409703,0.39957,0.638209,1.424974,0.406548,0.509213,0.285302
0.95,2.15,23.7,-44.7,5.94,4.08,1.52,0.86,0.33,0.565789,1.726526,1.100087,0.31322,0.637168,0.604345,0.337046,0.133649,0.557705
0.9,6.5,30.3,-46.6,8.15,6.24,1.51,0.91,0.3,0.602649,1.861442,1.070746,0.395348,0.575224,0.906318,0.187657,0.35933,0.207055
0.79,4.15,25.5,-46.3,6.82,4.55,1.15,0.51,0.32,0.443478,1.809388,1.00318,0.403104,0.55443,1.081004,0.233843,0.423581,0.21632
1.3,3.62,28.8,-48.1,6.45,4.39,1.77,1.11,0.33,0.627119,1.961411,1.286876,0.337267,0.656097,1.260317,0.4585,0.400908,0.363798
1.18,3.31,23.2,-48.9,7.39,5.34,1.26,0.64,0.31,0.507937,1.990423,1.226044,0.382189,0.615972,1.217401,0.300432,0.458484,0.246781
2.7,4.74,16.9,-16.5,10.74,7.76,2.15,1.38,0.385,0.64186,2.755423,1.854586,0.450418,0.673068,1.56626,0.956816,0.304722,0.610892
2.98,2.03,16.6,-19.2,9.32,6.75,2.34,1.59,0.375,0.679487,2.715842,1.948378,0.383732,0.717412,1.911097,1.345136,0.282981,0.703855
1.74,2.11,19.4,-19.2,8.02,5.97,1.69,1.11,0.29,0.656805,2.197277,1.488812,0.354233,0.677571,1.381465,0.406597,0.487434,0.294323
1.66,3.52,14.2,-19.8,6.7,4.86,1.79,1.19,0.3,0.664804,2.056526,1.454184,0.301171,0.707107,1.285925,0.542669,0.371628,0.422007
1,3.44,13.2,-27.6,7.91,5.48,1.39,0.72,0.335,0.517986,2,1.128665,0.435667,0.564333,1.113574,0.24262,0.435477,0.217875
1.96,3.01,19,-16.2,6.44,5.59,1.43,1.16,0.135,0.811189,1.881861,1.580131,0.150865,0.839664,1.329369,0.524317,0.402526,0.39441
0.97,4.31,22.1,-16.4,9.17,6.89,1.4,0.65,0.375,0.464286,2.191472,1.111606,0.539933,0.507242,1.130526,0.36492,0.382803,0.322788
0.6,3.53,24.9,-16.9,5.34,3.84,0.95,0.48,0.235,0.505263,1.449797,0.87426,0.287768,0.603023,0.449078,0.21203,0.118524,0.472145
1.5,4.3,55.5,-12.5,7.23,5.18,1.73,1.08,0.325,0.624277,2.071954,1.382327,0.344814,0.667161,1.410577,0.416675,0.496951,0.295393
2.01,6.55,61.2,-10.4,9.56,6.31,2.15,1.3,0.425,0.604651,2.625209,1.600159,0.512525,0.609536,1.65676,0.447324,0.604718,0.269999
1.62,6.54,58.6,-11,8.61,6.18,1.78,0.91,0.435,0.511236,2.356722,1.436556,0.460083,0.609557,1.479421,0.357538,0.560942,0.241674
0.88,2.18,62.3,-11.7,7.61,5.38,1.2,0.58,0.31,0.483333,1.922048,1.058782,0.431633,0.550861,1.068539,0.215999,0.42627,0.202144
1.46,6.12,60,-14.5,8.08,5.59,1.67,0.94,0.365,0.562874,2.282584,1.363771,0.459406,0.597468,1.513051,0.361511,0.57577,0.238929
0.95,2.64,59.9,-12.6,4.74,4.07,1,0.82,0.09,0.82,1.330677,1.100087,0.115295,0.826712,0.436146,0.338365,0.04889,0.775807
2.74,2.85,67.6,-10.4,9.07,6.73,2.25,1.58,0.335,0.702222,2.639726,1.868273,0.385726,0.707753,1.852827,1.200921,0.325953,0.648156
1.19,1.98,67.7,-12.7,7.84,6.08,1.48,0.86,0.31,0.581081,2.015861,1.231228,0.392316,0.610771,1.149574,0.259518,0.445028,0.225751
1.77,4.33,71.2,-11.5,8.68,6.06,1.87,1.11,0.38,0.593583,2.386266,1.501592,0.442337,0.629264,1.508827,0.40649,0.551168,0.269408
1.77,2.77,82.2,-15,9.72,6.7,1.93,0.92,0.505,0.476684,2.675675,1.501592,0.587042,0.561201,1.695497,0.357039,0.669229,0.210581
0.89,3.32,87.3,-17.7,4.67,3.41,1.38,1.03,0.175,0.746377,1.449797,1.064781,0.192508,0.734434,0.602176,0.452406,0.074885,0.751286
1.24,3.14,79.4,-19.3,7.72,5.8,1.8,1.04,0.38,0.577778,2.10247,1.256828,0.422821,0.597787,1.308976,0.28687,0.511053,0.219156
1.77,2.52,74.3,-14.9,6.84,5.07,1.83,1.26,0.285,0.688525,2.059621,1.501592,0.279015,0.729062,1.358421,0.547163,0.405629,0.402794
2.8,4.17,71.2,-14.3,7.67,6.15,2.35,1.84,0.255,0.782979,2.399575,1.888618,0.255479,0.787064,1.400511,0.756232,0.322139,0.539969
3.01,4.74,66.9,-15,9.8,6.98,2.5,1.63,0.435,0.652,2.91493,1.958161,0.478384,0.67177,1.980563,1.28195,0.349307,0.647265
2.21,6.82,50.6,-16.3,8.88,6.27,2.2,1.31,0.445,0.595455,2.53887,1.677882,0.430494,0.660877,1.720748,0.507939,0.606404,0.295185
0.94,4.94,44.3,-14.9,7.82,5.56,2.02,1.26,0.38,0.623762,1.99362,1.094282,0.449669,0.548892,1.123054,0.223255,0.4499,0.198793
1.12,2.69,40.7,-17.6,6.07,4.77,1.2,0.85,0.175,0.708333,1.666454,1.194467,0.235994,0.716772,0.525668,0.328103,0.098783,0.624163
2.12,6.65,30.6,-12.5,9.2,6.51,2.33,1.57,0.38,0.67382,2.581166,1.643361,0.468903,0.636674,1.690002,0.912966,0.388518,0.540216
1.06,3.67,35.5,-12.8,5.25,4.39,1.2,0.91,0.145,0.758333,1.530996,1.162032,0.184482,0.759004,0.539543,0.345948,0.096797,0.641188
2.35,3.44,32.9,-14.5,9.64,6.94,2.33,1.64,0.345,0.703863,2.692287,1.730211,0.481038,0.642655,1.748655,0.944697,0.401979,0.540242
2.2,7.99,28.7,-14.7,12.12,8.15,3.09,1.96,0.565,0.634304,3.196335,1.674081,0.761127,0.52375,1.892196,0.717599,0.587299,0.379241
1.3,1.52,22.3,-20,8.59,6.35,1.41,0.62,0.395,0.439716,2.228935,1.286876,0.471029,0.57735,1.288046,0.271479,0.508284,0.210768
2.31,4.78,27.2,-18,10.81,7.42,2.13,1.16,0.485,0.544601,2.930186,1.715423,0.607381,0.585431,1.810423,0.848083,0.48117,0.468444
0.67,7.58,35.5,-17.4,5.24,3.68,0.93,0.56,0.185,0.602151,1.436556,0.923852,0.256352,0.643102,0.452106,0.254702,0.098702,0.563368
2.51,1.93,53.3,-19.1,8.75,6.21,2.21,1.41,0.4,0.638009,2.615485,1.788142,0.413672,0.683675,1.756557,0.614315,0.571121,0.349727
0.81,4.13,48.4,-21.3,6.51,4.59,1.23,0.55,0.34,0.447154,1.788142,1.015799,0.386172,0.568075,1.129044,0.237865,0.445589,0.210679
1.01,3.59,56,-15.9,6.29,4.09,1.56,0.84,0.36,0.538462,1.888618,1.134295,0.377162,0.600595,1.254557,0.364001,0.445278,0.290143
1.95,3.41,69.5,-16.9,13.17,10.88,2.61,1.98,0.315,0.758621,2.769258,1.576095,0.596581,0.56914,1.219844,0.46179,0.379027,0.378565
2.38,2.11,72.5,-17.1,8.38,5.96,2.36,1.58,0.39,0.669492,2.533847,1.74122,0.396314,0.687184,1.653387,0.615945,0.518721,0.372535
2.86,2.58,70.3,-19.4,9.47,6.67,2.42,1.49,0.465,0.615702,2.810354,1.908746,0.450804,0.679184,1.919551,1.295951,0.3118,0.675132
1.94,2.9,93.1,-24.5,8,5.6,2,1.24,0.38,0.62,2.388934,1.572049,0.408443,0.658054,1.608194,0.515201,0.546497,0.32036
1.16,3.19,93.9,-26.5,7.5,6.08,1.53,1.08,0.225,0.705882,1.851149,1.21561,0.317769,0.656679,0.996929,0.252494,0.372218,0.253271
2.39,3.33,86.4,-28,10.57,7.66,2.49,1.58,0.455,0.634538,2.796722,1.744874,0.525924,0.6239,1.663909,0.846753,0.408578,0.508894
1.95,1.65,82.8,-27.7,7.5,5.5,1.94,1.37,0.285,0.706186,2.194376,1.576095,0.30914,0.718243,1.546066,0.536468,0.504799,0.346989
0.89,1.4,71.9,-21.8,6.49,4.54,1.1,0.61,0.245,0.554545,1.704247,1.064781,0.319733,0.624781,0.501222,0.268076,0.116573,0.534846
2.04,3.77,78.3,-21.8,9.31,6.41,1.82,1.09,0.365,0.598901,2.506044,1.612056,0.446994,0.643268,1.531264,0.89089,0.320187,0.5818
1.61,1.65,75.8,-22.7,9.76,8.42,1.95,1.47,0.24,0.753846,2.150396,1.432116,0.35914,0.665978,1.001622,0.497483,0.25207,0.496677
1.19,8.04,60,-19.9,7.76,6.3,1.73,1.33,0.2,0.768786,1.795252,1.231228,0.282012,0.685825,0.888307,0.249181,0.319563,0.280513
1.89,3.27,29,-21.2,8.73,6.46,2.28,1.65,0.315,0.723684,2.288158,1.551658,0.36825,0.678125,1.342104,0.805843,0.26813,0.600433
1.24,38.8,24.6,-21.5,7.54,5.66,1.64,1.1,0.27,0.670732,1.967895,1.256828,0.355533,0.638666,1.147018,0.295487,0.425765,0.257614
1.09,2,11.6,-24.2,8.39,6.31,1.17,0.58,0.295,0.495726,2.031598,1.178361,0.426618,0.580017,1.066362,0.22661,0.419876,0.212507
2.02,3.53,19.3,-21.5,9.02,6.53,1.99,1.3,0.345,0.653266,2.457278,1.604135,0.426572,0.65281,1.530622,0.858415,0.336103,0.560828
1.69,4.41,40.3,-24.5,8.28,5.4,2.02,1.16,0.43,0.574257,2.391599,1.467265,0.462167,0.613508,1.653258,0.455077,0.59909,0.275261
1.61,2.19,43.4,-21.7,7.43,6.02,1.59,1.17,0.21,0.735849,1.87508,1.432116,0.221482,0.763763,1.041259,0.367197,0.337031,0.352647
2.17,3.17,60.3,-21.9,9.3,6.36,1.98,1.12,0.43,0.565657,2.634896,1.662628,0.486134,0.631003,1.755855,0.485715,0.63507,0.276626
1.11,3.46,62.8,-21.3,6.73,4.27,2,1.25,0.375,0.625,1.98722,1.189123,0.399049,0.598385,1.372687,0.38431,0.494189,0.279969
1.55,3.09,65,-20.7,6.59,5.35,1.82,1.44,0.19,0.791209,1.864861,1.405177,0.229842,0.753502,1.240053,0.413414,0.413319,0.333384
1.12,2.79,68.8,-24,6.33,4.67,1.4,0.92,0.24,0.657143,1.777424,1.194467,0.291478,0.672022,1.165519,0.338045,0.413737,0.290038
1,3.25,58.8,-25.5,6.75,4.87,1.2,0.55,0.325,0.458333,1.864861,1.128665,0.368098,0.605228,1.188989,0.279873,0.454558,0.235387
1.52,3.1,64.1,-25.4,6.26,4.6,1.75,1.17,0.29,0.668571,1.928664,1.391512,0.268576,0.72149,1.191794,0.533792,0.329001,0.447889
0.83,2.69,51.4,-24.3,7.1,4.66,1.3,0.56,0.37,0.430769,1.964656,1.028263,0.468196,0.523381,1.255956,0.239922,0.508017,0.191027
1.3,4.36,24.7,-23.6,8.28,6.34,1.2,0.7,0.25,0.583333,2.003182,1.286876,0.358153,0.642416,1.050213,0.271973,0.38912,0.25897
1.57,3.19,18.6,-25.9,9.33,5.96,1.91,0.82,0.545,0.429319,2.630057,1.414214,0.607921,0.537712,1.736614,0.361403,0.687606,0.208108
0.85,4.68,26.7,-25.7,6.31,4.82,0.97,0.61,0.18,0.628866,1.52683,1.040578,0.243126,0.681528,0.800697,0.236473,0.282112,0.295334
