Area_Axon,Centroid_X,Centroid_Y,Perimeter_Axon,AxonDiameter_MinFeret,AxonDiameter_Circle,AxonDiameter_ShapeAdjustedEllipse
0.82,60.9,-46.1,3.88,0.7,1.02205,0.604115
0.47,65.6,-47,2.63,0.64,0.773774,0.555854
0.38,65,-47.4,2.68,0.51,0.695756,0.40258
0.21,65.9,-47.5,1.89,0.39,0.517219,0.324908
0.14,66.1,-48,1.6,0.43,0.422308,0.250742
0.32,65.6,-48.1,2.11,0.58,0.63847,0.490415
0.31,64.2,-47.9,2.12,0.49,0.628414,0.45907
0.36,63.8,-48.5,2.25,0.55,0.677199,0.512999
0.33,63,-48.8,2.29,0.56,0.648369,0.431793
0.45,64.6,-48.4,2.58,0.7,0.757132,0.540936
0.43,64.8,-48.9,2.63,0.53,0.740115,0.48743
0.41,63.7,-49.2,2.85,0.61,0.722698,0.404233
0.39,64.3,-49.5,2.53,0.56,0.704851,0.456094
0.6,60.3,-47.2,2.92,0.75,0.87426,0.653629
0.58,59.4,-47.6,2.88,0.69,0.859566,0.637804
0.72,59.4,-50.8,3.67,0.88,0.957704,0.558215
0.3,56.4,-51.3,2.06,0.49,0.618195,0.464928
0.16,55.7,-51.4,1.55,0.34,0.451466,0.317776
0.52,56,-52,2.88,0.78,0.813892,0.540054
0.17,56.7,-51.9,1.58,0.37,0.465361,0.33533
0.28,57.6,-51.5,2.06,0.47,0.597234,0.416213
0.13,57,-51.6,1.41,0.29,0.406946,0.281305
0.2,58.3,-51.3,1.69,0.43,0.504754,0.375374
0.25,59,-51.3,2.08,0.47,0.564333,0.349508
0.24,59.6,-51.5,1.88,0.46,0.552931,0.397073
0.24,58.9,-51.8,1.81,0.48,0.552931,0.43612
0.85,64.1,-51.5,3.65,0.88,1.040578,0.701604
0.72,70.6,-51.1,3.65,0.66,0.957704,0.56278
0.4,69,-51.8,2.51,0.59,0.713831,0.479246
0.38,69.9,-51.9,2.4,0.54,0.695756,0.484712
0.24,70.7,-51.7,1.89,0.43,0.552931,0.392613
0.79,70.8,-52.3,3.4,0.81,1.00318,0.725049
0.47,69.9,-52.6,2.51,0.74,0.773774,0.627453
0.62,59.7,-55.7,3.39,0.6,0.888712,0.521588
0.59,58.6,-56,2.89,0.77,0.866944,0.651215
0.29,57,-56.2,2.2,0.48,0.607805,0.387789
0.4,57.9,-56.3,2.4,0.61,0.713831,0.525465
0.43,57.8,-56.8,2.65,0.62,0.740115,0.480954
0.2,58.6,-56.7,1.75,0.41,0.504754,0.34829
0.27,59.1,-56.7,2.36,0.38,0.586472,0.319043
1.15,58.5,-57.8,4.24,0.93,1.210359,0.818025
0.81,65.3,-54.9,3.61,0.82,1.015799,0.668711
1.21,66.4,-54.7,4.35,1.13,1.241532,0.838797
1.32,69,-54.5,4.44,1.15,1.296738,0.916877
0.16,67.8,-54.9,1.52,0.4,0.451466,0.331495
0.6,66.9,-55.4,3.21,0.59,0.87426,0.54452
0.36,67.7,-55.6,2.6,0.41,0.677199,0.39375
0.58,68.7,-55.6,3.04,0.69,0.859566,0.570888
0.5,68.3,-56.1,2.88,0.6,0.798087,0.511645
0.07,69.2,-56.1,1.03,0.29,0.298617,0.208551
0.06,69.1,-56.4,0.98,0.19,0.276465,0.183456
1.51,70.7,-55.8,4.78,1.15,1.386927,0.96755
0.41,63.9,-57.2,2.6,0.51,0.722698,0.465789
0.7,64.1,-58.2,3.32,0.8,0.944309,0.633985
0.9,60.6,-59,3.8,0.76,1.070746,0.706618
0.85,60.3,-60.1,3.69,0.82,1.040578,0.687702
0.36,59.7,-60.6,2.19,0.61,0.677199,0.554853
0.67,61.6,-60.6,3.35,0.69,0.923852,0.587378
0.37,60.9,-60.8,2.55,0.53,0.68654,0.419871
0.47,62.6,-60.8,2.81,0.55,0.773774,0.490798
0.71,63.5,-62.4,3.23,0.9,0.95103,0.684237
0.33,64.9,-62.3,2.27,0.52,0.648369,0.438876
0.2,65.5,-62.7,1.73,0.4,0.504754,0.356447
0.45,64.9,-62.9,2.82,0.51,0.757132,0.460972
0.8,83,-51.7,3.74,0.7,1.009509,0.619688
0.82,84.5,-51.5,4.29,0.53,1.02205,0.525245
0.3,81.7,-49.4,2.21,0.48,0.618195,0.402918
0.28,82.8,-49.7,1.92,0.53,0.597234,0.499956
0.29,82.5,-50.4,2.09,0.58,0.607805,0.426224
0.58,82.4,-50.9,3.12,0.7,0.859566,0.54562
0.24,83.4,-49.7,2.06,0.55,0.552931,0.33666
0.42,78,-50.4,2.55,0.57,0.731459,0.499085
0.45,78.9,-49.8,2.92,0.5,0.757132,0.43726
0.21,80.9,-49.3,2.04,0.37,0.517219,0.28941
0.33,86.5,-47.7,2.68,0.38,0.648369,0.34016
0.28,87,-48.2,2.13,0.43,0.597234,0.390906
0.27,86.2,-49,2.11,0.46,0.586472,0.378069
0.21,84.8,-48.8,1.82,0.34,0.517219,0.346945
0.49,84.2,-49.1,3.13,0.56,0.790066,0.439023
0.19,85.5,-49,1.78,0.36,0.491974,0.314238
0.55,78.3,-51.2,2.72,0.79,0.837041,0.674888
0.24,79,-50.2,2.46,0.29,0.552931,0.264179
0.14,79.9,-49.3,1.54,0.3,0.422308,0.266338
0.08,80.3,-49,1.18,0.23,0.319235,0.197204
0.68,78.5,-52.2,3.22,0.86,0.930721,0.644445
0.54,78.9,-52.9,2.89,0.63,0.829396,0.566384
0.46,78.6,-53.6,2.53,0.66,0.765498,0.587777
0.05,78.2,-53.2,0.84,0.23,0.252377,0.190883
0.33,80.7,-53,2.36,0.43,0.648369,0.409768
0.28,79.9,-53.2,2.03,0.55,0.597234,0.429128
0.14,79.7,-54.2,1.41,0.36,0.422308,0.316296
0.37,78.8,-54.9,2.39,0.57,0.68654,0.469754
0.87,80.9,-53.5,4.7,0.64,1.052749,0.500441
0.28,85.3,-48.6,2.22,0.4,0.597234,0.364886
0.27,85.9,-48.4,2.13,0.45,0.586472,0.372072
0.31,86.4,-48.3,2.19,0.46,0.628414,0.429141
0.57,88.5,-48.6,3.26,0.56,0.852124,0.497945
0.77,91.3,-48.3,3.86,0.89,0.9904,0.563179
0.97,91.4,-47,3.79,0.9,1.111606,0.793076
0.68,89.8,-48,3.32,0.68,0.930721,0.608692
0.57,88.4,-47.8,3.29,0.51,0.852124,0.491263
0.58,87.1,-47,3.2,0.7,0.859566,0.523667
0.46,88.6,-47.3,2.57,0.6,0.765498,0.565361
1.25,89.5,-47.1,4.3,0.97,1.261886,0.901315
0.74,88.4,-46.4,3.2,0.82,0.970915,0.750974
0.41,89.2,-46.1,2.54,0.61,0.722698,0.485613
0.59,88.4,-45.6,2.89,0.71,0.866944,0.651215
0.43,87.7,-45.9,2.4,0.72,0.740115,0.600845
0.53,90.1,-45.5,2.71,0.7,0.821681,0.634424
0.42,90.7,-47,2.54,0.54,0.731459,0.502893
0.46,90.3,-46.3,2.55,0.69,0.765498,0.576074
0.59,90.8,-45.9,3.09,0.65,0.866944,0.567821
0.39,91.4,-45.9,2.57,0.48,0.704851,0.44415
0.27,91.9,-46.7,2.12,0.38,0.586472,0.375031
0.37,92.5,-45.5,2.23,0.63,0.68654,0.554357
0.16,92.9,-45.9,1.55,0.34,0.451466,0.317776
0.32,91.9,-45.6,2.29,0.49,0.63847,0.413733
0.36,92.3,-46.2,2.46,0.57,0.677199,0.429397
0.65,91.1,-44.9,3.02,0.79,0.909959,0.691121
0.69,90,-44.5,3.3,0.86,0.93754,0.628101
1.18,92,-44.4,4.35,1.06,1.226044,0.809439
0.6,92.7,-43.7,2.9,0.66,0.87426,0.664912
0.87,91.4,-43.2,3.52,0.86,1.052749,0.784924
0.72,90.5,-43.3,3.49,0.66,0.957704,0.603871
0.28,89.7,-43,2.06,0.44,0.597234,0.416213
0.3,89.2,-43.8,2.12,0.49,0.618195,0.435908
0.28,88.7,-44.1,1.99,0.5,0.597234,0.449264
0.2,89.1,-43,1.7,0.46,0.504754,0.370247
0.63,85.7,-43.4,3.68,0.59,0.89585,0.473682
0.17,85,-44,1.6,0.41,0.465361,0.326572
1.62,92.4,-49.4,6.39,0.69,1.436556,0.685889
0.62,73.3,-47.8,3.11,0.68,0.888712,0.601916
0.28,76.9,-48.7,1.97,0.48,0.597234,0.461088
0.24,77.4,-49.2,1.92,0.41,0.552931,0.380314
0.69,76.8,-49.5,3.79,0.59,0.93754,0.506588
0.2,75.8,-49.1,1.81,0.36,0.504754,0.32735
0.23,75.9,-48.8,2.27,0.36,0.541289,0.278728
0.58,75.9,-48.1,3.42,0.51,0.859566,0.474773
0.14,69.8,-46.7,1.38,0.33,0.422308,0.334944
0.16,70.3,-46.6,1.51,0.34,0.451466,0.336657
0.35,71.5,-47.7,2.31,0.52,0.667727,0.462524
0.57,71.6,-47.2,3.17,0.63,0.852124,0.519728
0.38,71.3,-46.7,2.29,0.57,0.695756,0.540254
0.46,72.5,-47.1,2.81,0.6,0.765498,0.477018
0.13,73.5,-46.8,1.39,0.39,0.406946,0.28959
0.16,73.5,-47.2,1.64,0.3,0.451466,0.286495
0.43,74.4,-47.7,2.86,0.52,0.740115,0.426214
0.24,74.4,-46.6,1.84,0.44,0.552931,0.417315
0.33,75.6,-46.4,2.47,0.42,0.648369,0.381405
0.19,75.1,-46.7,1.92,0.33,0.491974,0.279498
0.55,75.1,-47.1,3.24,0.49,0.837041,0.480807
0.27,76.2,-47.1,2.07,0.42,0.586472,0.391105
0.3,76.1,-47.5,2.48,0.38,0.618195,0.337719
0.5,77.5,-47.7,2.85,0.54,0.798087,0.521003
0.24,76.6,-46.3,1.83,0.51,0.552931,0.423147
0.53,77.9,-46.6,3,0.62,0.821681,0.51654
0.18,77.3,-46.3,1.91,0.29,0.478852,0.263832
0.11,76.5,-46.7,1.27,0.27,0.374336,0.270341
0.14,77.2,-46.9,1.43,0.38,0.422308,0.306166
0.1,77.4,-47.2,1.33,0.23,0.356915,0.217549
0.86,72.7,-45.9,3.57,0.93,1.046681,0.746168
0.24,78.5,-47.5,1.93,0.36,0.552931,0.376524
0.4,79,-47,2.97,0.37,0.713831,0.371223
0.35,80,-47.1,2.19,0.57,0.667727,0.523653
0.46,77.3,-45.7,3.21,0.51,0.765498,0.393999
0.6,77.1,-45.2,3.4,0.71,0.87426,0.498737
0.53,78.4,-45,2.75,0.63,0.821681,0.611328
0.6,79.2,-44.7,3.26,0.76,0.87426,0.531254
0.41,78,-44.5,2.6,0.55,0.722698,0.465789
0.54,76.7,-44.4,2.9,0.71,0.829396,0.562661
0.69,77.3,-43.6,3.4,0.72,0.93754,0.595966
0.6,76.9,-43,3.52,0.69,0.87426,0.474994
0.66,78.7,-43.3,3.05,0.73,0.916932,0.692467
0.4,78.5,-44.1,2.52,0.6,0.713831,0.475749
0.62,79.7,-43.8,3.03,0.69,0.888712,0.634143
0.9,77.9,-42.4,4.1,0.82,1.070746,0.624779
0.65,79.4,-42.2,3.19,0.81,0.909959,0.614243
0.42,80.4,-41.6,2.42,0.62,0.731459,0.560133
0.23,81,-41.3,2,0.39,0.541289,0.333938
0.33,81.9,-41.3,2.28,0.54,0.648369,0.435283
0.57,83.8,-42,2.98,0.66,0.852124,0.577871
0.61,85,-42.5,3.23,0.62,0.881516,0.550876
0.3,87.4,-41.3,1.99,0.56,0.618195,0.514936
0.16,87.6,-41.8,1.58,0.33,0.451466,0.30603
0.28,89.6,-41.7,2.29,0.46,0.597234,0.347994
0.28,90.3,-41.6,2.19,0.53,0.597234,0.372933
0.19,90.9,-41.4,1.64,0.39,0.491974,0.369783
0.21,91.4,-41.6,1.75,0.42,0.517219,0.375469
0.67,94.2,-43,3.75,0.72,0.923852,0.496388
0.5,93.8,-41.2,3.11,0.59,0.798087,0.454004
0.14,93.2,-42.1,1.49,0.3,0.422308,0.282035
0.44,93.2,-41.5,2.56,0.61,0.748672,0.531002
0.08,92.7,-41.8,1.03,0.29,0.319235,0.263977
0.57,90.8,-40.4,2.79,0.79,0.852124,0.671451
0.19,91.4,-40.7,1.69,0.37,0.491974,0.345832
0.13,92.4,-41.1,1.45,0.33,0.406946,0.26704
0.52,93.2,-40.3,2.69,0.75,0.813892,0.624876
0.29,91.7,-40,2.02,0.55,0.607805,0.460158
0.46,91.2,-39.5,2.53,0.72,0.765498,0.587777
1.1,92.6,-39.2,3.83,1.08,1.183754,0.96807
0.62,94.3,-39.9,2.92,0.73,0.888712,0.693317
0.41,93.9,-39.2,2.54,0.6,0.722698,0.485613
0.54,92.6,-38.1,2.75,0.76,0.829396,0.631505
0.49,93.3,-38.5,2.59,0.72,0.790066,0.620369
0.67,94.2,-38.1,3.29,0.71,0.923852,0.605991
1,95.5,-37.6,3.9,1.04,1.128665,0.783353
0.72,96.3,-38.6,3.35,0.91,0.957704,0.649138
0.82,95,-39,3.42,0.82,1.02205,0.760631
0.4,85.4,-40.1,2.43,0.57,0.713831,0.511127
0.71,86.6,-40.1,3.11,0.84,0.95103,0.752058
0.14,85.8,-39.9,1.5,0.31,0.422308,0.278644
0.31,89.2,-39.6,2.13,0.48,0.628414,0.454275
0.67,90,-38.8,2.98,0.84,0.923852,0.763662
0.55,87.6,-38.9,2.96,0.58,0.837041,0.556053
0.2,86.8,-38.9,1.82,0.37,0.504754,0.324262
0.34,86.4,-39.3,2.31,0.48,0.658119,0.443348
0.47,85.5,-38.9,2.65,0.6,0.773774,0.54699
0.68,84.2,-37.8,4.41,0.46,0.930721,0.411901
0.54,84.2,-38.5,3.53,0.47,0.829396,0.418727
0.16,83.4,-38,1.7,0.33,0.451466,0.270514
0.51,82.6,-37.7,3.22,0.58,0.806028,0.442703
0.74,76.6,-39.3,3.25,0.85,0.970915,0.722002
0.34,76.7,-40,2.16,0.63,0.658119,0.515099
0.1,76.1,-39.8,1.21,0.29,0.356915,0.258222
0.89,75.5,-39.2,3.65,0.93,1.064781,0.751117
0.9,75.9,-38.5,3.79,0.76,1.070746,0.709985
0.42,74.7,-38.3,2.48,0.57,0.731459,0.528339
0.52,74.6,-37.1,2.73,0.61,0.813892,0.602353
0.44,71.4,-37.2,2.62,0.59,0.748672,0.507116
0.44,71,-36.3,2.95,0.46,0.748672,0.419254
0.35,68.8,-35.8,2.35,0.54,0.667727,0.447583
0.38,69.3,-35.4,2.44,0.51,0.695756,0.469428
0.47,70.8,-34.5,2.73,0.51,0.773774,0.516217
0.42,69.5,-34.2,2.8,0.49,0.731459,0.42713
0.77,70.7,-35.4,3.53,0.74,0.9904,0.648631
0.17,69.7,-34.6,1.67,0.32,0.465361,0.301466
0.18,70,-34.9,1.74,0.3,0.478852,0.303675
0.59,65.6,-34.9,3.26,0.61,0.866944,0.519982
0.63,65.6,-33.4,3.05,0.73,0.89585,0.641179
0.45,65.8,-32.7,3.2,0.48,0.757132,0.385737
0.6,66.7,-33,3.36,0.58,0.87426,0.507426
0.45,64.9,-32.6,3.16,0.45,0.757132,0.392104
0.42,64.1,-33.3,2.75,0.52,0.731459,0.438924
0.7,72.7,-33.2,3.14,0.83,0.944309,0.713738
1.29,73.6,-34.4,4.85,0.92,1.281917,0.76155
0.47,76.8,-33.7,2.73,0.64,0.773774,0.516217
0.44,78.2,-34.4,2.56,0.61,0.748672,0.531002
0.2,77.5,-34.4,1.77,0.37,0.504754,0.340789
0.34,77.6,-35,2.72,0.38,0.658119,0.345318
0.4,78.8,-35.1,2.48,0.59,0.713831,0.490318
0.22,79.4,-35.1,1.91,0.36,0.529391,0.339699
0.35,79.8,-38,2.21,0.58,0.667727,0.510853
0.2,80.2,-37.6,1.82,0.36,0.504754,0.324262
0.32,80.5,-38,2.26,0.57,0.63847,0.423513
0.46,81.1,-37.5,2.74,0.53,0.765498,0.497712
0.28,80.5,-37,2.12,0.45,0.597234,0.394192
0.16,80.2,-36.3,1.65,0.34,0.451466,0.283625
0.43,81.5,-37,2.66,0.49,0.740115,0.477823
0.52,82.9,-36.9,3.04,0.51,0.813892,0.493303
0.41,80.7,-36.2,2.4,0.58,0.722698,0.548112
0.16,80.1,-36,1.48,0.4,0.451466,0.354715
0.1,80.1,-35.6,1.21,0.29,0.356915,0.258222
0.08,79.8,-35.5,1.12,0.28,0.319235,0.215676
0.3,85.8,-37.8,2.18,0.43,0.618195,0.412911
0.3,86.3,-38.1,2.16,0.52,0.618195,0.420079
1.08,88.3,-35.2,3.89,0.95,1.172943,0.892411
0.35,87.8,-34.3,2.3,0.51,0.667727,0.466559
1.07,90,-35.2,3.94,1.03,1.1675,0.851866
0.94,91.2,-35.2,3.62,0.86,1.094282,0.838032
0.73,91,-34.1,3.17,0.88,0.964332,0.751266
0.69,88.9,-32.7,3.18,0.83,0.93754,0.676475
0.7,93.9,-32.9,3.07,0.81,0.944309,0.760213
0.41,94.2,-33.5,2.38,0.6,0.722698,0.560304
0.93,91.9,-34.4,3.51,1.01,1.088445,0.900514
0.57,92.9,-34.9,2.86,0.66,0.852124,0.629718
0.19,92.3,-35.2,1.66,0.42,0.491974,0.359387
0.19,91.8,-35.2,1.8,0.38,0.491974,0.308451
0.39,94,-35.2,2.37,0.64,0.704851,0.518765
0.61,94.9,-34.7,2.86,0.81,0.881516,0.714365
0.21,96.4,-33.9,1.74,0.42,0.517219,0.380366
0.13,96.7,-34.4,1.39,0.38,0.406946,0.28959
0.43,95.8,-34.6,2.55,0.56,0.740115,0.516813
0.52,95.5,-35.6,2.85,0.61,0.813892,0.55061
0.69,96.3,-35.2,3.46,0.64,0.93754,0.579096
0.8,94.8,-36.1,3.53,0.72,1.009509,0.684676
0.26,95.9,-36.5,1.94,0.44,0.575509,0.421216
0.32,94.6,-37.2,2.26,0.53,0.63847,0.423513
0.15,95.4,-36.5,1.49,0.36,0.43713,0.312379
0.11,63.9,-29.5,1.24,0.27,0.374336,0.286047
0.29,63.3,-29.7,2.21,0.43,0.607805,0.38485
0.66,69,-32.4,3.19,0.73,0.916932,0.628018
0.84,69,-31.5,3.78,0.93,1.034439,0.649272
0.65,69.3,-30.3,3.21,0.73,0.909959,0.607162
0.34,69.8,-30.9,2.29,0.47,0.658119,0.450732
0.88,70.2,-31.6,3.75,0.8,1.058782,0.70126
0.41,71.5,-31.5,2.61,0.61,0.722698,0.462742
1.3,72.6,-31.5,4.48,0.94,1.286876,0.880133
0.23,72.6,-32.2,1.93,0.36,0.541289,0.354504
0.35,71,-30.8,2.57,0.43,0.667727,0.386834
0.35,73.2,-31,2.27,0.48,0.667727,0.479537
0.27,73.9,-31.5,2.16,0.43,0.586472,0.363627
0.11,73.7,-31.9,1.33,0.32,0.374336,0.246967
0.23,78.8,-32.8,1.84,0.44,0.541289,0.388916
0.22,78.5,-32.1,1.83,0.44,0.529391,0.367394
0.7,79.6,-31,3.24,0.73,0.944309,0.664913
0.3,78.6,-30.4,2.07,0.53,0.618195,0.459509
0.55,90.2,-29.8,2.73,0.8,0.837041,0.66722
0.36,90.4,-30.5,2.35,0.6,0.677199,0.466239
0.6,91.1,-29.2,3.28,0.65,0.87426,0.52622
0.62,92.1,-29.9,3.13,0.66,0.888712,0.594755
0.52,93.3,-30.4,2.79,0.73,0.813892,0.574212
0.59,94.2,-29.9,2.93,0.73,0.866944,0.630568
0.64,94.9,-29.4,3.09,0.8,0.902932,0.63923
0.67,94,-30.8,3.11,0.79,0.923852,0.677992
0.65,94,-32,3.1,0.72,0.909959,0.650387
0.42,94.6,-31,2.72,0.47,0.731459,0.446487
0.37,95.1,-30.3,2.29,0.67,0.68654,0.515025
1.06,95.8,-29.7,4.05,0.83,1.162032,0.793031
1.1,95.2,-28.3,3.78,1.1,1.183754,1.018641
0.2,91.2,-25,1.71,0.45,0.504754,0.365406
0.75,91.3,-25.8,3.26,0.86,0.977453,0.733287
0.72,86.1,-25.2,3.13,0.8,0.957704,0.758639
0.6,86.7,-24.5,3,0.79,0.87426,0.615474
0.21,85.9,-24.5,2.04,0.54,0.517219,0.28941
0.2,85.5,-24.6,1.89,0.34,0.504754,0.304985
0.33,85.1,-23.9,2.17,0.62,0.648369,0.482459
0.4,86,-23.9,2.33,0.7,0.713831,0.567697
0.44,86.6,-23.7,2.66,0.53,0.748672,0.493194
0.38,85.3,-23.3,2.27,0.6,0.695756,0.554071
0.69,84.4,-23.6,3.16,0.78,0.93754,0.686079
0.64,82.6,-23.8,2.94,0.82,0.902932,0.723415
0.44,81.7,-23.3,2.46,0.68,0.748672,0.584043
1.17,80.8,-22.6,3.95,1.06,1.220838,0.998377
0.55,80.6,-21.8,3,0.61,0.837041,0.542944
0.3,86.6,-22,2.26,0.48,0.618195,0.387922
0.42,86.2,-22.7,2.53,0.7,0.731459,0.506811
0.57,79.6,-31.8,2.97,0.68,0.852124,0.581589
0.47,80.5,-31.4,2.57,0.65,0.773774,0.586597
0.53,81.5,-31.3,2.84,0.69,0.821681,0.570089
0.98,81.5,-30.4,3.61,0.97,1.117322,0.918173
0.37,81.4,-29.6,2.33,0.53,0.68654,0.494855
0.57,81.8,-29,3.29,0.59,0.852124,0.491263
0.76,80.2,-29,3.8,0.69,0.983948,0.566973
0.42,77.7,-27.3,2.53,0.53,0.731459,0.506811
0.45,74.4,-29.4,2.67,0.55,0.757132,0.50557
0.27,74.8,-29,2.06,0.41,0.586472,0.394616
0.16,75.5,-28.9,1.56,0.33,0.451466,0.313674
0.12,75.2,-29.4,1.43,0.28,0.390981,0.245448
0.22,75.9,-29.4,1.8,0.4,0.529391,0.380179
0.71,75.7,-28.4,3.39,0.78,0.95103,0.622758
0.46,74.6,-28.3,2.72,0.54,0.765498,0.504195
0.37,73.7,-28.5,2.6,0.46,0.68654,0.407442
0.29,73.4,-27.9,2.5,0.35,0.607805,0.321006
0.39,74,-27.6,3.03,0.42,0.704851,0.351409
0.48,76.5,-27.6,2.63,0.63,0.781962,0.575104
0.13,75.9,-27.6,1.35,0.37,0.406946,0.309729
0.11,74.9,-27.3,1.23,0.32,0.374336,0.292318
0.11,75.3,-27.5,1.22,0.33,0.374336,0.299355
0.07,75.5,-27.6,1.09,0.25,0.298617,0.188341
0.48,74.2,-26.8,2.63,0.64,0.781962,0.575104
0.8,69.5,-28.7,3.5,0.78,1.009509,0.696046
0.86,65.4,-27.3,3.49,0.9,1.046681,0.785691
0.23,66.1,-27.9,2.03,0.35,0.541289,0.32621
0.38,66.8,-27.3,2.57,0.54,0.695756,0.429255
0.17,66.8,-27.8,1.6,0.35,0.465361,0.326572
0.13,67.4,-28.1,1.47,0.31,0.406946,0.260781
0.32,68.2,-27.9,2.2,0.52,0.63847,0.44582
0.1,67.7,-28.3,1.3,0.29,0.356915,0.225687
0.18,68.5,-28.3,1.69,0.36,0.478852,0.319515
0.42,69.6,-27.9,2.56,0.56,0.731459,0.495381
0.44,69.1,-27.5,2.61,0.52,0.748672,0.510822
0.19,67.4,-27.4,1.75,0.38,0.491974,0.323633
0.25,67.9,-27,2,0.4,0.564333,0.373588
0.27,67.3,-26.7,2.07,0.43,0.586472,0.391105
0.22,68.1,-26.5,1.78,0.4,0.529391,0.38978
0.48,70.8,-28.3,2.53,0.68,0.781962,0.639592
0.35,70.6,-27.6,2.23,0.59,0.667727,0.499421
0.39,71.7,-27.7,2.63,0.45,0.704851,0.42797
0.18,71.5,-28.1,1.54,0.46,0.478852,0.400376
0.56,71.4,-27,3.03,0.58,0.844616,0.546959
0.5,70,-26.7,2.63,0.67,0.798087,0.617603
0.33,69,-26.7,2.15,0.53,0.648369,0.493631
0.15,67,-26.4,1.57,0.31,0.43713,0.282821
0.3,67.5,-25.9,2.23,0.45,0.618195,0.396694
0.26,68,-25.5,1.85,0.53,0.575509,0.481941
0.18,67.7,-26.2,2.07,0.3,0.478852,0.237238
1.04,69.3,-25.3,3.73,1,1.151017,0.936289
0.78,69.3,-26.1,3.65,0.67,0.99681,0.623558
0.62,70.5,-25.7,2.91,0.71,0.888712,0.700125
0.26,70.6,-26.4,1.92,0.52,0.575509,0.431621
0.45,71.3,-25.9,2.51,0.66,0.757132,0.57675
0.56,70.7,-24.7,3.03,0.59,0.844616,0.546959
0.57,67.2,-24.4,2.82,0.72,0.852124,0.651996
0.47,67.2,-25.1,2.65,0.61,0.773774,0.54699
0.52,73.7,-26.2,2.71,0.67,0.813892,0.613144
0.56,73.3,-25.3,2.91,0.66,0.844616,0.58974
1,72.8,-24.1,3.8,0.88,1.128665,0.82796
0.6,71.8,-23.3,2.82,0.78,0.87426,0.722716
0.32,67.2,-23.7,2.12,0.56,0.63847,0.48445
0.56,66.4,-23.8,2.79,0.83,0.844616,0.649402
0.11,66.2,-23.3,1.45,0.24,0.374336,0.215187
0.44,66.9,-23.1,2.44,0.61,0.748672,0.598153
0.67,66,-22.6,3.24,0.7,0.923852,0.623148
0.29,63.6,-27.8,2.18,0.48,0.607805,0.393896
0.26,63.7,-27.3,2.08,0.45,0.575509,0.368144
0.16,63.5,-26.7,1.58,0.32,0.451466,0.30603
0.7,61.7,-24.3,3.19,0.77,0.944309,0.687515
0.53,64.2,-23.8,2.72,0.66,0.821681,0.628266
0.78,64.9,-22.3,3.19,0.96,0.99681,0.849662
0.8,65.1,-23.5,3.68,0.95,1.009509,0.636167
0.75,63.7,-22.4,3.2,0.87,0.977453,0.770405
0.55,67.2,-22,2.82,0.69,0.837041,0.613203
0.5,70.2,-22.6,2.67,0.64,0.798087,0.594337
0.49,72.1,-20.6,2.82,0.56,0.790066,0.516208
0.24,70.8,-23.9,1.88,0.4,0.552931,0.397073
0.39,70.1,-23.4,2.43,0.49,0.704851,0.4916
0.2,69.2,-22.7,1.68,0.39,0.504754,0.380828
0.25,68.4,-22.5,1.93,0.43,0.564333,0.400249
0.3,68.4,-22,2.23,0.41,0.618195,0.396694
0.48,68,-21.5,3.22,0.47,0.781962,0.412213
0.24,69,-21.6,1.83,0.45,0.552931,0.423147
0.36,69.6,-21.3,2.38,0.52,0.677199,0.455104
0.21,69.1,-22.3,1.93,0.32,0.517219,0.314184
0.32,69.7,-22,2.13,0.52,0.63847,0.478809
1.01,73.4,-23,4.37,0.77,1.134295,0.655885
0.23,74.2,-24.4,1.99,0.4,0.541289,0.336643
0.35,74.6,-24.1,2.52,0.42,0.667727,0.398388
0.46,75.3,-23.8,3.02,0.47,0.765498,0.427924
0.4,76.2,-24.5,2.65,0.48,0.713831,0.436896
0.72,77.1,-24.2,3.38,0.72,0.957704,0.638454
0.3,78,-25.7,2.07,0.52,0.618195,0.459509
0.2,77.7,-24.8,1.78,0.38,0.504754,0.337249
0.88,79.1,-24.7,3.68,0.97,1.058782,0.726452
0.94,79.7,-25.5,3.84,0.84,1.094282,0.737211
1.21,78.2,-23.6,4.23,1.07,1.241532,0.887069
0.69,79.6,-23.2,3.19,0.74,0.93754,0.671876
0.33,80.5,-20.8,2.13,0.6,0.648369,0.506134
0.38,81.1,-20.6,2.37,0.63,0.695756,0.497509
0.16,81.7,-20.4,1.52,0.37,0.451466,0.331495
0.48,83.3,-19.7,2.9,0.49,0.781962,0.479313
0.4,82.4,-19.4,2.49,0.49,0.713831,0.486524
0.16,86.5,-20.1,1.58,0.32,0.451466,0.30603
0.22,86.3,-20.4,1.83,0.44,0.529391,0.367394
0.53,86.7,-19.5,2.75,0.66,0.821681,0.611328
0.52,87.3,-19,2.85,0.63,0.813892,0.55061
0.22,87.9,-18.8,1.84,0.45,0.529391,0.363482
0.52,87.9,-19.5,2.77,0.64,0.813892,0.582994
0.17,87.4,-19.9,1.55,0.39,0.465361,0.350531
0.69,89.1,-19,3.13,0.76,0.93754,0.701648
0.4,90.1,-19.6,2.39,0.62,0.713831,0.53064
0.27,89.4,-20,1.89,0.51,0.586472,0.486518
0.54,90.3,-20.6,2.85,0.67,0.829396,0.58225
0.15,89,-20.2,1.43,0.41,0.43713,0.345562
0.29,88.3,-20.5,2.04,0.47,0.607805,0.449294
0.15,87.9,-20.7,1.48,0.37,0.43713,0.316975
