Area_Axon,Centroid_X,Centroid_Y,Perimeter_Axon,AxonDiameter_MinFeret,AxonDiameter_Circle,AxonDiameter_ShapeAdjustedEllipse
0.2,55,-24.8,1.88,0.33,0.504754,0.307521
0.36,54.6,-25.4,2.33,0.54,0.677199,0.474251
0.81,55.7,-25.6,3.73,0.79,1.015799,0.632522
0.54,56.8,-23.4,2.95,0.65,0.829396,0.545267
0.29,56.2,-23.8,2.14,0.46,0.607805,0.407155
0.13,56.8,-24.1,1.42,0.34,0.406946,0.277482
0.24,56,-24.2,1.8,0.47,0.552931,0.443443
0.89,54,-26.1,3.9,0.79,1.064781,0.665741
0.76,56.8,-24.7,3.22,0.91,0.983948,0.776409
0.42,56.2,-25.1,2.5,0.61,0.731459,0.519301
0.42,57.1,-25.8,2.38,0.64,0.731459,0.587384
0.79,59,-26.9,3.33,0.8,1.00318,0.761529
0.4,56.9,-26.5,2.73,0.47,0.713831,0.417421
0.68,55.7,-26.5,3.58,0.57,0.930721,0.539501
0.27,55,-26.7,2.03,0.48,0.586472,0.405872
0.18,55.5,-27,1.59,0.46,0.478852,0.363482
0.21,54.3,-27,1.96,0.35,0.517219,0.306818
0.23,53.5,-26.7,1.88,0.41,0.541289,0.372156
0.56,52.7,-26.7,3.19,0.67,0.844616,0.503209
0.62,52.8,-27.3,3.12,0.73,0.888712,0.598297
0.17,57,-27.1,1.74,0.28,0.465361,0.28187
1.04,58,-27.6,4.07,0.92,1.151017,0.764592
0.17,56.9,-27.7,1.63,0.44,0.465361,0.314923
0.25,56.2,-27.4,2.05,0.37,0.564333,0.357933
0.15,56.2,-27.7,1.65,0.31,0.43713,0.260985
0.79,54.5,-27.6,3.59,0.77,1.00318,0.652352
0.52,55.6,-28.3,2.81,0.77,0.813892,0.565925
0.52,55.8,-29.1,2.73,0.68,0.813892,0.602353
0.68,56.5,-28.6,3.01,0.87,0.930721,0.762335
0.66,56.5,-29.7,3.22,0.87,0.916932,0.61695
0.37,53.6,-27.8,2.33,0.57,0.68654,0.494855
0.17,53,-27.9,1.74,0.34,0.465361,0.28187
0.21,53.1,-28.4,1.81,0.46,0.517219,0.350534
0.21,53.3,-28.9,1.82,0.39,0.517219,0.346945
0.54,54.4,-28.5,2.92,0.64,0.829396,0.555471
0.25,54.9,-29,1.83,0.56,0.564333,0.458224
0.3,55,-29.5,2.47,0.39,0.618195,0.339587
0.17,53.6,-29.8,1.64,0.4,0.465361,0.311363
0.29,54.2,-29.4,1.99,0.55,0.607805,0.479092
0.53,56.6,-30.7,2.89,0.57,0.821681,0.551308
0.31,54.6,-31.9,2.51,0.43,0.628414,0.345349
0.63,57.9,-30.8,3.31,0.59,0.89585,0.55233
0.51,60.1,-31,3.8,0.57,0.806028,0.358799
0.37,61.1,-31,2.85,0.37,0.68654,0.358115
0.6,59.6,-31.5,2.91,0.82,0.87426,0.65916
0.48,60.9,-31.6,2.81,0.53,0.781962,0.504936
0.92,60.6,-32.5,3.78,0.82,1.082578,0.736243
0.23,61.5,-32.2,1.74,0.52,0.541289,0.453309
0.47,62.1,-32.8,2.59,0.65,0.773774,0.575532
0.45,62.8,-32.7,2.91,0.58,0.757132,0.43947
0.28,63.8,-30.1,2.11,0.44,0.597234,0.397576
0.44,63.7,-28.5,2.48,0.68,0.748672,0.571471
1,65.8,-29.2,4.24,0.7,1.128665,0.677867
0.47,65.7,-30.2,2.56,0.7,0.773774,0.592512
0.16,67.1,-29.2,1.52,0.37,0.451466,0.331495
0.23,67.7,-29.1,1.84,0.42,0.541289,0.388916
0.37,68.3,-29.5,2.48,0.58,0.68654,0.439441
0.57,64.9,-30.8,3.03,0.65,0.852124,0.560472
0.28,67.1,-31,2.09,0.46,0.597234,0.404663
0.36,68,-31.2,2.49,0.48,0.677199,0.42092
0.49,65.7,-31.5,2.78,0.68,0.790066,0.529691
0.15,66.4,-31.9,1.54,0.35,0.43713,0.292703
0.19,65.9,-32,1.82,0.38,0.491974,0.302991
0.26,68,-31.7,1.98,0.44,0.575509,0.403171
0.5,55.2,-32.9,3,0.61,0.798087,0.478982
0.31,55.8,-33.2,2.36,0.41,0.628414,0.377807
0.5,59.4,-35,2.78,0.6,0.798087,0.545361
0.36,58.7,-35.5,2.36,0.5,0.677199,0.462418
0.36,59.9,-35.4,2.62,0.45,0.677199,0.389348
0.36,59.3,-35.8,2.61,0.48,0.677199,0.391531
0.45,60.4,-35.8,2.93,0.53,0.757132,0.435081
0.29,59.8,-36.2,2.21,0.43,0.607805,0.38485
0.63,61,-36.4,3.35,0.56,0.89585,0.541955
0.4,59.9,-36.7,2.81,0.42,0.713831,0.400312
0.5,54,-37.4,2.63,0.68,0.798087,0.617603
0.6,54.1,-38.1,2.97,0.77,0.87426,0.628695
0.36,58.5,-37.6,2.27,0.61,0.677199,0.502043
0.6,57.7,-37.8,3.16,0.7,0.87426,0.558895
0.56,58.6,-38.4,2.97,0.74,0.844616,0.566919
0.31,57.9,-38.7,2.26,0.54,0.628414,0.40534
0.22,58.5,-38.9,1.71,0.48,0.529391,0.435602
0.12,59,-38.9,1.28,0.35,0.390981,0.308472
0.15,63,-37.5,1.56,0.4,0.43713,0.285988
0.18,63,-38.1,1.76,0.34,0.478852,0.298022
0.51,65.6,-40.5,2.69,0.75,0.806028,0.603795
0.72,63.9,-41.3,3.61,0.61,0.957704,0.572249
0.41,62.7,-41.3,2.7,0.47,0.722698,0.437928
0.42,62.2,-41.8,2.75,0.46,0.731459,0.438924
0.38,62.5,-42.2,2.54,0.47,0.695756,0.437524
0.44,60.8,-41.5,2.92,0.46,0.748672,0.425386
0.37,63.9,-41.9,2.41,0.47,0.68654,0.462384
0.3,63.3,-42.5,2.29,0.47,0.618195,0.379742
0.24,64.1,-42.5,1.8,0.54,0.552931,0.443443
0.57,63.7,-43,2.77,0.76,0.852124,0.686265
0.38,71.7,-39.7,2.36,0.59,0.695756,0.502084
0.23,70.2,-40.6,2.16,0.33,0.541289,0.297957
0.44,71.5,-40.5,2.97,0.57,0.748672,0.415263
0.37,71.4,-41.2,2.61,0.44,0.68654,0.405086
0.3,70.3,-41,2.25,0.4,0.618195,0.390776
0.08,70.2,-41.3,1.08,0.26,0.319235,0.232131
0.27,70.6,-41.6,2.22,0.44,0.586472,0.348385
0.83,72.9,-41.3,3.46,0.85,1.028263,0.75532
0.47,63.4,-45.1,2.86,0.72,0.773774,0.476847
0.38,62.4,-44.7,2.32,0.62,0.695756,0.52234
0.14,61.7,-44.9,1.43,0.33,0.422308,0.306166
0.75,62.1,-45.5,3.45,0.65,0.977453,0.651507
