Area_Axon,Centroid_X,Centroid_Y,Perimeter_Axon,AxonDiameter_MinFeret,AxonDiameter_Circle,AxonDiameter_ShapeAdjustedEllipse
0.22,54.3,-40.6,2.1,0.33,0.529391,0.293828
0.33,55.1,-39.9,2.44,0.43,0.648369,0.388541
0.42,55.2,-40.6,2.89,0.52,0.731459,0.408039
0.59,54.9,-41.4,3.28,0.68,0.866944,0.515142
0.56,63.4,-41.5,3.3,0.6,0.844616,0.478631
0.49,64.4,-40.3,2.67,0.69,0.790066,0.574771
0.57,65.5,-40.1,2.77,0.77,0.852124,0.686265
0.21,65.8,-40.7,2.05,0.3,0.517219,0.287426
0.29,66,-41.2,2,0.51,0.607805,0.472355
0.37,65.2,-41.2,2.21,0.62,0.68654,0.571829
0.19,64.4,-41,1.72,0.35,0.491974,0.334066
0.62,63.2,-38.9,3.17,0.67,0.888712,0.581284
0.49,62.3,-38.4,2.61,0.71,0.790066,0.607365
0.47,56.3,-39,3.06,0.5,0.773774,0.431058
0.1,58,-38.8,1.32,0.22,0.356915,0.220159
0.13,58.3,-38.9,1.62,0.28,0.406946,0.224937
0.15,59.2,-39.8,1.64,0.29,0.43713,0.263432
0.42,58.2,-39.5,2.37,0.63,0.731459,0.595421
0.23,57.7,-39.2,2,0.41,0.541289,0.333938
0.06,57.1,-38.9,0.89,0.24,0.276465,0.230589
0.1,57.4,-39.3,1.17,0.33,0.356915,0.280608
0.12,58.7,-39.4,1.5,0.25,0.390981,0.227897
0.13,58.9,-39.9,1.63,0.24,0.406946,0.223027
0.14,59.2,-40.4,1.45,0.32,0.422308,0.297259
0.09,57.6,-39.7,1.16,0.26,0.3386,0.239618
0.07,57.2,-39.8,1.09,0.27,0.298617,0.188341
0.45,53.3,-39.1,2.62,0.6,0.757132,0.524105
0.4,54.6,-39.1,2.64,0.45,0.713831,0.439529
0.25,54.2,-39.1,2.12,0.4,0.564333,0.339183
0.23,55.1,-38.5,1.83,0.44,0.541289,0.3936
0.18,54.3,-37.7,1.65,0.39,0.478852,0.334528
0.33,53,-38,2.31,0.47,0.648369,0.425095
0.32,52.4,-37.7,2.45,0.59,0.63847,0.371556
0.94,51.2,-37.2,3.96,0.79,1.094282,0.698036
0.57,51.6,-36.7,3.47,0.52,0.852124,0.455888
0.48,49.9,-36.3,2.71,0.59,0.781962,0.539673
1.03,50.5,-35.4,4.04,0.97,1.14547,0.764487
0.91,48.9,-35.3,3.76,0.79,1.076678,0.73201
0.78,48.5,-36.4,3.38,0.84,0.99681,0.719703
1.19,51.2,-34.8,4.65,0.94,1.231228,0.733419
0.64,40.2,-39.6,3.35,0.69,0.902932,0.553036
0.54,41,-38.6,2.87,0.63,0.829396,0.574112
0.33,36.5,-38.2,2.16,0.54,0.648369,0.4879
1.3,22.4,-41.3,4.42,1.01,1.286876,0.904057
0.21,22.1,-42.5,1.76,0.42,0.517219,0.370823
0.23,23.4,-40.3,1.87,0.39,0.541289,0.376087
0.34,24,-39.9,2.33,0.49,0.658119,0.436378
0.42,24.5,-39.5,2.6,0.52,0.731459,0.481483
0.75,24.4,-38.7,3.34,0.82,0.977453,0.69414
0.67,25.5,-39.1,3.19,0.76,0.923852,0.642185
0.28,26.5,-39.4,2.43,0.31,0.597234,0.320036
0.46,20.2,-29.9,2.57,0.68,0.765498,0.565361
0.61,21,-28.4,3.31,0.57,0.881516,0.529896
0.46,23.1,-29.1,2.83,0.52,0.765498,0.471595
0.32,21.8,-29.5,2.09,0.6,0.63847,0.503519
0.19,21.4,-29.9,1.75,0.38,0.491974,0.323633
0.19,20.8,-29.4,1.79,0.35,0.491974,0.311301
0.31,21.3,-29.1,2.08,0.53,0.628414,0.480735
0.32,22.4,-28.6,2.21,0.45,0.63847,0.4418
0.18,21.9,-28.9,1.84,0.39,0.478852,0.278277
0.52,23.1,-28.1,3.17,0.87,0.813892,0.46332
0.28,19.4,-28.6,1.96,0.51,0.597234,0.467602
0.26,19.5,-28.2,2.06,0.42,0.575509,0.374312
0.36,19.1,-27.6,2.62,0.44,0.677199,0.389348
0.17,18.3,-29.8,1.68,0.34,0.465361,0.298396
0.45,26.3,-36.5,2.82,0.56,0.757132,0.460972
0.37,37.4,-36.4,2.3,0.63,0.68654,0.509648
0.22,35.8,-34.5,1.77,0.42,0.529391,0.394988
0.92,34.5,-34.1,4.53,0.7,1.082578,0.558528
0.38,34.3,-33.5,2.48,0.5,0.695756,0.455742
1.08,32.7,-33.5,4.24,0.94,1.172943,0.749583
0.57,33.7,-33,3.21,0.79,0.852124,0.5097
0.39,45.6,-31.8,2.38,0.63,0.704851,0.513805
0.25,45.6,-31,2.09,0.38,0.564333,0.346836
0.49,47,-32.1,3.14,0.58,0.790066,0.437068
0.4,48.5,-32.2,2.51,0.5,0.713831,0.479246
0.44,47.9,-32.7,2.59,0.57,0.748672,0.518542
0.07,48.4,-32.9,1.07,0.25,0.298617,0.194321
0.25,48.2,-33.3,1.96,0.44,0.564333,0.387986
0.38,49.8,-30.9,2.39,0.56,0.695756,0.488835
0.26,49,-31,2.06,0.45,0.575509,0.374312
0.36,48.4,-30.9,2.21,0.58,0.677199,0.538903
0.08,48,-30.7,1.07,0.26,0.319235,0.23711
0.21,47.6,-30.8,1.74,0.45,0.517219,0.380366
0.1,48,-31.2,1.21,0.3,0.356915,0.258222
0.08,47.7,-31.3,1.18,0.24,0.319235,0.197204
0.09,47.5,-31.7,1.24,0.25,0.3386,0.212258
0.16,47.7,-31.7,1.69,0.28,0.451466,0.272987
0.19,46.7,-31.2,1.63,0.44,0.491974,0.375519
0.16,46.2,-31.6,1.5,0.4,0.451466,0.342194
0.16,46.8,-30.7,1.52,0.39,0.451466,0.331495
0.19,46.2,-30.9,1.7,0.36,0.491974,0.341738
0.34,50.3,-30.3,2.39,0.55,0.658119,0.417517
0.86,53.7,-30.9,4.39,0.54,1.046681,0.538379
0.15,51.2,-29.7,1.77,0.25,0.43713,0.235972
0.32,51.9,-28.9,2.25,0.44,0.63847,0.426954
0.08,51.6,-29.3,1.13,0.24,0.319235,0.212188
0.57,61.8,-35.1,3.22,0.57,0.852124,0.507283
0.32,61.2,-35.6,2.39,0.52,0.63847,0.385774
0.36,60.9,-36,2.35,0.5,0.677199,0.466239
0.46,60.6,-34.9,2.91,0.55,0.765498,0.451655
0.33,60.2,-35.2,2.71,0.41,0.648369,0.335176
0.25,59.6,-34.4,2.01,0.42,0.564333,0.370272
0.13,59.9,-34.2,1.44,0.29,0.406946,0.270367
0.2,58.9,-34.1,1.88,0.34,0.504754,0.307521
0.16,59,-33.3,1.71,0.27,0.451466,0.268107
0.55,58,-33,3.3,0.53,0.837041,0.468298
0.48,54.1,-33,3.02,0.52,0.781962,0.450657
0.23,53.8,-33.4,1.84,0.48,0.541289,0.388916
0.26,54,-33.9,1.92,0.47,0.575509,0.431621
0.15,55,-30.7,1.74,0.29,0.43713,0.241589
0.38,55.5,-30.8,2.99,0.35,0.695756,0.346969
0.08,55.8,-30.7,1.11,0.23,0.319235,0.219378
0.28,56.2,-31,2.22,0.38,0.597234,0.364886
0.24,56.8,-30.8,1.96,0.43,0.552931,0.365916
0.52,57.4,-30.9,2.99,0.58,0.813892,0.506496
0.35,56.1,-32.6,2.92,0.43,0.667727,0.325765
0.69,60,-29.8,3.85,0.53,0.93754,0.495924
0.95,58.6,-29.7,4.41,0.75,1.100087,0.60118
1.32,53.4,-28.6,5.84,0.69,1.296738,0.609698
0.35,55.7,-29.5,2.62,0.4,0.667727,0.376201
0.3,59.6,-27.9,2.34,0.48,0.618195,0.367217
0.56,62.6,-27,3.15,0.53,0.844616,0.513117
0.41,62.1,-26.6,2.87,0.49,0.722698,0.400281
0.33,61.5,-27.2,2.35,0.47,0.648369,0.412688
0.23,60.8,-27.1,1.98,0.38,0.541289,0.339418
0.33,61.1,-26.5,2.17,0.54,0.648369,0.482459
0.47,56.4,-26.1,2.78,0.64,0.773774,0.499832
0.05,56.5,-26.8,0.88,0.22,0.252377,0.172767
0.19,56.9,-26.3,1.78,0.32,0.491974,0.314238
0.28,57.2,-25.6,2.22,0.52,0.597234,0.364886
0.15,57.5,-26.2,1.52,0.29,0.43713,0.30001
0.27,58.7,-25.7,1.93,0.54,0.586472,0.455665
0.2,59.2,-26.1,1.65,0.42,0.504754,0.399795
0.28,59,-26.8,2.04,0.57,0.597234,0.424649
0.24,59.6,-27,1.94,0.41,0.552931,0.372867
0.26,47.7,-29.9,2.07,0.4,0.575509,0.371185
0.09,47.3,-30.3,1.29,0.23,0.3386,0.199562
0.14,47.4,-29.6,1.49,0.33,0.422308,0.282035
0.08,46.3,-30.4,1.1,0.26,0.319235,0.223326
0.39,46.8,-29.5,2.44,0.57,0.704851,0.487588
0.36,46,-29.4,2.27,0.58,0.677199,0.502043
0.5,44.9,-29.9,2.6,0.72,0.798087,0.638401
0.1,45.1,-29.3,1.25,0.33,0.356915,0.2418
0.17,44.5,-29.5,1.56,0.44,0.465361,0.345135
0.2,44.5,-29,1.73,0.45,0.504754,0.356447
0.19,44.7,-28.5,1.71,0.4,0.491974,0.337822
0.35,45.2,-28.4,2.23,0.53,0.667727,0.499421
0.17,45.7,-28.2,1.65,0.32,0.465361,0.307941
0.32,46.3,-28.3,2.22,0.51,0.63847,0.437912
0.34,46.9,-28.8,2.17,0.61,0.658119,0.508571
0.44,45.3,-27.4,2.54,0.59,0.748672,0.539997
0.61,45,-26.2,3.13,0.64,0.881516,0.581285
0.52,29.9,-30.1,2.9,0.59,0.813892,0.533397
0.34,30.9,-29.6,2.77,0.37,0.658119,0.337129
0.11,31.6,-29.5,1.28,0.31,0.374336,0.265851
0.08,32,-29.4,1.19,0.25,0.319235,0.194593
0.18,32.4,-29.3,2.2,0.29,0.478852,0.220037
0.52,33.2,-29.3,2.83,0.7,0.813892,0.558074
0.28,34,-29.1,2.23,0.45,0.597234,0.362321
0.2,34.5,-29.4,1.63,0.45,0.504754,0.415729
0.41,33.9,-29.8,2.47,0.54,0.722698,0.513114
0.25,33,-29.9,2.15,0.4,0.564333,0.332018
0.62,31.9,-29.9,3.48,0.53,0.888712,0.502001
0.54,35.5,-27.8,3.1,0.56,0.829396,0.502163
0.33,35.2,-28.4,2.47,0.4,0.648369,0.381405
0.29,35.2,-28.9,2.19,0.43,0.607805,0.390803
0.1,34.6,-28.8,1.21,0.28,0.356915,0.258222
0.36,36.6,-27.3,2.57,0.44,0.677199,0.400634
0.32,35.8,-28.5,2.32,0.56,0.63847,0.404671
0.33,36.4,-27.9,2.12,0.63,0.648369,0.513019
0.2,36.9,-27.8,1.69,0.45,0.504754,0.375374
0.29,36.7,-28.3,2.47,0.4,0.607805,0.326228
0.66,61.7,-13,3.12,0.67,0.916932,0.657062
0.14,61.1,-13.1,1.56,0.36,0.422308,0.26081
0.76,60.9,-13.8,3.44,0.79,0.983948,0.667577
0.26,62.7,-14.9,2.01,0.48,0.575509,0.391429
0.75,61.2,-16,3.67,0.9,0.977453,0.587579
0.43,60,-15.2,2.7,0.68,0.740115,0.465939
0.23,59.5,-14.1,1.81,0.42,0.541289,0.403734
0.48,58.9,-14.3,3.02,0.55,0.781962,0.450657
0.18,59.6,-14.6,1.62,0.39,0.478852,0.347756
0.18,60,-14.3,1.62,0.4,0.478852,0.347756
0.07,60,-14.7,1.04,0.24,0.298617,0.204643
0.97,59.4,-16.1,4.43,0.71,1.111606,0.61245
0.52,63,-17.6,3.09,0.57,0.813892,0.481107
0.88,64,-18.3,3.5,1.04,1.058782,0.812417
0.49,63.2,-18.5,2.53,0.72,0.790066,0.671671
0.56,62.5,-18.4,2.9,0.7,0.844616,0.593891
0.36,61.6,-19.3,2.39,0.46,0.677199,0.451598
0.49,60.7,-19.7,3.01,0.53,0.790066,0.464598
0.12,62.4,-19.4,1.38,0.3,0.390981,0.260998
0.19,62.9,-19.3,1.61,0.44,0.491974,0.388424
0.5,44.5,-25.6,3.24,0.56,0.798087,0.428782
0.31,44.7,-25,2.08,0.62,0.628414,0.480735
0.54,45.5,-24.6,2.85,0.65,0.829396,0.58225
0.22,45.5,-23.6,1.95,0.42,0.529391,0.328239
0.2,45.3,-23.2,1.77,0.38,0.504754,0.340789
0.39,46.1,-23.1,2.38,0.58,0.704851,0.513805
0.29,46.5,-24.6,2.12,0.47,0.607805,0.414402
0.33,46.9,-23.8,2.11,0.61,0.648369,0.520431
0.11,47.3,-24.2,1.24,0.35,0.374336,0.286047
0.32,47.4,-24.7,2.17,0.53,0.63847,0.458793
0.73,48.6,-23.3,3.35,0.78,0.964332,0.662342
1.01,49.9,-23.8,3.88,0.95,1.134295,0.803697
0.12,48,-23.9,1.32,0.34,0.390981,0.285397
0.25,49.8,-25.4,2.24,0.36,0.564333,0.312906
0.11,50.5,-25.5,1.36,0.3,0.374336,0.237652
0.08,50.5,-25.1,1.34,0.24,0.319235,0.164522
0.19,50.7,-24.5,2.05,0.28,0.491974,0.255504
0.26,50.9,-25.1,1.98,0.47,0.575509,0.403171
0.4,52.6,-26,2.44,0.57,0.713831,0.506689
0.36,52.9,-25,2.38,0.48,0.677199,0.455104
0.56,51.9,-24.5,3,0.67,0.844616,0.556631
0.18,51.9,-25.2,1.75,0.35,0.478852,0.300806
0.13,52.6,-24.5,1.36,0.33,0.406946,0.30412
0.27,52.9,-24.1,2.29,0.55,0.586472,0.332799
0.12,52.3,-24.1,1.3,0.34,0.390981,0.2959
0.24,52.6,-23.5,2.06,0.35,0.552931,0.33666
0.77,53.5,-23.4,3.56,0.7,0.9904,0.639114
0.67,54.8,-23.7,3.3,0.65,0.923852,0.602751
0.39,53.9,-24.3,2.71,0.57,0.704851,0.408951
1.05,54.5,-25.2,4.7,0.83,1.156538,0.620336
0.13,47.3,-23.3,1.36,0.37,0.406946,0.30412
0.3,46.7,-22.7,2.01,0.55,0.618195,0.497635
0.33,46.6,-22.2,2.28,0.45,0.648369,0.435283
0.19,45.7,-22.8,1.64,0.38,0.491974,0.369783
0.2,45.3,-22.6,1.72,0.41,0.504754,0.360815
0.08,45.7,-22.2,1.11,0.29,0.319235,0.219378
0.17,45.5,-22,1.67,0.35,0.465361,0.301466
0.09,46,-22.1,1.19,0.29,0.3386,0.227957
0.12,45.6,-21.4,1.31,0.35,0.390981,0.29044
0.35,45.2,-21.4,2.36,0.52,0.667727,0.44411
0.36,44.1,-20.2,2.64,0.51,0.677199,0.385085
0.23,41.3,-21.7,2.06,0.39,0.541289,0.319
0.18,41.1,-24,1.55,0.45,0.478852,0.39124
0.86,39.8,-23.9,3.64,0.87,1.046681,0.717365
0.69,42.2,-25.5,3.32,0.77,0.93754,0.621199
1.1,33.1,-26.5,4.18,1.02,1.183754,0.788305
0.24,16.1,-27.1,2.09,0.38,0.552931,0.329223
0.41,16.8,-27,3.09,0.43,0.722698,0.362737
0.49,17.2,-26.5,3.36,0.48,0.790066,0.39924
0.21,18.4,-26.1,1.85,0.38,0.517219,0.336901
1.12,18.5,-27,4.78,0.82,1.194467,0.654305
0.57,22.2,-25.5,3.19,0.52,0.852124,0.51464
0.3,21.9,-26,2.36,0.36,0.618195,0.362543
0.06,21.8,-26.7,1.04,0.19,0.276465,0.166329
0.1,21.3,-26.7,1.5,0.23,0.356915,0.183528
1.25,19.5,-25.2,4.56,0.89,1.261886,0.806854
1.45,21.1,-24,4.78,0.99,1.359093,0.911712
0.82,19,-24.3,3.75,0.75,1.02205,0.637229
0.92,19,-23.5,3.96,0.7,1.082578,0.678316
0.31,18.2,-24,2.1,0.55,0.628414,0.469346
0.13,20,-23.7,1.52,0.28,0.406946,0.246997
0.53,25.8,-24.1,3.24,0.66,0.821681,0.459601
0.48,28,-24.1,2.7,0.71,0.781962,0.543645
0.78,27.9,-24.8,3.5,0.74,0.99681,0.670844
0.21,21.5,-26.4,2.23,0.33,0.517219,0.257011
0.9,21.9,-22.9,3.89,0.97,1.070746,0.678558
1.32,20.6,-22.6,5.38,0.79,1.296738,0.676511
1.95,19,-22.5,6.8,0.93,1.576095,0.781733
0.76,27.8,-22.2,3.42,0.72,0.983948,0.675093
0.2,28.2,-21.4,1.71,0.5,0.504754,0.365406
0.58,27.7,-21,3.19,0.83,0.859566,0.526261
0.18,30.3,-21,1.6,0.39,0.478852,0.357893
0.5,29.1,-20.6,2.7,0.67,0.798087,0.579214
0.32,28.5,-20.6,2.1,0.55,0.63847,0.496751
0.55,27.9,-20.1,3,0.58,0.837041,0.542944
0.2,28.7,-20,1.66,0.46,0.504754,0.392955
0.67,29.6,-20,3.25,0.78,0.923852,0.61958
0.31,29.1,-19.4,2.04,0.56,0.628414,0.508416
0.42,29.7,-19.2,2.41,0.68,0.731459,0.566354
0.22,29.1,-18.8,1.77,0.41,0.529391,0.394988
0.39,29.5,-18.4,2.33,0.65,0.704851,0.540974
0.24,30.1,-18.2,1.97,0.4,0.552931,0.362605
0.2,30.1,-18.7,1.86,0.37,0.504754,0.312794
0.19,30.6,-18.5,1.65,0.37,0.491974,0.364424
0.22,30.6,-17.7,1.77,0.41,0.529391,0.394988
0.14,31.1,-17.8,1.41,0.38,0.422308,0.316296
0.06,30.9,-18.1,0.88,0.25,0.276465,0.241855
0.84,17.4,-22.5,5.54,0.77,1.034439,0.397835
0.87,17.4,-21.9,3.89,0.69,1.052749,0.64892
0.98,22.6,-21.2,4.78,0.64,1.117322,0.560188
0.2,23.3,-20.3,1.76,0.37,0.504754,0.344465
0.37,23.1,-19.8,2.54,0.46,0.68654,0.4225
0.97,21.7,-21,5.17,0.61,1.111606,0.502757
0.42,22.3,-20,2.92,0.42,0.731459,0.402191
0.59,20.7,-21.2,3.7,0.53,0.866944,0.436067
0.67,19.6,-21.4,3.52,0.62,0.923852,0.543128
0.39,21.5,-20.1,2.81,0.43,0.704851,0.388304
0.62,23,-19.2,3.13,0.73,0.888712,0.594755
0.51,21.4,-19.5,3.01,0.52,0.806028,0.4887
0.85,16.5,-21.4,4.63,0.61,1.040578,0.496635
0.12,17.2,-20.7,1.36,0.3,0.390981,0.26825
1.39,20.5,-17.3,4.43,1.21,1.330677,1.002669
1.16,18.9,-18.1,5.56,0.67,1.21561,0.560922
0.95,19.5,-16.8,4.46,0.83,1.100087,0.591974
0.41,18.5,-16.8,2.38,0.68,0.722698,0.560304
0.83,19.1,-16,3.81,0.74,1.028263,0.631056
0.09,18.3,-16.1,1.19,0.25,0.3386,0.227957
0.34,17.7,-16.9,2.28,0.51,0.658119,0.454598
0.38,17.4,-17.6,2.62,0.54,0.695756,0.41649
0.35,17.1,-18.4,2.45,0.47,0.667727,0.416465
0.7,15.9,-19.1,3.78,0.55,0.944309,0.517142
1.27,13.7,-19.4,6.02,0.63,1.271941,0.563419
0.34,11.6,-18.8,2.54,0.4,0.658119,0.37974
0.26,34,-19.5,1.98,0.52,0.575509,0.403171
0.25,33.5,-18.9,1.87,0.49,0.564333,0.430507
0.2,33.1,-18.5,1.62,0.45,0.504754,0.425343
0.43,31.9,-18.3,2.42,0.62,0.740115,0.585545
0.47,31.2,-18.7,2.59,0.68,0.773774,0.575532
0.61,31,-20.1,2.98,0.74,0.881516,0.640797
0.67,37.8,-24.5,3.12,0.79,0.923852,0.673063
0.2,38.6,-24.6,1.69,0.4,0.504754,0.375374
0.11,34.8,-19.4,1.26,0.31,0.374336,0.275159
0.19,35.3,-21,1.64,0.44,0.491974,0.369783
0.34,34.7,-21.4,2.4,0.44,0.658119,0.414627
0.13,35,-21.9,1.51,0.31,0.406946,0.249571
0.53,37.1,-20.2,2.94,0.76,0.821681,0.534555
0.26,37.5,-19.5,1.91,0.47,0.575509,0.437277
0.5,38.2,-19.7,2.82,0.6,0.798087,0.530967
0.14,39.1,-19.9,1.65,0.31,0.422308,0.239642
0.42,40.2,-19.9,2.37,0.7,0.731459,0.595421
0.23,34.9,-20.2,1.86,0.45,0.541289,0.38018
0.11,34.3,-19.9,1.35,0.27,0.374336,0.240626
0.09,36.6,-20.5,1.21,0.24,0.3386,0.22122
0.49,64.8,-19.8,2.56,0.68,0.790066,0.643011
0.16,63.4,-19.4,1.47,0.39,0.451466,0.361937
0.23,63.9,-19.4,1.77,0.51,0.541289,0.428284
0.13,64.2,-19.7,1.36,0.34,0.406946,0.30412
0.93,64,-22.1,3.53,0.99,1.088445,0.88311
0.56,62.8,-22.2,2.9,0.69,0.844616,0.593891
0.56,61.4,-22.5,2.93,0.6,0.844616,0.581759
0.48,64.5,-23.2,2.59,0.72,0.781962,0.597028
0.26,63.6,-23,2.09,0.38,0.575509,0.365183
0.91,60,-23.7,3.8,0.81,1.076678,0.717685
0.23,59,-24.8,1.93,0.4,0.541289,0.354504
0.2,58.6,-24.7,1.92,0.33,0.504754,0.297741
0.43,58.1,-25.5,2.51,0.58,0.740115,0.534283
0.76,59.8,-22.4,3.22,0.82,0.983948,0.776409
0.1,60.3,-22.8,1.17,0.33,0.356915,0.280608
0.17,60.7,-22.1,1.59,0.36,0.465361,0.330836
0.06,60.3,-21.9,0.97,0.19,0.276465,0.186926
0.62,58.6,-22.4,3.41,0.56,0.888712,0.517045
0.35,57.7,-22.3,2.4,0.5,0.667727,0.43109
0.41,55.7,-22.7,2.95,0.43,0.722698,0.38547
0.37,56.5,-22,3.13,0.38,0.68654,0.318184
0.22,59.5,-21.4,1.89,0.36,0.529391,0.345944
0.08,60.1,-21,1.1,0.22,0.319235,0.223326
0.3,58.9,-21.6,2.02,0.59,0.618195,0.490127
0.54,57.1,-21.4,3.31,0.62,0.829396,0.456164
0.87,59.2,-19.8,3.88,0.97,1.052749,0.651607
0.76,57.9,-19.8,4.34,0.48,0.983948,0.474726
0.1,57.7,-19.4,1.18,0.26,0.356915,0.274156
0.3,57.2,-19.6,2.18,0.58,0.618195,0.412911
0.39,56.6,-20,2.94,0.49,0.704851,0.365319
0.15,59.6,-20.5,1.48,0.37,0.43713,0.316975
0.13,59.2,-20.9,1.53,0.31,0.406946,0.244502
0.29,58.6,-20.8,2.03,0.5,0.607805,0.454581
0.5,58,-20.8,3.05,0.64,0.798087,0.467141
0.24,56.6,-20.6,2.34,0.31,0.552931,0.281339
0.14,57.1,-20.7,1.67,0.31,0.422308,0.235579
0.19,56.5,-21,1.73,0.34,0.491974,0.330457
0.73,55.3,-21,3.55,0.63,0.964332,0.598033
0.36,55.5,-21.8,2.84,0.39,0.677199,0.348528
0.29,55.1,-22.4,2.2,0.4,0.607805,0.387789
0.21,54.7,-22.9,2.09,0.32,0.517219,0.279849
0.23,54.3,-22.6,1.91,0.41,0.541289,0.361205
0.32,53.8,-22.1,2.38,0.48,0.63847,0.388307
0.23,53.1,-22.3,2.01,0.38,0.541289,0.3313
0.18,53.1,-22.9,1.61,0.37,0.478852,0.352668
0.38,54.5,-21.8,2.54,0.6,0.695756,0.437524
0.2,54.1,-21.4,1.75,0.4,0.504754,0.34829
0.13,53.6,-21.5,1.43,0.29,0.406946,0.273843
0.06,53.9,-21.7,0.93,0.23,0.276465,0.203776
0.1,53.5,-21.8,1.17,0.28,0.356915,0.280608
0.1,53.1,-21.8,1.24,0.26,0.356915,0.245537
0.05,52.8,-21.9,0.86,0.21,0.252377,0.180918
0.19,52.4,-22.3,1.75,0.36,0.491974,0.323633
0.84,51.9,-23,3.71,0.95,1.034439,0.670101
0.13,52.7,-22.7,1.45,0.34,0.406946,0.26704
0.17,51.6,-23.7,1.56,0.37,0.465361,0.345135
0.13,49,-22.1,1.41,0.29,0.406946,0.281305
0.15,49.6,-22.2,1.47,0.33,0.43713,0.321863
0.28,49.6,-21.8,2.27,0.47,0.597234,0.352581
0.62,49.2,-21.1,3.21,0.77,0.888712,0.568798
0.42,49.2,-20.4,2.4,0.63,0.731459,0.57293
0.31,48.3,-19.8,2.44,0.36,0.628414,0.359462
0.11,44.4,-20.9,1.25,0.34,0.374336,0.280367
0.29,45.2,-19.8,2.22,0.57,0.607805,0.381982
0.38,45.5,-20.3,2.3,0.69,0.695756,0.533958
0.2,45.9,-20.7,1.79,0.37,0.504754,0.333836
0.28,46.2,-20.1,2.1,0.48,0.597234,0.401064
0.56,45.9,-19.4,2.93,0.62,0.844616,0.581759
0.43,47.8,-18.4,2.52,0.57,0.740115,0.529695
0.18,47.1,-18.5,1.74,0.38,0.478852,0.303675
0.17,46.8,-18.9,1.64,0.42,0.465361,0.311363
0.11,47.3,-18.8,1.31,0.29,0.374336,0.253922
0.17,46.8,-19.4,1.63,0.36,0.465361,0.314923
0.67,49.4,-17.8,3.51,0.64,0.923852,0.545456
0.73,49.5,-16.7,3.4,0.81,0.964332,0.644046
0.51,55,-16.5,3.12,0.53,0.806028,0.462981
0.54,55.7,-17,3.1,0.81,0.829396,0.502163
0.62,50.3,-6.8,3.53,0.71,0.888712,0.491985
0.45,49.8,-7.3,2.85,0.63,0.757132,0.453459
0.19,50.5,-7.5,1.6,0.47,0.491974,0.395821
0.31,49.5,-7.7,2.18,0.48,0.628414,0.432967
0.11,49,-8.2,1.32,0.27,0.374336,0.25036
0.57,49.8,-8.2,2.95,0.77,0.852124,0.589296
0.54,50.8,-8.4,2.96,0.81,0.829396,0.542006
0.6,48.9,-8.9,3,0.82,0.87426,0.615474
0.64,49.8,-9.1,3.38,0.67,0.902932,0.545352
0.37,51.2,-9,2.48,0.47,0.68654,0.439441
0.2,50.6,-9.2,1.64,0.43,0.504754,0.407319
0.35,49.8,-9.7,2.32,0.49,0.667727,0.458618
0.28,50.4,-9.5,2.02,0.54,0.597234,0.433806
0.17,51.2,-9.4,1.79,0.34,0.465361,0.270049
0.22,50.9,-9.8,1.77,0.45,0.529391,0.394988
0.33,52.8,-9.7,2.29,0.49,0.648369,0.431793
0.41,52,-9.7,2.46,0.56,0.722698,0.517556
0.31,52.2,-10.2,2.74,0.3,0.628414,0.307749
0.23,53.1,-10.1,1.91,0.39,0.541289,0.361205
0.13,53.6,-9.8,1.34,0.32,0.406946,0.315859
0.14,55.8,-13.7,1.44,0.35,0.422308,0.301581
0.38,55,-13.5,2.4,0.55,0.695756,0.484712
0.18,55.5,-13.6,1.69,0.33,0.478852,0.319515
0.45,54.2,-14,2.84,0.5,0.757132,0.455922
0.12,55,-14,1.29,0.31,0.390981,0.301867
0.12,55.5,-14.2,1.34,0.34,0.390981,0.276305
0.13,54.9,-14.4,1.47,0.31,0.406946,0.260781
0.17,54.7,-14.7,1.56,0.37,0.465361,0.345135
0.14,54,-14.3,1.45,0.31,0.422308,0.297259
0.24,39,-16.9,2,0.42,0.552931,0.353248
0.3,41.2,-14.8,2.29,0.42,0.618195,0.379742
0.92,46.4,-15,4.23,1.03,1.082578,0.613317
0.13,45.8,-15,1.34,0.38,0.406946,0.315859
0.22,46.4,-15.6,1.97,0.38,0.529391,0.322949
1.22,33.3,-14.8,4.1,1.02,1.246652,0.969848
0.42,39.2,-16.1,2.46,0.64,0.731459,0.53806
0.83,39.6,-15.4,3.66,1,1.028263,0.675032
0.34,39.4,-14.9,2.89,0.49,0.658119,0.319416
0.21,38.8,-15.3,1.73,0.42,0.517219,0.385549
0.15,38.4,-15.6,1.59,0.33,0.43713,0.276821
0.07,38.7,-15.8,1.01,0.26,0.298617,0.217327
0.81,37.9,-15.2,3.53,0.96,1.015799,0.697206
0.37,37.1,-15.4,2.46,0.59,0.68654,0.4456
0.58,36.1,-15.5,3.06,0.67,0.859566,0.5642
0.26,35.4,-16.1,2.01,0.4,0.575509,0.391429
0.25,35.1,-15.8,1.84,0.49,0.564333,0.450397
0.26,35.4,-15.3,2.11,0.44,0.575509,0.359484
0.64,36.2,-14.8,3.12,0.68,0.902932,0.626754
0.61,36.4,-13.8,3.28,0.64,0.881516,0.53747
0.18,37.4,-14.3,1.56,0.42,0.478852,0.383226
0.18,37,-14.1,1.65,0.36,0.478852,0.334528
0.22,35.5,-14.3,1.77,0.48,0.529391,0.394988
