Area_Axon,Area_Fiber,Centroid_X,Centroid_Y,Perimeter_Fiber,Perimeter_Axon,FiberDiameter_MinFeret,AxonDiameter_MinFeret,MyelinThickness_MinFeret,g_ratio_MinFeret,FiberDiameter_Circle,AxonDiameter_Circle,MyelinThickness_Circle,g_ratio_Circle,FiberDiameter_ShapeAdjustedEllipse,AxonDiameter_ShapeAdjustedEllipse,MyelinThickness_ShapeAdjustedEllipse,g_ratio_ShapeAdjustedEllipse
1.84,3.8,64.6,-15,10.37,6.43,1.86,1.03,0.415,0.553763,2.666136,1.530996,0.56757,0.574238,1.520072,0.785982,0.367045,0.517069
1.66,5.04,85.3,-17.5,7.56,5.43,1.74,1.12,0.31,0.643678,2.211723,1.454184,0.37877,0.657489,1.569264,0.881503,0.343881,0.56173
1.99,2.84,69.3,-17.2,8.7,6.83,1.58,1.06,0.26,0.670886,2.285373,1.592178,0.346597,0.696682,1.344896,0.795395,0.274751,0.591417
3.62,2.48,61.4,-17.9,13.54,8.08,3.9,1.88,1.01,0.482051,3.645082,2.147432,0.748825,0.589131,2.22754,1.286344,0.470598,0.577473
2.46,5.81,30.2,-18.6,16.53,12.84,2.05,0.9,0.575,0.439024,3.739955,1.770242,0.984856,0.473333,1.799261,0.492612,0.653324,0.273786
3.54,2.13,56.6,-18.5,11.62,8.56,2.67,1.81,0.43,0.677903,3.188355,2.123571,0.532392,0.66604,2.009443,1.151506,0.428968,0.573047
1.64,2.94,48.4,-18.8,10.09,7.82,1.42,0.75,0.335,0.528169,2.362121,1.445397,0.458362,0.611906,1.186348,0.549567,0.318391,0.463242
1.88,1.99,23.4,-20,9.76,8.54,1.45,1.08,0.185,0.744828,2.081156,1.547548,0.266804,0.7436,0.931824,0.575666,0.178079,0.617785
2.2,3.3,34.8,-20.1,8.4,6.43,1.72,1.08,0.32,0.627907,2.396919,1.674081,0.361419,0.69843,1.618522,0.972222,0.32315,0.600685
1.52,2.96,41.6,-20.8,9.91,7.71,1.87,1.27,0.3,0.679144,2.296494,1.391512,0.452491,0.605929,1.138539,0.515342,0.311598,0.452635
1.45,2.68,60.8,-20.3,6.87,5.1,1.5,0.99,0.255,0.66,1.928664,1.359093,0.284786,0.704681,1.26421,0.817591,0.22331,0.646721
1.49,2.78,78.8,-20.8,6.45,5.27,1.16,0.81,0.175,0.698276,1.766641,1.377712,0.194465,0.779848,1.11022,0.80503,0.152595,0.725109
1.69,33.29,43.6,-21.4,8.83,6.58,2.09,1.37,0.36,0.655502,2.359423,1.467265,0.446079,0.621874,1.425122,0.69344,0.365841,0.486583
0.71,3.26,31,-22.1,9.17,6.88,1.16,0.51,0.325,0.439655,2.129561,0.95103,0.589266,0.446585,1.058659,0.265412,0.396623,0.250706
1.48,2.43,81.5,-21.9,7.57,4.9,1.89,1.22,0.335,0.645503,2.147432,1.373081,0.387176,0.639406,1.434322,0.897173,0.268574,0.625503
1.62,2.69,21.2,-22,7.54,5.35,1.81,1.19,0.31,0.657459,2.168095,1.436556,0.365769,0.662589,1.485635,0.87444,0.305597,0.588597
2.7,4.38,92,-22.4,9.36,6.97,2.25,1.55,0.35,0.688889,2.64936,1.854586,0.397387,0.700013,1.762394,1.112946,0.324724,0.631496
2.34,2.33,95.9,-23,10.1,7.06,1.91,1.14,0.385,0.596859,2.718186,1.726526,0.49583,0.635176,1.660346,0.918221,0.371062,0.55303
2.12,4.83,68.6,-23.2,8.83,6.69,1.78,1.11,0.335,0.623596,2.444284,1.643361,0.400461,0.672328,1.563501,0.879275,0.342113,0.562376
2.31,3.7,46.4,-23.9,7.7,6.19,1.9,1.45,0.225,0.763158,2.211723,1.715423,0.24815,0.775605,1.512376,1.099443,0.206466,0.726964
2.56,3.38,53.9,-24.4,8.93,6.67,2.06,1.41,0.325,0.684466,2.553878,1.805864,0.374007,0.707107,1.731823,1.113698,0.309063,0.643078
1.23,1.91,37.2,-24.6,7.49,5.45,1.34,0.71,0.315,0.529851,2.012699,1.25175,0.380474,0.621926,1.226508,0.613734,0.306387,0.500391
0.83,3.11,28.3,-24.5,7.52,6.21,0.93,0.57,0.18,0.612903,1.612056,1.028263,0.291897,0.637858,0.726403,0.346824,0.189789,0.477454
5.09,1.5,85.8,-25.5,12.99,9.32,3.39,2.34,0.525,0.690265,3.783976,2.546385,0.618795,0.672939,2.660788,1.593626,0.533581,0.59893
2.28,1.72,95.3,-25.5,8.21,5.81,2.21,1.46,0.375,0.660633,2.465042,1.704247,0.380397,0.691366,1.855267,1.216025,0.319621,0.655444
4.49,3.85,22.8,-26,14.41,10.45,3.06,1.72,0.67,0.562092,3.867223,2.391599,0.737812,0.618428,2.351709,1.167183,0.592263,0.496313
0.78,9,79.1,-25.7,7.67,5.6,1.1,0.54,0.28,0.490909,1.823415,0.99681,0.413302,0.546672,0.934178,0.363653,0.285263,0.389276
2.19,6.45,19.9,-26.8,9.61,7.52,1.92,1.31,0.305,0.682292,2.51619,1.670272,0.422959,0.66381,1.473493,0.785552,0.343971,0.533122
1.18,2.33,37.7,-26.1,7.86,5.35,1.51,0.7,0.405,0.463576,2.188563,1.226044,0.481259,0.560205,1.41408,0.599454,0.407313,0.423918
2.08,5.98,64.2,-26.4,10.65,7.99,1.69,0.96,0.365,0.568047,2.639726,1.627784,0.505971,0.616649,1.429624,0.690934,0.369345,0.483298
1.14,4.59,33.6,-26.6,9.61,7.58,1.16,0.48,0.34,0.413793,2.240337,1.205085,0.517626,0.537903,1.11918,0.389138,0.365021,0.347699
2.66,4.32,78.6,-27.6,8.06,6.36,2.2,1.6,0.3,0.727273,2.394261,1.840797,0.276732,0.768838,1.756632,1.277731,0.23945,0.727376
1.44,2.2,42.4,-27.2,8.88,6.72,1.39,0.76,0.315,0.546763,2.240337,1.354398,0.442969,0.604551,1.243459,0.56783,0.337815,0.456653
1.34,11.06,63.3,-27.8,6.77,5.57,1.36,1.01,0.175,0.742647,1.784577,1.306525,0.239026,0.73212,1.05574,0.657927,0.198907,0.62319
4.04,4.07,102.8,-28.6,13.9,11.07,3.19,2.28,0.455,0.714734,3.484269,2.268589,0.60784,0.651095,1.916465,0.969471,0.473497,0.505864
1.33,5.69,60.6,-27.9,8.79,6.85,1.17,0.59,0.29,0.504274,2.093362,1.30164,0.395861,0.621794,1.074916,0.510433,0.282241,0.474859
5.68,2.81,16.8,-29.6,14.26,10.67,3.07,1.9,0.585,0.618893,4.007954,2.68992,0.659017,0.671145,2.632418,1.491396,0.570511,0.56655
1.42,3.47,35.3,-28.5,7.22,5.44,1.83,1.21,0.31,0.661202,2.012699,1.34496,0.333869,0.668237,1.303086,0.725991,0.288547,0.557132
1.74,2.11,72.8,-28.5,10.98,8.32,1.66,0.93,0.365,0.560241,2.571277,1.488812,0.541233,0.579017,1.291898,0.546207,0.372845,0.422795
1.35,3.45,33.3,-29,6.08,4.82,1.61,1.2,0.205,0.745342,1.748521,1.311391,0.218565,0.75,1.19849,0.815225,0.191633,0.68021
1.18,3.1,37.8,-28.9,7.03,5.2,1.33,0.75,0.29,0.56391,1.902061,1.226044,0.338008,0.644587,1.171757,0.621525,0.275116,0.530421
2.54,3.15,40.8,-29.4,9.45,6.44,2.34,1.45,0.445,0.619658,2.780734,1.798796,0.490969,0.646878,1.997542,1.168615,0.414463,0.585027
1.04,13.18,55.7,-29,6.31,4.57,1.23,0.74,0.245,0.601626,1.791701,1.151017,0.320342,0.642416,1.198847,0.637456,0.280696,0.531724
1.13,3.85,61.6,-29.4,9.36,6.88,1.36,0.67,0.345,0.492647,2.200174,1.199788,0.500193,0.545315,1.110814,0.427968,0.341423,0.385275
6.57,2.54,90.8,-31.7,19.21,15.8,3.53,2.38,0.575,0.674221,4.460727,2.892996,0.783866,0.648548,2.217139,1.088447,0.564346,0.490924
1.71,6.23,104.8,-30.2,7.04,5.49,1.81,1.32,0.245,0.729282,1.990423,1.475921,0.257251,0.741511,1.321368,0.900096,0.210636,0.681185
14.17,3.7,97.5,-31.5,21.97,15,6.15,4.38,0.885,0.712195,6.237344,4.248642,0.994351,0.681162,4.171972,2.829686,0.671143,0.678261
3.41,1.86,21.3,-30.3,11.02,8.66,2.26,1.49,0.385,0.659292,2.990431,2.084214,0.453108,0.696961,1.850912,1.085077,0.382917,0.586239
0.96,5.18,35.9,-30.4,6.1,4.33,1.42,0.93,0.245,0.65493,1.666454,1.105862,0.280296,0.663602,1.04282,0.624634,0.209093,0.598985
2.34,2.22,76.1,-31.2,7.48,6.24,1.89,1.55,0.17,0.820106,2.105498,1.726526,0.189486,0.820008,1.386653,1.103564,0.141545,0.795847
1.65,1.77,64.8,-30.9,9.73,7.91,1.35,0.81,0.27,0.6,2.293719,1.449797,0.421961,0.632073,1.162321,0.546133,0.308094,0.469864
2.84,3.8,39.1,-31.3,11.23,8.2,2.4,1.53,0.435,0.6375,2.986168,1.902061,0.542054,0.636957,1.790135,0.944171,0.422982,0.52743
0.89,4.4,68.3,-31.2,7.25,5.29,1.16,0.6,0.28,0.517241,1.819918,1.064781,0.377569,0.585071,1.003068,0.445779,0.278645,0.444415
1.14,3.94,71.7,-31.1,9.44,7.64,1.12,0.6,0.26,0.535714,2.084214,1.205085,0.439565,0.578196,0.973064,0.385888,0.293588,0.39657
0.87,2.06,62,-31.3,8.16,5.19,1.18,0.58,0.3,0.491525,1.948378,1.052749,0.447815,0.540321,1.003876,0.444683,0.279596,0.442966
1.82,3.59,42,-31.8,7.84,5.1,2.16,1.33,0.415,0.615741,2.383596,1.522653,0.430472,0.638805,1.853652,1.130477,0.361587,0.609865
1.73,2.61,56.3,-32.2,7.36,6.01,1.47,0.92,0.275,0.62585,2.015861,1.484527,0.265667,0.736424,1.266783,0.800305,0.233239,0.631762
2.18,2.46,33.6,-32.3,8.82,6.24,1.97,1.2,0.385,0.609137,2.533847,1.666454,0.433696,0.657677,1.733176,1.005765,0.363705,0.580302
1.46,7.13,77.6,-32.5,7.58,6.36,1.42,1.04,0.19,0.732394,1.902061,1.363771,0.269145,0.716997,1.0478,0.614761,0.21652,0.586716
1.35,4.45,58.9,-32.6,6.29,4.96,1.38,0.98,0.2,0.710145,1.777424,1.311391,0.233017,0.737804,1.178841,0.779413,0.199714,0.661168
1,2.62,66.5,-32.9,7.87,5.71,1.18,0.53,0.325,0.449153,1.9808,1.128665,0.426067,0.569803,1.095768,0.462802,0.316483,0.422354
1.65,3.7,70.1,-32.9,11.57,7.92,1.78,0.9,0.44,0.505618,2.720528,1.449797,0.635366,0.53291,1.37406,0.545371,0.414344,0.396905
1.6,2.89,74.9,-33.7,7.24,5.81,1.28,0.87,0.205,0.679688,1.935258,1.427661,0.253798,0.737711,1.169602,0.764234,0.202684,0.653413
4.49,4.56,82.7,-34.2,13.3,10.35,2.71,1.77,0.47,0.653137,3.522448,2.391599,0.565425,0.678959,2.098664,1.181393,0.458636,0.562926
0.73,6.18,22.4,-33.6,6.04,4.06,1.14,0.61,0.265,0.535088,1.647233,0.964332,0.34145,0.585425,1.027905,0.493602,0.267151,0.480202
1.45,10.56,58.5,-34.4,7.66,5.7,1.43,0.83,0.3,0.58042,2.050322,1.359093,0.345615,0.662868,1.241772,0.699039,0.271367,0.562936
3.66,4.18,103.6,-34.7,11.7,8.52,2.3,1.46,0.42,0.634783,3.186356,2.159264,0.513546,0.677659,1.983645,1.206124,0.388761,0.608034
1.72,3.22,16.4,-35.3,8.91,6.91,1.36,0.84,0.26,0.617647,2.228935,1.480231,0.374352,0.664098,1.222609,0.666448,0.278081,0.545103
1.09,3.63,62.6,-34.9,7.95,5.3,1.48,0.77,0.355,0.52027,2.087268,1.178361,0.454453,0.564547,1.227368,0.554942,0.336213,0.45214
1.03,4.99,29.8,-34.8,7.42,5.57,1.2,0.69,0.255,0.575,1.854586,1.14547,0.354558,0.617642,1.016082,0.491596,0.262243,0.483815
1.9,5.62,34.9,-35.1,8.96,6.47,1.9,1.07,0.415,0.563158,2.495856,1.555758,0.470049,0.623336,1.613731,0.809053,0.402339,0.501356
1.89,3.77,65.9,-35.1,10.62,8.82,1.67,1.13,0.27,0.676647,2.324064,1.551658,0.386203,0.667649,1.073431,0.558758,0.257336,0.520535
0.92,4.03,74.5,-35.1,7.08,4.9,1.29,0.7,0.295,0.542636,1.847705,1.082578,0.382564,0.585904,1.076818,0.505946,0.285436,0.469852
0.81,4.26,32.4,-35.7,8.05,5.72,1.43,0.68,0.375,0.475524,1.918731,1.015799,0.451466,0.529412,0.986332,0.369631,0.308351,0.374753
2.54,3.57,107,-36.4,10.12,7.79,2.14,1.48,0.33,0.691589,2.706444,1.798796,0.453824,0.664635,1.636894,0.887819,0.374538,0.54238
1.97,3.9,35.6,-37,8.17,6.51,1.63,1.15,0.24,0.705521,2.153356,1.584157,0.284599,0.735669,1.273633,0.836951,0.218341,0.657137
1.11,2.11,64.1,-37.2,5.3,4.24,1.52,1.16,0.18,0.763158,1.563925,1.189123,0.187401,0.760345,1.1304,0.778154,0.176123,0.688388
12.46,2.79,22,-38.8,32.48,27.19,5.72,4.26,0.73,0.744755,6.512115,3.984045,1.264035,0.61179,2.713391,1.181252,0.76607,0.435342
0.88,3.53,40.2,-37.4,7.11,5.26,1.11,0.55,0.28,0.495495,1.830388,1.058782,0.385803,0.578447,1.045614,0.443288,0.301163,0.42395
1.63,4.01,74.2,-37.6,8.93,6.49,1.53,0.72,0.405,0.470588,2.362121,1.440983,0.460569,0.610038,1.404713,0.677446,0.363633,0.482267
1.12,4.77,59.7,-37.6,6.05,4.53,1.24,0.77,0.235,0.620968,1.722833,1.194467,0.264183,0.693316,1.158957,0.707041,0.225958,0.610067
1.45,5.86,105.4,-38,7.49,5.72,1.75,1.22,0.265,0.697143,1.974358,1.359093,0.307632,0.688372,1.167982,0.695858,0.236062,0.595778
1.52,30.54,13.8,-38.7,8.36,5.67,1.53,0.76,0.385,0.496732,2.3486,1.391512,0.478544,0.592486,1.541343,0.743627,0.398858,0.482454
3.07,5.75,82.6,-38.6,13.27,9.52,2.43,1.28,0.575,0.526749,3.423411,1.977581,0.722915,0.577664,1.961482,0.858583,0.551449,0.437722
1.29,3.08,29.2,-38.5,8.09,5.7,1.49,0.78,0.355,0.52349,2.191472,1.281917,0.454777,0.584957,1.352604,0.612262,0.370171,0.452654
1.92,3.33,62.3,-38.9,8.66,6.08,1.79,0.98,0.405,0.547486,2.480497,1.563925,0.458286,0.630488,1.687028,0.892354,0.397337,0.52895
1.24,4.62,69.1,-39.6,8.11,6.35,1.23,0.69,0.27,0.560976,1.990423,1.256828,0.366797,0.631438,1.063661,0.516106,0.273778,0.485216
2.18,3.93,86.9,-39.8,10.29,7.21,1.76,0.84,0.46,0.477273,2.755423,1.666454,0.544484,0.604791,1.669837,0.823504,0.423166,0.493164
3.62,4.83,107.8,-40.3,14.13,9.21,2.94,1.43,0.755,0.486395,3.964813,2.147432,0.908691,0.541623,2.596399,1.072995,0.761702,0.413263
1.79,6.14,104.1,-40.4,10.62,8.99,2.14,1.65,0.245,0.771028,2.243178,1.510051,0.366563,0.673175,0.993147,0.517166,0.23799,0.520734
1.63,2.29,13.7,-40.8,8.82,6.38,1.53,0.78,0.375,0.509804,2.367508,1.440983,0.463262,0.60865,1.440219,0.691847,0.374186,0.480376
1.1,2.19,33.1,-40.2,8.38,6.01,1.24,0.6,0.32,0.483871,2.084214,1.183754,0.45023,0.567962,1.134119,0.483421,0.325349,0.426252
1.19,2.92,11.9,-41.3,7.73,5.26,1.27,0.64,0.315,0.503937,2.0441,1.231228,0.406436,0.602333,1.215068,0.618364,0.298352,0.508913
1.29,5.11,37.1,-40.9,8.72,6.11,1.63,0.68,0.475,0.417178,2.351311,1.281917,0.534697,0.545193,1.440652,0.563152,0.43875,0.390901
0.94,9.47,52.4,-40.9,7.75,6.7,1.34,1.02,0.16,0.761194,1.612056,1.094282,0.258887,0.678811,0.701013,0.363689,0.168662,0.518805
0.92,2,86,-41.2,8.04,6.62,0.92,0.5,0.21,0.543478,1.770242,1.082578,0.343832,0.611542,0.823746,0.360287,0.23173,0.437376
1.54,3.03,19,-41.4,8.97,6.58,1.35,0.68,0.335,0.503704,2.279792,1.400637,0.439578,0.61437,1.27858,0.625889,0.326345,0.489519
3.44,7.32,83.4,-42.3,13.55,9.22,2.72,1.36,0.68,0.5,3.6712,2.093362,0.788919,0.570212,2.266499,1.011541,0.627479,0.446301
0.96,2.22,73.3,-42,6.37,5.32,0.92,0.6,0.16,0.652174,1.493084,1.105862,0.193611,0.740656,0.751133,0.480584,0.135275,0.639811
4.08,6.27,103.8,-42.8,11.9,8.6,2.6,1.61,0.495,0.619231,3.385996,2.279792,0.553102,0.6733,2.274218,1.360272,0.456973,0.598127
2.1,5.68,61,-42.9,10.37,6.99,2.14,1.14,0.5,0.53271,2.866454,1.635591,0.615431,0.570597,1.829054,0.820994,0.50403,0.448863
2.23,6.1,47.1,-43.4,11.24,8.42,1.95,1.21,0.37,0.620513,2.760042,1.685457,0.537293,0.610663,1.475911,0.701051,0.38743,0.474995
1.42,3.17,18.8,-43.5,10.45,8.36,1.36,0.75,0.305,0.551471,2.345887,1.34496,0.500463,0.573327,1.117744,0.43982,0.338962,0.393489
0.89,6.15,54.8,-44.1,6.89,5.32,1,0.57,0.215,0.57,1.674081,1.064781,0.30465,0.636039,0.882656,0.442894,0.219881,0.501774
0.91,3.87,78.4,-44.8,8.98,6.92,1.16,0.58,0.29,0.5,1.9808,1.076678,0.452061,0.543557,0.923738,0.339811,0.291964,0.367865
2.87,10.77,18.9,-45.8,9.39,7.17,2.19,1.43,0.38,0.652968,2.692287,1.91208,0.390103,0.710207,1.834568,1.151418,0.341575,0.627624
1.2,8.11,67.6,-45.6,8.54,5.46,1.62,0.76,0.43,0.469136,2.337727,1.236391,0.550668,0.528886,1.467643,0.595562,0.436041,0.405795
0.92,3.99,42.8,-45.7,6.28,4.51,1.12,0.67,0.225,0.598214,1.654948,1.082578,0.286185,0.654146,0.978654,0.561778,0.208438,0.574031
0.97,1.94,45.8,-45.9,7.75,5.72,1.15,0.61,0.27,0.530435,1.891988,1.111606,0.390191,0.587534,1.003865,0.447106,0.278379,0.445385
1.04,9.39,78.9,-46.5,7.88,5.68,1.32,0.64,0.34,0.484848,2.062711,1.151017,0.455847,0.558012,1.207516,0.485621,0.360947,0.402165
1.18,3.35,96.9,-47,8.03,5.88,1.37,0.69,0.34,0.50365,2.081156,1.226044,0.427556,0.589117,1.200519,0.534714,0.332903,0.445402
0.77,3.56,60.8,-47,6,3.96,1.12,0.63,0.245,0.5625,1.639481,0.9904,0.324541,0.604093,1.0263,0.543217,0.241542,0.529296
1.05,4.07,20.9,-47.1,5.97,5.07,1.11,0.81,0.15,0.72973,1.518464,1.156538,0.180963,0.76165,0.852581,0.562233,0.145174,0.659448
2.14,1.66,49.6,-47.2,10.6,8.36,1.68,0.94,0.37,0.559524,2.67091,1.651095,0.509907,0.618177,1.479799,0.676287,0.401756,0.457013
0.94,5.32,77.9,-47.6,8.12,6.21,1.1,0.5,0.3,0.454545,1.951645,1.094282,0.428682,0.560697,1.014285,0.394806,0.309739,0.389246
1.86,4.94,16.8,-47.8,6.89,5.04,1.99,1.46,0.265,0.733668,2.096403,1.539294,0.278554,0.734255,1.633867,1.212651,0.210608,0.742197
0.88,3.23,75.1,-47.5,6.44,4.82,1.04,0.57,0.235,0.548077,1.662628,1.058782,0.301923,0.636812,0.953731,0.491377,0.231177,0.515216
1.77,6.04,41.2,-48.3,8.99,7.44,1.49,1.02,0.235,0.684564,2.068878,1.501592,0.283643,0.7258,1.016746,0.630525,0.193111,0.62014
0.91,4.45,65.4,-47.8,8.45,6.05,1.1,0.46,0.32,0.418182,2.003182,1.076678,0.463252,0.537484,1.022503,0.392681,0.314911,0.384038
1.1,3.22,82.2,-48.2,6.55,4.95,1.17,0.76,0.205,0.649573,1.711706,1.183754,0.263976,0.691564,0.999585,0.611243,0.194171,0.611497
1.61,8.62,96.1,-48.9,9.4,6.25,2.11,1.13,0.49,0.535545,2.480497,1.432116,0.524191,0.57735,1.469746,0.700057,0.384845,0.476312
1.18,4.87,18.8,-48.9,6.7,4.64,1.79,1.12,0.335,0.625698,1.925359,1.226044,0.349657,0.636787,1.317737,0.728039,0.294849,0.552492
0.75,5.58,85.9,-48.6,6.69,4.88,1.08,0.53,0.275,0.490741,1.707981,0.977453,0.365264,0.572286,0.96409,0.406943,0.278573,0.4221
1.03,10.43,60.4,-48.8,8.1,5.53,1.49,0.68,0.405,0.456376,2.159264,1.14547,0.506897,0.530491,1.299473,0.495742,0.401866,0.381494
1.78,3.02,50.5,-49.3,8.34,6.49,1.43,0.88,0.275,0.615385,2.214601,1.505827,0.354387,0.679954,1.324799,0.747786,0.288506,0.564453
5.57,4.54,28.2,-49.7,15.14,10.87,3.06,1.86,0.6,0.607843,4.097537,2.663746,0.716896,0.650085,2.525296,1.420506,0.552395,0.562511
4.2,12.23,14.3,-50.7,12.12,9.19,2.78,1.82,0.48,0.654676,3.408494,2.313076,0.547709,0.678621,2.241071,1.279588,0.480741,0.570972
2.72,3.53,54.1,-50,8.82,6.53,2.08,1.37,0.355,0.658654,2.620352,1.861442,0.379455,0.710379,1.923054,1.254605,0.334225,0.652402
0.79,3.69,80.9,-50,7.58,5.05,1.11,0.45,0.33,0.405405,1.928664,1.00318,0.462742,0.520142,1.083397,0.413714,0.334842,0.381867
0.9,3.09,59.8,-50.8,6.87,5.72,1.66,1.25,0.205,0.753012,1.539294,1.070746,0.234274,0.695608,0.73177,0.412949,0.15941,0.564316
2.02,5.15,75.2,-50.9,9.85,7.36,1.72,1,0.36,0.581395,2.551383,1.604135,0.473624,0.628732,1.470496,0.737345,0.366576,0.501426
2.64,3.18,39.3,-51.4,9.75,7.47,2.22,1.53,0.345,0.689189,2.627634,1.833864,0.396885,0.697915,1.608566,0.980384,0.314091,0.609477
1.45,11.74,69.5,-51.2,10.11,7.62,1.55,0.94,0.305,0.606452,2.388934,1.359093,0.514921,0.568912,1.21426,0.496842,0.358709,0.409173
1.08,4.97,45.3,-51.5,7.7,5.65,1.39,0.81,0.29,0.582734,1.918731,1.172943,0.372894,0.611312,1.046818,0.508952,0.268933,0.48619
1.62,5.12,24,-51.7,6.73,5.34,1.49,1.05,0.22,0.704698,1.905406,1.436556,0.234425,0.753937,1.268124,0.877021,0.195551,0.69159
0.96,5.19,53.9,-51.7,5.63,4.52,1.01,0.7,0.155,0.693069,1.501592,1.105862,0.197865,0.73646,0.90446,0.58858,0.15794,0.650753
1.48,2.84,71.4,-52.5,8.79,6.64,1.82,1.2,0.31,0.659341,2.194376,1.373081,0.410648,0.625727,1.20022,0.593038,0.303591,0.494108
1.46,2.98,58.7,-52.3,9.78,7.57,1.39,0.64,0.375,0.460432,2.425974,1.363771,0.531101,0.562154,1.315272,0.504066,0.405603,0.383241
1.55,4.47,41.9,-52.7,8.46,5.69,1.87,1.03,0.42,0.550802,2.367508,1.405177,0.481166,0.593526,1.543154,0.757316,0.392919,0.490758
1.13,3.28,28.6,-53,5.24,4.08,1.26,0.94,0.16,0.746032,1.547548,1.199788,0.17388,0.775283,1.12069,0.860768,0.129961,0.768069
1.49,4.89,77.4,-53.6,10.44,8.15,1.99,1.36,0.315,0.683417,2.335001,1.377712,0.478645,0.590026,1.10751,0.475109,0.316201,0.428989
0.91,4.71,24.7,-53.1,5.97,4.59,1.07,0.69,0.19,0.64486,1.619939,1.076678,0.271631,0.664641,1.002632,0.54225,0.230191,0.540827
0.66,2.89,61.4,-53.6,4.29,3.6,0.94,0.72,0.11,0.765957,1.172943,0.916932,0.128006,0.781736,0.735064,0.515982,0.109541,0.701955
1.24,5.82,39.8,-53.9,7.55,4.87,1.72,0.89,0.415,0.517442,2.138515,1.256828,0.440843,0.587711,1.424401,0.720624,0.351889,0.505914
1.48,10.4,27.5,-54.1,9.21,6.59,1.66,0.99,0.335,0.596386,2.285373,1.373081,0.456146,0.600812,1.239639,0.598301,0.320669,0.482641
0.86,3.7,53.2,-53.9,6.38,4.21,1.34,0.69,0.325,0.514925,1.823415,1.046681,0.388367,0.574023,1.235004,0.569378,0.332813,0.461034
0.81,3.41,47.5,-54,4.95,3.99,0.91,0.64,0.135,0.703297,1.349687,1.015799,0.166944,0.752618,0.841992,0.571202,0.135395,0.678394
1.19,4.49,43.7,-54.3,7.49,5.98,1.44,1.07,0.185,0.743056,1.770242,1.231228,0.269507,0.695514,0.900094,0.529103,0.185495,0.587832
0.84,4.78,33,-54.1,7.64,5.46,0.99,0.47,0.26,0.474747,1.819918,1.034439,0.39274,0.568399,0.934818,0.404348,0.265235,0.432542
3.91,9.12,15,-55.3,10.2,7.67,3.04,2.25,0.395,0.740132,3.013769,2.231791,0.390989,0.740532,2.184524,1.565824,0.30935,0.71678
1.47,5.4,57.5,-55,7,5.73,1.24,0.81,0.215,0.653226,1.895351,1.368434,0.263459,0.721995,1.169015,0.705313,0.231851,0.60334
1.12,7.19,32.8,-55.3,7.19,5.82,1.11,0.75,0.18,0.675676,1.681673,1.194467,0.243603,0.710285,0.84366,0.511411,0.166124,0.606182
1.4,2.75,41.9,-55.9,8.87,6.77,1.49,0.87,0.31,0.583893,2.171031,1.335455,0.417788,0.615125,1.155914,0.546281,0.304816,0.472597
1.17,12.61,65.5,-56.1,8.31,5.36,1.54,0.68,0.43,0.441558,2.223213,1.220838,0.501187,0.549132,1.345436,0.592354,0.376541,0.440269
1.11,7.02,45.9,-56.1,11.63,8.69,1.78,1.13,0.325,0.634831,2.41017,1.189123,0.610523,0.493377,1.043472,0.32836,0.357556,0.31468
