Area_Axon,Centroid_X,Centroid_Y,Perimeter_Axon,AxonDiameter_MinFeret,AxonDiameter_Circle,AxonDiameter_ShapeAdjustedEllipse
0.34,28.9,-23.8,2.49,0.41,0.658119,0.391161
0.27,29.9,-23.9,2.97,0.3,0.586472,0.240362
0.41,30.1,-24.3,2.91,0.46,0.722698,0.392686
0.35,32.1,-24.6,2.82,0.32,0.667727,0.34054
0.22,29.3,-24.2,2.4,0.37,0.529391,0.247151
0.18,28.4,-24.4,1.89,0.37,0.478852,0.26773
0.22,31.1,-24.4,2.02,0.33,0.529391,0.310783
0.23,31.5,-24.9,2.2,0.31,0.541289,0.290539
0.71,31.9,-25.4,3.77,0.58,0.95103,0.527929
0.73,32,-26,3.54,0.67,0.964332,0.600774
0.38,30.8,-27,2.74,0.43,0.695756,0.389936
1.07,34.7,-24.4,4.01,0.87,1.1675,0.820212
0.3,33.6,-25.5,2.41,0.38,0.618195,0.351578
0.19,33.3,-25.8,2.12,0.33,0.491974,0.244668
0.1,33.7,-26,1.22,0.3,0.356915,0.253711
0.54,23.1,-35.9,3.47,0.5,0.829396,0.428084
0.74,22.3,-35.8,3.43,0.81,0.970915,0.646091
0.33,21.4,-36.1,2.29,0.55,0.648369,0.431793
0.42,20,-34.5,2.52,0.65,0.731459,0.510846
0.88,19.1,-35.2,3.78,0.75,1.058782,0.691361
1,18.8,-34.3,4.1,1.16,1.128665,0.715367
0.18,18.4,-33.4,1.71,0.36,0.478852,0.31285
0.22,18.2,-35.8,1.83,0.39,0.529391,0.367394
0.74,13.8,-37.6,3.22,0.85,0.970915,0.738742
0.58,13.9,-36.4,3.09,0.72,0.859566,0.554651
0.18,15,-36.9,1.75,0.34,0.478852,0.300806
0.26,14.4,-37,2.03,0.49,0.575509,0.384258
0.15,15.2,-36.5,1.76,0.29,0.43713,0.237805
0.77,15.1,-35.4,3.47,0.72,0.9904,0.669232
0.17,17.5,-36,1.69,0.36,0.465361,0.295426
0.28,16.7,-35.9,2.09,0.45,0.597234,0.404663
0.21,16.7,-35.5,1.86,0.36,0.517219,0.333766
1.28,17.1,-34.2,4.32,1.3,1.276939,0.926534
0.62,13.7,-35.4,3.09,0.78,0.888712,0.609398
0.8,12.9,-36.1,3.78,0.86,1.009509,0.609414
1.14,11.9,-36.9,4.25,0.88,1.205085,0.804346
1.04,14.3,-33.9,4,0.95,1.151017,0.789931
0.59,13.7,-33.4,2.92,0.78,0.866944,0.635466
0.41,13,-33.5,2.67,0.56,0.722698,0.445729
0.56,17.2,-32.9,3.17,0.56,0.844616,0.50809
0.38,15.7,-33.2,2.58,0.48,0.695756,0.426606
0.94,18.5,-31.8,3.75,0.79,1.094282,0.772399
0.49,14,-32.5,2.76,0.56,0.790066,0.536916
1,11.5,-32.1,3.67,1.07,1.128665,0.908068
0.24,12.2,-33,1.88,0.43,0.552931,0.397073
0.33,12.3,-32.4,2.4,0.44,0.648369,0.398716
0.17,13,-32.7,1.69,0.34,0.465361,0.295426
0.08,13.2,-32.9,1.03,0.28,0.319235,0.263977
0.09,12.8,-32.4,1.4,0.23,0.3386,0.177931
0.36,14.5,-31.3,2.43,0.51,0.677199,0.438455
0.71,12.8,-31.3,3.73,0.66,0.95103,0.535947
0.96,13.8,-30.9,4.13,0.8,1.105862,0.670262
0.62,11.9,-30.7,3.07,0.72,0.888712,0.617235
0.97,11,-30.7,4.02,0.88,1.111606,0.709887
0.5,14.3,-29.7,2.64,0.69,0.798087,0.611383
0.86,12.8,-30,3.47,0.91,1.046681,0.797119
0.51,17.4,-29.4,2.67,0.68,0.806028,0.615218
1.18,21.9,-27.6,4.75,0.75,1.226044,0.703135
0.88,22.2,-28.2,4.28,0.6,1.058782,0.572033
0.48,21.8,-29.1,3.04,0.46,0.781962,0.446354
0.74,20.7,-29,3.6,0.67,0.970915,0.595227
0.24,20.1,-30,2.14,0.34,0.552931,0.317845
0.18,20.7,-29.6,2.08,0.27,0.478852,0.235767
0.17,19,-30.9,1.73,0.28,0.465361,0.284426
0.39,15.5,-24.6,2.39,0.56,0.704851,0.509038
1.14,15,-25.4,4.66,0.75,1.205085,0.693021
0.91,15.5,-23.3,3.84,0.87,1.076678,0.704298
0.39,16.5,-21.6,2.41,0.61,0.704851,0.50002
0.59,17,-20.8,2.93,0.74,0.866944,0.630568
0.37,16.3,-20.9,2.44,0.48,0.68654,0.452058
0.52,17.7,-20.4,2.84,0.58,0.813892,0.554296
0.62,15.8,-20.2,3.04,0.63,0.888712,0.629747
0.39,14.8,-19.6,2.68,0.45,0.704851,0.415785
0.37,16,-21.9,2.61,0.48,0.68654,0.405086
0.18,15.7,-20.7,1.85,0.33,0.478852,0.276073
0.74,14.7,-20.7,3.15,0.84,0.970915,0.786821
1.07,14.4,-21.5,4.21,0.89,1.1675,0.749223
0.52,15.2,-21.7,3.09,0.56,0.813892,0.481107
0.32,14.3,-20,2.34,0.54,0.63847,0.398977
0.37,17.3,-19.6,2.29,0.59,0.68654,0.515025
0.37,16.8,-20.1,2.31,0.65,0.68654,0.504509
0.92,21.1,-20.7,4.11,0.78,1.082578,0.63982
0.89,24.3,-19.8,3.99,0.79,1.064781,0.642
0.35,21.9,-20.6,2.24,0.5,0.667727,0.494117
1.36,22.5,-16.3,5.04,0.85,1.316239,0.767956
0.7,23.8,-17.7,3.32,0.74,0.944309,0.633985
1.67,22.6,-14.9,5.13,1.11,1.458557,0.978353
0.83,21.5,-15.8,4.03,0.62,1.028263,0.580038
0.73,20.4,-15.3,3.27,0.76,0.964332,0.696205
1.02,19.4,-15.5,4.83,0.78,1.139896,0.578587
0.53,22.2,-13.8,2.75,0.65,0.821681,0.611328
0.73,24.5,-14.8,3.42,0.74,0.964332,0.637213
1.38,24.7,-13.5,4.94,0.88,1.325882,0.806535
0.73,26.1,-13.2,3.16,0.85,0.964332,0.758013
0.89,22.2,-12.7,3.76,0.93,1.064781,0.709071
0.65,24,-12.3,3.64,0.61,0.909959,0.498817
0.62,23.1,-11.5,3.31,0.6,0.888712,0.541025
0.65,28.9,-12.1,3.21,0.63,0.909959,0.607162
0.34,28.3,-11.4,2.16,0.61,0.658119,0.515099
0.73,27.1,-11.8,3.42,0.66,0.964332,0.637213
0.7,25.2,-12.2,3.31,0.68,0.944309,0.637567
0.37,24.5,-11.9,2.62,0.44,0.68654,0.40277
0.4,25.5,-11.6,2.88,0.48,0.713831,0.386821
0.53,24.7,-11.3,3.01,0.57,0.821681,0.513725
0.66,27.1,-11.1,3.32,0.6,0.916932,0.584433
0.63,25.9,-10.9,3.1,0.7,0.89585,0.62006
0.48,24.7,-10.7,2.7,0.57,0.781962,0.543645
0.31,23.2,-10.1,2.32,0.43,0.628414,0.388098
0.43,22.4,-10.3,2.71,0.48,0.740115,0.463114
0.44,22.7,-10.8,3.05,0.45,0.748672,0.40037
0.31,23.4,-10.6,2.26,0.49,0.628414,0.40534
0.26,24.2,-10.1,1.93,0.53,0.575509,0.42628
0.6,13.9,-7.2,3.04,0.71,0.87426,0.5994
0.26,13.2,-7.1,1.84,0.55,0.575509,0.492681
0.22,12.6,-7.2,1.82,0.49,0.529391,0.371469
0.33,11.9,-7.6,2.16,0.57,0.648369,0.4879
0.79,10.5,-8.2,3.27,0.87,1.00318,0.800982
0.53,11.7,-8.7,2.74,0.73,0.821681,0.616743
0.16,11,-9,1.48,0.38,0.451466,0.354715
0.69,10,-8.9,3.15,0.79,0.93754,0.691102
0.22,6,-8.6,1.96,0.35,0.529391,0.32556
0.43,5.2,-9.8,2.45,0.63,0.740115,0.565937
0.38,4.5,-10.5,2.75,0.45,0.695756,0.387936
0.16,5.5,-10.2,1.6,0.32,0.451466,0.299018
0.25,13,-7.8,1.81,0.56,0.564333,0.47677
0.56,15.2,-7.8,3.67,0.6,0.844616,0.415269
0.45,15.1,-8.2,2.72,0.53,0.757132,0.489156
0.26,15.8,-8.6,1.9,0.57,0.575509,0.443296
0.39,18.4,-12.8,2.44,0.53,0.704851,0.487588
1.14,17.9,-14.3,4.59,0.83,1.205085,0.70871
0.76,14.7,-13.3,3.45,0.81,0.983948,0.663931
0.13,14,-13,1.48,0.34,0.406946,0.257828
0.26,13.2,-13.3,1.89,0.53,0.575509,0.44974
0.39,12.6,-13.1,2.28,0.62,0.704851,0.576996
0.15,11.9,-13.3,1.44,0.36,0.43713,0.338843
0.72,11.1,-13.8,3.3,0.86,0.957704,0.668498
0.63,11.7,-14.6,3.08,0.66,0.89585,0.628182
0.26,12.1,-13.9,1.94,0.48,0.575509,0.421216
0.69,13.2,-14.2,3.25,0.77,0.93754,0.646638
0.52,14.1,-13.9,2.76,0.67,0.813892,0.587592
0.89,15.2,-14.4,3.72,0.78,1.064781,0.723351
0.7,16.4,-14.9,3.19,0.9,0.944309,0.687515
0.77,14.9,-15.3,3.25,0.86,0.9904,0.775367
0.48,14.2,-14.6,2.66,0.67,0.781962,0.560743
0.32,13.8,-15.3,2.09,0.58,0.63847,0.503519
0.23,14,-15.7,1.77,0.43,0.541289,0.428284
0.21,14.5,-15.9,1.81,0.4,0.517219,0.350534
0.4,14.3,-16.3,2.48,0.57,0.713831,0.490318
0.31,13.6,-16.3,2.04,0.61,0.628414,0.508416
0.15,13,-15.1,1.53,0.34,0.43713,0.296275
0.17,12.6,-14.5,1.63,0.37,0.465361,0.314923
0.26,12.5,-14.9,2.2,0.51,0.575509,0.336876
0.39,12.3,-15.4,2.54,0.71,0.704851,0.453009
0.29,12.8,-15.7,2.08,0.57,0.607805,0.430461
0.67,11.3,-15.6,3.35,0.86,0.923852,0.587378
1.1,10.4,-15,5.36,0.8,1.183754,0.552947
0.25,4.3,-11.3,2.02,0.41,0.564333,0.367054
0.42,5.6,-13.3,2.41,0.66,0.731459,0.566354
0.11,4.2,-12,1.36,0.27,0.374336,0.237652
0.2,3.9,-11.8,1.66,0.42,0.504754,0.392955
0.18,3.6,-12.3,1.59,0.42,0.478852,0.363482
0.38,4.7,-12.4,2.27,0.64,0.695756,0.554071
0.17,5,-11.6,1.55,0.41,0.465361,0.350531
0.28,4,-12.7,1.96,0.54,0.597234,0.467602
0.98,4.3,-13.9,4.08,1.11,1.117322,0.702078
0.23,6.3,-13.4,1.98,0.35,0.541289,0.339418
0.28,6.3,-14.1,2,0.56,0.597234,0.443846
0.15,5.7,-14,1.58,0.44,0.43713,0.279768
0.31,7.1,-17.1,2.17,0.49,0.628414,0.436922
0.36,7.6,-16.8,2.54,0.5,0.677199,0.407887
0.18,7.3,-17.5,1.81,0.31,0.478852,0.285212
0.3,8.2,-17.5,2.15,0.47,0.618195,0.423835
0.59,8.8,-17.9,3.46,0.56,0.866944,0.476768
0.74,7.2,-18,3.67,0.64,0.970915,0.577676
0.33,8.6,-16.6,2.54,0.49,0.648369,0.36614
0.47,9.9,-18.2,3,0.57,0.773774,0.443428
0.36,11.8,-16.5,2.37,0.53,0.677199,0.458708
0.17,11.2,-16.5,1.82,0.35,0.465361,0.263616
0.23,10.8,-16.7,1.85,0.42,0.541289,0.38445
0.13,10.1,-16.6,1.43,0.35,0.406946,0.273843
0.1,10.4,-16.9,1.23,0.28,0.356915,0.249496
0.27,11.4,-17,1.96,0.52,0.586472,0.437969
0.47,14.3,-17.4,2.56,0.62,0.773774,0.592512
0.33,14.6,-16.9,2.23,0.5,0.648369,0.454417
0.15,14,-17.9,1.44,0.35,0.43713,0.338843
0.08,12.1,-16.1,1.07,0.3,0.319235,0.23711
0.36,9.2,-17.4,2.51,0.48,0.677199,0.415554
0.24,9.8,-17.2,2.02,0.36,0.552931,0.347433
0.07,10.9,-17.1,0.99,0.28,0.298617,0.227888
0.17,10.5,-17.6,1.82,0.3,0.465361,0.263616
0.34,11.5,-18,2.62,0.41,0.658119,0.363306
0.22,11.8,-17.6,1.8,0.42,0.529391,0.380179
0.44,12.6,-17.8,2.73,0.5,0.748672,0.471667
0.77,13.7,-18.6,3.88,0.7,0.9904,0.559023
0.47,13.2,-19.1,2.85,0.55,0.773774,0.479537
0.18,12.5,-17.1,1.6,0.39,0.478852,0.357893
0.78,11,-19.5,3.39,0.93,0.99681,0.715087
0.29,11.2,-18.4,2.05,0.5,0.607805,0.444264
0.43,12.1,-19.9,2.59,0.53,0.740115,0.501346
0.59,13.1,-20.7,3.09,0.57,0.866944,0.567821
0.64,12.9,-22.4,4.22,0.57,0.902932,0.406065
0.81,10.7,-24.9,3.63,0.79,1.015799,0.662199
0.37,11.2,-24.1,2.89,0.48,0.68654,0.351606
0.06,12.4,-20.5,0.91,0.23,0.276465,0.215099
0.08,12.2,-20.8,1.05,0.27,0.319235,0.248725
0.12,12.4,-22.4,1.63,0.21,0.390981,0.203082
0.27,12.2,-23.1,2.96,0.32,0.586472,0.241289
0.22,11.7,-23.5,2.31,0.35,0.529391,0.259097
0.57,11.7,-24.6,4.14,0.55,0.852124,0.36614
0.56,12.1,-25.4,3.37,0.52,0.844616,0.464669
0.69,8.9,-24.9,4.35,0.76,0.93754,0.425291
0.56,14.1,-26.9,2.96,0.7,0.844616,0.570501
0.46,12.5,-26.5,2.72,0.7,0.765498,0.504195
0.11,11,-25.9,1.41,0.26,0.374336,0.224349
0.16,10.5,-26.1,1.59,0.33,0.451466,0.302452
0.15,9.8,-25.5,1.47,0.36,0.43713,0.321863
0.12,9.4,-25.9,1.43,0.31,0.390981,0.245448
0.3,9,-26.4,2.2,0.51,0.618195,0.406157
0.28,8.4,-26.9,2.27,0.44,0.597234,0.352581
0.24,10.1,-27,1.84,0.45,0.552931,0.417315
0.45,11.4,-26.3,2.84,0.51,0.757132,0.455922
0.3,10.7,-26.7,2.38,0.36,0.618195,0.35804
0.54,11.1,-27.1,2.81,0.65,0.829396,0.599987
0.43,13.2,-27.5,2.53,0.54,0.740115,0.525261
0.76,11.7,-27.7,4.18,0.58,0.983948,0.497814
0.27,11.2,-28.9,2.09,0.44,0.586472,0.384399
2.08,8.6,-28.1,6.98,0.98,1.627784,0.813688
0.22,9.8,-27.5,1.85,0.48,0.529391,0.35972
0.41,13.7,-27.9,2.79,0.43,0.722698,0.416784
0.42,12.9,-28.4,2.43,0.59,0.731459,0.554226
0.45,12.6,-27.5,2.74,0.55,0.757132,0.483075
0.42,13.7,-29,2.78,0.49,0.731459,0.431734
1.24,8.1,-30.3,4.68,0.97,1.256828,0.765244
0.14,8.9,-30.2,1.41,0.39,0.422308,0.316296
0.36,22.7,-32,2.37,0.59,0.677199,0.458708
