Area_Axon,Area_Fiber,Centroid_X,Centroid_Y,Perimeter_Fiber,Perimeter_Axon,FiberDiameter_MinFeret,AxonDiameter_MinFeret,MyelinThickness_MinFeret,g_ratio_MinFeret,FiberDiameter_Circle,AxonDiameter_Circle,MyelinThickness_Circle,g_ratio_Circle,FiberDiameter_ShapeAdjustedEllipse,AxonDiameter_ShapeAdjustedEllipse,MyelinThickness_ShapeAdjustedEllipse,g_ratio_ShapeAdjustedEllipse
2.02,3.62,43.8,-65,9.01,6.98,1.99,1.26,0.365,0.633166,2.372883,1.604135,0.384374,0.676028,1.401789,0.787044,0.307372,0.561457
1.83,11.44,39.6,-64.3,7.41,5.43,2.16,1.52,0.32,0.703704,2.231791,1.52683,0.352481,0.684128,1.692924,1.003697,0.344613,0.592878
1.27,5.01,40.3,-58.9,6.28,5.21,1.43,1.11,0.16,0.776224,1.711706,1.271941,0.219882,0.743084,1.067132,0.674979,0.196077,0.632517
1.53,4.13,36.3,-58.8,7.52,5.72,1.69,1.03,0.33,0.609467,2.062711,1.396082,0.333315,0.676819,1.299371,0.740569,0.279401,0.569944
1.2,6.1,33.9,-55.7,6.48,4.59,1.5,0.9,0.3,0.6,1.851149,1.236391,0.307379,0.667905,1.252702,0.756404,0.248149,0.603818
2.42,3.86,34.7,-51.5,10.93,7.92,2.52,1.67,0.425,0.662698,2.622781,1.755791,0.433495,0.669439,1.360129,0.823856,0.268136,0.60572
1.57,3.12,36.9,-51,9.26,6.58,2.21,1.24,0.485,0.561086,2.318576,1.414214,0.452181,0.609949,1.273358,0.639253,0.317052,0.502022
1.09,3.49,27.7,-45.2,6.21,4.19,1.64,1.08,0.28,0.658537,1.795252,1.178361,0.308445,0.656376,1.243184,0.77492,0.234132,0.623335
1.15,4.71,24,-47.7,10.52,8.41,1.52,0.89,0.315,0.585526,2.243178,1.210359,0.51641,0.539573,1.004338,0.352242,0.326048,0.35072
0.66,3.03,37.4,-39.7,5.53,3.88,1.21,0.64,0.285,0.528926,1.572049,0.916932,0.327558,0.583272,1.054167,0.466294,0.293937,0.442334
1.28,4.01,35.3,-39.7,6.09,4.75,1.46,1.02,0.22,0.69863,1.722833,1.276939,0.222947,0.741186,1.144966,0.778743,0.183111,0.680145
1.17,6.18,52.1,-54,5.59,4.35,1.41,0.99,0.21,0.702128,1.631692,1.220838,0.205427,0.748204,1.152307,0.799904,0.176202,0.694176
3.1,2.09,36.7,-47.7,7.65,6.51,2.06,1.71,0.175,0.830097,2.354018,1.98722,0.183399,0.844182,1.897188,1.563118,0.167035,0.823913
3.98,5.47,30.9,-47.3,9.03,7.83,2.23,2.02,0.105,0.90583,2.639726,2.25168,0.194023,0.852998,1.869858,1.543164,0.163347,0.825284
