Area_Axon,Area_Fiber,Centroid_X,Centroid_Y,Perimeter_Fiber,Perimeter_Axon,FiberDiameter_MinFeret,AxonDiameter_MinFeret,MyelinThickness_MinFeret,g_ratio_MinFeret,FiberDiameter_Circle,AxonDiameter_Circle,MyelinThickness_Circle,g_ratio_Circle,FiberDiameter_ShapeAdjustedEllipse,AxonDiameter_ShapeAdjustedEllipse,MyelinThickness_ShapeAdjustedEllipse,g_ratio_ShapeAdjustedEllipse
1.99,6.83,10.8,-39.4,7.66,5.43,2.3,1.55,0.375,0.673913,2.293719,1.592178,0.35077,0.694147,1.714964,1.135158,0.289903,0.661914
4.96,3.38,14.2,-40.9,13.91,10.02,3.53,2.06,0.735,0.583569,4.109954,2.513657,0.798148,0.611602,2.979057,1.384142,0.797457,0.464624
1.51,2.56,10.9,-41.8,9.14,6.97,1.56,0.86,0.35,0.551282,2.268589,1.386927,0.440831,0.611361,1.230971,0.572992,0.328989,0.46548
1.12,6.64,30.5,-43.7,7.44,4.54,1.71,0.83,0.44,0.48538,2.200174,1.194467,0.502853,0.542897,1.597893,0.704692,0.4466,0.441013
1.8,3.37,18.7,-45.5,7.68,5.52,1.76,1.05,0.355,0.596591,2.26015,1.514263,0.372944,0.669983,1.623999,0.954095,0.334952,0.587497
2.35,10.07,26.7,-9.3,10.87,7.46,2.14,1.28,0.43,0.598131,2.903984,1.730211,0.586886,0.595806,1.753504,0.858757,0.447374,0.489737
3.09,3.66,30.8,-11.8,11.82,7.72,2.6,1.39,0.605,0.534615,3.315664,1.984013,0.665826,0.598376,2.170185,1.130544,0.519821,0.520944
4.76,5.62,42.2,-5.3,12.28,8.88,2.95,2.19,0.38,0.742373,3.440116,2.462457,0.488829,0.715806,2.246348,1.579857,0.333245,0.7033
2.92,3.38,37.9,-4.3,9.75,7.62,1.93,1.27,0.33,0.658031,2.687551,1.928664,0.379443,0.717629,1.706844,1.075361,0.315741,0.630029
1.83,7.1,32.8,-5,7.9,6.41,1.55,1.08,0.235,0.696774,2.059621,1.52683,0.266395,0.741316,1.198501,0.784243,0.207129,0.654353
1.18,17.57,27,-6.9,7.64,6.01,1.22,0.73,0.245,0.598361,1.902061,1.226044,0.338008,0.644587,1.036435,0.521266,0.257585,0.502941
1.83,3.61,31.4,-7,7.58,5.88,1.8,1.2,0.3,0.666667,2.141492,1.52683,0.307331,0.712975,1.419711,0.883268,0.268222,0.622146
3.26,3.68,52.9,-7.8,10.22,7.45,2.52,1.69,0.415,0.670635,2.925835,2.037858,0.443988,0.696505,1.987947,1.277863,0.355042,0.642805
3.55,8.56,56.1,-9.5,11.03,7.97,2.5,1.6,0.45,0.64,3.162278,2.126568,0.517855,0.67248,2.154509,1.281628,0.43644,0.594859
6.73,7.03,58.6,-12.1,16.39,11.37,3.64,2.24,0.7,0.615385,4.594375,2.928011,0.833182,0.637303,3.003357,1.67331,0.665023,0.557147
2.41,5.24,49.7,-11.4,9.4,6.5,2.12,1.27,0.425,0.599057,2.718186,1.75216,0.483013,0.644606,1.883228,1.073077,0.405076,0.569807
1.24,4.74,40.4,-11.4,8.17,5.78,1.53,0.92,0.305,0.601307,2.111539,1.256828,0.427355,0.595219,1.213087,0.576127,0.31848,0.474926
2.34,10.07,53.7,-11.9,10.82,7.65,2.55,1.59,0.48,0.623529,2.906176,1.726526,0.589825,0.594089,1.769612,0.828129,0.470742,0.467972
6.06,4.44,43.6,-13.5,15.32,10.86,3.66,2.18,0.74,0.595628,4.317053,2.778443,0.769305,0.643597,2.848602,1.572949,0.637827,0.552183
1.94,7.84,39.4,-13.5,9.28,6.58,1.99,1.19,0.4,0.59799,2.51872,1.572049,0.473335,0.624146,1.559432,0.810642,0.374395,0.519832
1.32,3.42,51.4,-13.6,7.75,5.68,1.38,0.81,0.285,0.586957,2.075026,1.296738,0.389144,0.624926,1.257312,0.630996,0.313158,0.501861
3.18,3.09,48.5,-14.3,10.3,7.48,2.67,1.78,0.445,0.666667,2.949684,2.012699,0.468493,0.682344,2.005377,1.229095,0.388141,0.6129
2.05,2.35,52.6,-15.3,10.6,7.2,1.91,0.83,0.54,0.434555,2.908367,1.616003,0.646182,0.555639,1.832873,0.769851,0.531511,0.420024
4.64,5.58,41.7,-17.2,12.76,9.31,3.17,2.11,0.53,0.665615,3.565582,2.431219,0.567181,0.681858,2.317992,1.41816,0.449916,0.611805
1.52,7.73,47.7,-16.7,7.23,4.78,2.08,1.4,0.34,0.673077,2.159264,1.391512,0.383876,0.644438,1.604247,0.977288,0.31348,0.609188
2.59,2.39,36.4,-17.7,9.63,6.89,2.56,1.67,0.445,0.652344,2.675675,1.816415,0.42963,0.678862,1.722414,1.074756,0.323829,0.623982
1.21,3.2,33.6,-17.2,6.83,4.04,1.97,1.14,0.415,0.57868,2.075026,1.241532,0.416747,0.598321,1.610491,0.996518,0.306987,0.618766
2.44,8.12,60.4,-18,10.76,7.01,2.92,1.67,0.625,0.571918,3.007422,1.763032,0.622195,0.586227,1.955954,0.974307,0.490824,0.498124
7.14,2.68,53.1,-19.3,17.48,12.16,3.52,1.94,0.79,0.551136,4.730979,3.015882,0.857549,0.637475,2.915806,1.634722,0.640542,0.560641
1.34,10.86,15.9,-20.2,11.93,9.18,1.84,0.97,0.435,0.527174,2.656563,1.306525,0.675019,0.49181,1.253242,0.375821,0.43871,0.299879
1.48,2.65,47.3,-20.9,9.29,7.31,2.16,1.61,0.275,0.74537,2.144464,1.373081,0.385692,0.640291,1.057959,0.531521,0.263219,0.502403
2.22,2.83,29.4,-22.7,8.63,5.86,2.11,1.25,0.43,0.592417,2.583633,1.681673,0.45098,0.650895,1.930723,1.147955,0.391384,0.594573
4.59,8.84,43.4,-23.2,11.92,8.35,3.41,2.34,0.535,0.686217,3.581623,2.418085,0.581769,0.675137,2.700571,1.680208,0.510181,0.622168
1.71,4.74,31.5,-25.5,8.16,5.88,1.78,1.05,0.365,0.589888,2.26578,1.475921,0.394929,0.651397,1.456965,0.81344,0.321763,0.558311
1.4,6.53,39.7,-25.6,6.64,4.56,1.81,1.22,0.295,0.674033,1.984013,1.335455,0.324279,0.673108,1.475748,0.949714,0.263017,0.643547
3.89,3.46,25.3,-26.3,10.49,7.61,2.84,1.9,0.47,0.669014,3.138014,2.226076,0.455969,0.70939,2.34054,1.579037,0.380751,0.674646
1.7,3.27,47.8,-26.6,10.03,6.87,1.95,1.02,0.465,0.523077,2.666136,1.4716,0.597268,0.55196,1.597431,0.662529,0.467451,0.414747
1.66,2.59,35.6,-26.5,8.08,6.16,1.56,1,0.28,0.641026,2.135535,1.454184,0.340676,0.680946,1.268402,0.738303,0.265049,0.582074
1.72,2.8,43.9,-27.3,7.73,6.18,1.78,1.3,0.24,0.730337,2.019018,1.480231,0.269394,0.733144,1.178093,0.765845,0.206124,0.650072
3.69,8.3,49.9,-28.1,16.36,13.09,3.18,2.28,0.45,0.716981,3.639836,2.168095,0.73587,0.595657,1.715222,0.731364,0.491929,0.426396
3.66,2.03,41.3,-27.8,10.98,7.52,2.9,1.76,0.57,0.606897,3.216201,2.159264,0.528469,0.671371,2.287804,1.475511,0.406147,0.644946
5.22,4.9,30,-28.2,13.16,10.13,2.7,1.65,0.525,0.611111,3.719462,2.578698,0.570382,0.693299,2.467556,1.449453,0.509051,0.587404
3.93,5.42,42.6,-30.5,13.29,10.2,2.89,2,0.445,0.692042,3.355763,2.237492,0.559136,0.666761,1.864693,1.036443,0.414125,0.555825
1.32,4.04,15.1,-30,10.43,7.36,1.34,0.65,0.345,0.485075,2.415449,1.296738,0.559356,0.536852,1.196535,0.467744,0.364396,0.390915
5.77,13.11,38,-32.2,18.12,13.42,4.71,3.34,0.685,0.70913,4.447858,2.711147,0.868355,0.60954,2.377234,1.139585,0.618824,0.479374
2.17,6.05,32.5,-31.5,8.4,5.9,1.99,1.24,0.375,0.623116,2.452089,1.662628,0.39473,0.678046,1.731836,1.097244,0.317296,0.633573
1.34,3.8,20.9,-31.9,7.27,4.99,1.67,1,0.335,0.598802,2.099439,1.306525,0.396457,0.622321,1.450718,0.765204,0.342757,0.527466
1.75,8.44,17.5,-31.9,11.17,7.01,1.83,0.82,0.505,0.448087,2.884176,1.493084,0.695546,0.517681,1.654646,0.667673,0.493486,0.403514
1.71,4.01,25.4,-32,7.49,5.69,1.66,1.19,0.235,0.716867,2.040981,1.475921,0.28253,0.723143,1.271839,0.852492,0.209674,0.670283
3.19,3.92,31.4,-35.1,10.69,7.53,2.46,1.56,0.45,0.634146,2.998938,2.015861,0.491539,0.672191,1.963185,1.22122,0.370983,0.622061
2.48,3.84,14.7,-35.4,10.25,7.56,2.43,1.55,0.44,0.63786,2.789882,1.777424,0.506229,0.637097,1.735237,0.897645,0.418796,0.517304
4.16,3.95,34.9,-36.1,11.18,8.23,2.57,1.67,0.45,0.649805,3.251653,2.302035,0.474809,0.707958,2.279196,1.499215,0.389991,0.657782
2.88,4.23,13.1,-37.5,9.67,7.04,2.3,1.62,0.34,0.704348,2.787598,1.915409,0.436095,0.687118,1.91952,1.190618,0.364451,0.620268
5.51,4.22,31.7,-38.1,13.01,9.18,3.38,2.08,0.65,0.615385,3.926068,2.64936,0.638354,0.674812,2.99292,1.828426,0.582247,0.610917
3.76,5.4,27.4,-38.1,11.05,7.92,2.5,1.55,0.475,0.62,3.267286,2.188563,0.539362,0.669841,2.372107,1.395815,0.488146,0.588428
3,4.57,21.6,-38.4,10.45,7.44,2.54,1.42,0.56,0.559055,3.036928,1.954906,0.541011,0.643712,2.125259,1.150906,0.487176,0.541537
1.61,3.8,30.3,-40.9,7.72,5.88,1.58,0.96,0.31,0.607595,2.105498,1.432116,0.336691,0.680179,1.313911,0.757539,0.278186,0.576553
3.87,5.62,27.8,-41.4,13.36,9.29,2.77,1.7,0.535,0.613718,3.542283,2.220346,0.660969,0.626812,2.114077,1.145433,0.484322,0.541813
6.48,20.46,37.8,-42.6,15.02,11.84,3.89,2.83,0.53,0.727506,4.086641,2.873113,0.606764,0.70305,2.540166,1.512142,0.514012,0.595293
4.09,5.41,24.8,-43.1,14.18,10.34,3.87,2.53,0.67,0.653747,3.976043,2.282584,0.846729,0.574084,2.600511,1.065472,0.767519,0.409717
2.71,2.93,20.1,-43.6,10.22,7.49,2.24,1.51,0.365,0.674107,2.77615,1.858018,0.459066,0.669279,1.721103,1.007453,0.356825,0.585353
4,2.69,41.4,-44.5,11.21,8.06,3.22,2.28,0.47,0.708075,3.278962,2.257331,0.510816,0.688428,2.325548,1.473368,0.42609,0.633557
3.05,6.23,33.8,-45.6,10.32,6.99,2.73,1.75,0.49,0.641026,2.971199,1.971129,0.500035,0.663412,2.040864,1.30239,0.369237,0.638156
2.9,4.21,39.1,-46.5,11.52,8.16,2.83,1.72,0.555,0.607774,3.142071,1.922048,0.610012,0.611714,1.96089,0.972986,0.493952,0.496196
1.49,4.91,21.5,-46.6,7.79,5.41,1.76,0.98,0.39,0.556818,2.234643,1.377712,0.428466,0.616524,1.524195,0.774921,0.374637,0.508413
1.44,5.06,28,-48.3,8.07,5.96,1.36,0.75,0.305,0.551471,2.147432,1.354398,0.396517,0.630706,1.288799,0.655259,0.31677,0.508426
1.72,4.31,33.4,-48.3,8.01,5.36,2.26,1.48,0.39,0.654867,2.321322,1.480231,0.420546,0.637667,1.615346,0.943137,0.336104,0.583861
5.32,3.91,24.6,-50.2,13.14,8.66,3.53,2.3,0.615,0.651558,3.817492,2.603281,0.607106,0.681935,2.669784,1.965175,0.352304,0.73608
1.39,4.42,49.5,-51.3,8.46,5.81,1.69,0.86,0.415,0.508876,2.337727,1.330677,0.503525,0.569218,1.490876,0.650109,0.420383,0.436058
1.55,4.03,22.9,-53.1,7.65,5.29,1.91,1.1,0.405,0.575916,2.200174,1.405177,0.397498,0.638666,1.50821,0.841106,0.333552,0.557685
2.17,8.09,26.1,-53.5,8.7,5.75,2.17,1.36,0.405,0.626728,2.526295,1.662628,0.431834,0.658129,1.765019,1.151851,0.306584,0.6526
9.28,3.84,37.6,-55.2,17.36,12.28,4.79,3.18,0.805,0.663883,5.105261,3.438264,0.833499,0.673475,3.662544,2.243011,0.709767,0.612419
2.15,13.92,30.8,-54.8,8.98,5.68,2.25,1.39,0.43,0.617778,2.625209,1.654948,0.48513,0.630406,1.859722,1.164335,0.347693,0.62608
1.5,5.22,49,-56.7,9.17,6.31,1.81,1.13,0.34,0.624309,2.362121,1.382327,0.489897,0.585206,1.350485,0.639351,0.355567,0.473423
1.13,3.06,33.4,-57.9,8.75,5.86,1.68,0.79,0.445,0.470238,2.315828,1.199788,0.55802,0.518082,1.378381,0.512256,0.433063,0.371636
1.43,20.61,38.7,-59.8,10.16,7.13,1.52,0.68,0.42,0.447368,2.500955,1.349687,0.575634,0.539669,1.341813,0.527012,0.407401,0.392761
2.42,19.1,47.9,-59.6,11.68,8.87,2.56,1.59,0.485,0.621094,2.817145,1.755791,0.530677,0.623252,1.470806,0.72102,0.374893,0.490221
2.5,4.87,45.7,-60,8.48,6.1,2.27,1.56,0.355,0.687225,2.53887,1.784577,0.377147,0.702902,1.897534,1.266207,0.315664,0.667291
3.84,16.88,52,-60.6,10.37,7.53,2.76,1.97,0.395,0.713768,3.135984,2.211723,0.46213,0.705273,2.403803,1.582579,0.410612,0.658365
11.27,6.81,46.5,-6.7,16.03,12.79,4.09,3.23,0.43,0.789731,4.693131,3.789022,0.452054,0.807355,3.33492,2.762732,0.286094,0.828425
2.1,4.93,46.6,-9.7,10.35,7.71,1.65,0.88,0.385,0.533333,2.673293,1.635591,0.518851,0.611826,1.53438,0.727904,0.403238,0.474396
5.69,3.2,45,-17.3,12.23,9.63,3.45,2.63,0.41,0.762319,3.581623,2.692287,0.444668,0.751695,2.546647,1.751809,0.397419,0.687888
1.27,2.57,41.9,-20.5,8.68,6.59,1.98,1.34,0.32,0.676768,2.165155,1.271941,0.446607,0.58746,1.182912,0.507624,0.337644,0.429131
4.65,3.83,38.6,-22.1,11.38,8.61,2.95,2.09,0.43,0.708475,3.30219,2.433838,0.434176,0.737038,2.303791,1.615128,0.344332,0.701074
3.6,3.63,25.6,-22.1,10.39,7.97,2.63,1.89,0.37,0.718631,2.99256,2.141492,0.425534,0.715605,2.057154,1.304798,0.376178,0.634273
1.2,7.72,21.6,-11.8,7.76,4.99,1.71,0.8,0.455,0.467836,2.226076,1.236391,0.494843,0.555413,1.518402,0.669394,0.424504,0.440854
1.35,5.46,29.6,-13.6,6.55,4.86,1.42,0.91,0.255,0.640845,1.854586,1.311391,0.271598,0.707107,1.234479,0.804479,0.215,0.651675
1.79,4.38,62,-14.4,7.86,6.29,1.44,1.03,0.205,0.715278,2.031598,1.510051,0.260773,0.743283,1.167316,0.783635,0.19184,0.671314
1.58,7.54,63.3,-16.7,8.33,5.95,1.62,0.94,0.34,0.580247,2.279792,1.41871,0.430541,0.622298,1.43081,0.729697,0.350557,0.509989
1.51,4.29,57.7,-15.5,8.66,7.06,1.31,0.85,0.23,0.648855,2.071954,1.386927,0.342513,0.669381,1.070366,0.564673,0.252846,0.527551
1.28,2.48,57.6,-18.3,6.94,5.25,1.61,1.09,0.26,0.677019,1.881861,1.276939,0.302461,0.678551,1.16343,0.67426,0.244585,0.579545
1.53,3.42,16.7,-28.3,11.16,7.59,1.77,0.89,0.44,0.502825,2.541377,1.396082,0.572648,0.549341,1.232557,0.52797,0.352294,0.428353
1.36,7.82,31.5,-23,10.4,7.43,2.13,1.31,0.41,0.615023,2.457278,1.316239,0.57052,0.535649,1.248876,0.477618,0.385629,0.382438
1.37,16.36,29,-25.6,6.19,4.99,1.39,1,0.195,0.719424,1.730211,1.321069,0.204571,0.76353,1.125479,0.786746,0.169366,0.699032
1.21,3.75,23.6,-24.1,7.54,5,1.51,0.77,0.37,0.509934,2.087268,1.241532,0.422868,0.594812,1.335241,0.674154,0.330543,0.504893
1.09,2.53,33.4,-28,5.93,4.46,1.5,1.04,0.23,0.693333,1.674081,1.178361,0.24786,0.703885,1.108378,0.699627,0.204375,0.631217
1.4,9.96,34.9,-22.8,9.43,7.19,1.81,1.02,0.395,0.563536,2.378245,1.335455,0.521395,0.561529,1.319331,0.510536,0.404398,0.386966
0.87,2.65,46,-26.2,6.74,4.85,1.26,0.67,0.295,0.531746,1.744874,1.052749,0.346063,0.603338,1.004923,0.481599,0.261662,0.479239
1.04,7.39,27.3,-27.6,7.06,5.45,1.27,0.77,0.25,0.606299,1.847705,1.151017,0.348344,0.622944,1.081358,0.50962,0.285869,0.471278
0.88,5.64,21.3,-27.3,7.17,5.16,1.16,0.55,0.305,0.474138,1.837334,1.058782,0.389276,0.57626,1.042618,0.453231,0.294694,0.434705
1.04,10.65,25,-28.5,7.26,5.26,1.23,0.62,0.305,0.504065,1.898709,1.151017,0.373846,0.60621,1.110036,0.531688,0.289174,0.478983
3.12,2.78,56.4,-24.3,11.39,7.81,2.52,1.44,0.54,0.571429,3.160263,1.99362,0.583321,0.63084,2.029461,1.125047,0.452207,0.554358
5.52,4.08,62.7,-24.8,13.11,10.01,3.25,2.29,0.48,0.704615,3.683324,2.651763,0.515781,0.719937,2.417565,1.580541,0.418512,0.653774
3.2,3.24,57.4,-28.1,11.71,7.76,2.49,1.44,0.525,0.578313,3.210254,2.019018,0.595618,0.628928,2.02033,1.171358,0.424486,0.579786
2.38,16.57,54.8,-28.4,10.21,7.64,1.79,1.01,0.39,0.564246,2.680432,1.74122,0.469606,0.649604,1.575944,0.845396,0.365274,0.536438
5.24,9.29,29.2,-32.3,12.45,9.02,2.94,2.07,0.435,0.704082,3.581623,2.583633,0.498995,0.721358,2.456367,1.757193,0.349587,0.715363
1.83,17.29,3.5,-26.2,7.24,5.82,1.8,1.36,0.22,0.755556,1.964656,1.52683,0.218913,0.777149,1.216049,0.89681,0.15962,0.737478
1.71,3.6,3.6,-28.4,8.18,6.02,1.58,0.94,0.32,0.594937,2.26015,1.475921,0.392115,0.653019,1.441186,0.787651,0.326768,0.546529
5.25,3.5,19.3,-34.8,14.59,10.73,3.14,1.88,0.63,0.598726,4.042765,2.586097,0.728334,0.639685,2.590283,1.34887,0.620706,0.520743
0.74,6.21,14.5,-32.7,7.27,5.38,1.04,0.5,0.27,0.480769,1.816415,0.970915,0.42275,0.534522,0.994658,0.359601,0.317528,0.361533
3.07,2.84,27.9,-35.2,11.07,8.46,2.38,1.5,0.44,0.630252,2.958309,1.977581,0.490364,0.668484,1.787145,0.991352,0.397896,0.554713
1.26,6.62,38.9,-35.1,6.75,4.91,1.56,0.96,0.3,0.615385,1.888618,1.266924,0.310847,0.67082,1.230645,0.72622,0.252212,0.590114
1,12.15,39.7,-37.1,6.09,4.82,1.14,0.72,0.21,0.631579,1.608101,1.128665,0.239718,0.701862,0.953849,0.567153,0.193348,0.594594
3.17,3.89,51.4,-32.5,11.7,8.76,2.48,1.61,0.435,0.649194,3.068226,2.009531,0.529347,0.654949,1.800958,0.983634,0.408662,0.546173
1.63,9.98,49.5,-33.3,8.4,6.49,1.58,1.13,0.225,0.71519,2.114554,1.440983,0.336785,0.68146,1.170026,0.677446,0.24629,0.579001
0.85,5.43,60,-32.9,9.91,5.34,1.65,0.6,0.525,0.363636,2.457278,1.040578,0.70835,0.423468,1.331543,0.41984,0.455851,0.315303
0.9,2.2,57,-32.9,7.63,5.62,1.11,0.55,0.28,0.495495,1.837334,1.070746,0.383294,0.582772,0.957263,0.421173,0.268045,0.439977
1.42,15.53,53.1,-35.4,8.17,5.54,2.2,1.42,0.39,0.645455,2.211723,1.34496,0.433382,0.608105,1.363698,0.708396,0.327651,0.519467
3.45,1.94,55.8,-35.5,13.81,9.55,2.4,1.27,0.565,0.529167,3.562008,2.096403,0.732802,0.588545,2.040294,0.971938,0.534178,0.476371
1.37,2.94,49.5,-38.3,9.55,6.08,2.37,1.39,0.49,0.586498,2.498407,1.321069,0.588669,0.528764,1.461272,0.605015,0.428128,0.414033
6.88,10.4,59.4,-37.2,15.33,11.21,3.04,1.89,0.575,0.621711,4.210996,2.960461,0.625267,0.703031,2.65882,1.75621,0.451305,0.660522
2.61,3.51,63,-36.8,8.52,6.1,2.49,1.8,0.345,0.722892,2.578698,1.823415,0.377642,0.707107,1.981053,1.357647,0.311703,0.685316
1.47,2.3,64.8,-38.3,6.67,4.69,1.74,1.12,0.31,0.643678,1.974358,1.368434,0.302962,0.693103,1.436989,0.965621,0.235684,0.671975
1.28,6.44,60,-42.2,7.01,5.46,1.6,1.17,0.215,0.73125,1.795252,1.276939,0.259157,0.711287,1.017862,0.640602,0.18863,0.629361
9.4,10.53,56.4,-45.4,16.29,11.85,4.89,3.45,0.72,0.705521,4.932668,3.460422,0.736123,0.701532,3.794017,2.445743,0.674137,0.644632
2.39,3.54,60.6,-44.8,8.94,6.81,2.1,1.48,0.31,0.704762,2.490747,1.744874,0.372937,0.700542,1.610945,0.989991,0.310477,0.61454
9.64,7.75,64.8,-44.2,17.09,11.91,4.45,2.89,0.78,0.649438,5.123942,3.504319,0.809811,0.683911,3.842804,2.51685,0.662977,0.654951
9.83,8.17,65,-49.3,15.66,11.8,4.09,3.03,0.53,0.740831,4.637153,3.538685,0.549234,0.763116,3.377665,2.6554,0.361133,0.786164
4.15,1.96,61.1,-47.8,11.19,8.1,2.77,2.05,0.36,0.740072,3.156229,2.299266,0.428482,0.728485,2.086203,1.537552,0.274325,0.73701
3.29,3.34,61.2,-52.1,9.99,7.29,2.86,2.03,0.415,0.70979,2.945362,2.047213,0.449074,0.695063,2.124802,1.342651,0.391075,0.631895
1.26,6.93,58.4,-56.4,7.64,5.86,1.4,0.82,0.29,0.585714,2.019018,1.266924,0.376047,0.627495,1.199002,0.576758,0.311122,0.481031
1.31,3.46,54.9,-55.4,7.21,5.34,1.65,1.16,0.245,0.70303,1.931964,1.291816,0.320074,0.668655,1.172081,0.677217,0.247432,0.57779
2.1,2.33,53.4,-57.3,11.2,8.6,2.35,1.54,0.405,0.655319,2.637312,1.635591,0.50086,0.620174,1.334496,0.641971,0.346263,0.481059
1.58,12.1,57.8,-58.8,6.05,4.71,1.63,1.23,0.2,0.754601,1.809388,1.41871,0.195339,0.784083,1.348851,1.076464,0.136193,0.79806
2.66,3.48,43,-54.5,9.53,7.15,2.23,1.32,0.455,0.591928,2.675675,1.840797,0.417439,0.687975,1.754091,1.051652,0.351219,0.599543
1.49,8.38,34.5,-43,7.41,5.32,1.68,0.99,0.345,0.589286,2.099439,1.377712,0.360864,0.656228,1.399082,0.793895,0.302593,0.56744
1.86,9.85,42,-41.6,9.65,6.62,1.86,0.87,0.495,0.467742,2.627634,1.539294,0.54417,0.58581,1.635404,0.76649,0.434457,0.468686
6.95,7.06,47.6,-44.5,15.31,9.97,4.15,2.93,0.61,0.706024,4.565169,2.975484,0.794842,0.65178,3.378947,2.206929,0.586009,0.653141
1,4.72,49.8,-40.6,7.33,5.06,1.94,1.29,0.325,0.664948,1.935258,1.128665,0.403296,0.583212,1.147615,0.533671,0.306972,0.465026
1.21,10.07,50.7,-46.5,8.28,5.9,1.9,1.15,0.375,0.605263,2.185651,1.241532,0.47206,0.568038,1.295694,0.547324,0.374185,0.422418
1.71,6.87,52.7,-48,8.22,5.69,1.94,1.26,0.34,0.649485,2.211723,1.475921,0.367901,0.667317,1.350527,0.852492,0.249018,0.631229
3.13,3.91,46.4,-49.3,11.59,7.99,2.77,1.63,0.57,0.588448,3.226088,1.996813,0.614638,0.618958,2.083187,1.093806,0.494691,0.525064
0.97,3.58,44.2,-49.1,6.28,5.08,1.21,0.83,0.19,0.68595,1.580131,1.111606,0.234263,0.70349,0.873791,0.513479,0.180156,0.587646
2.07,5.28,41.3,-52.8,8.15,5.89,2.26,1.52,0.37,0.672566,2.412811,1.623867,0.394472,0.673019,1.756668,1.03171,0.362479,0.587311
1.64,5.54,43.8,-51,7.9,5.99,1.98,1.39,0.295,0.70202,2.123571,1.445397,0.339087,0.680644,1.294733,0.755163,0.269785,0.583258
6.32,5.07,46.4,-52.7,12.56,10.05,3.42,2.72,0.35,0.795322,3.662515,2.837421,0.412547,0.774719,2.5809,1.878761,0.35107,0.727948
1.14,4.58,51,-54.8,6.72,5.34,1.18,0.66,0.26,0.559322,1.777424,1.205085,0.28617,0.677995,1.056941,0.57803,0.239456,0.546889
0.91,6.11,49.2,-54,6.98,3.6,1.77,0.91,0.43,0.514124,2.087268,1.076678,0.505295,0.515831,1.555516,0.802764,0.376376,0.516076
2.68,12.83,54.4,-52.8,10.77,7.08,2.58,1.45,0.565,0.562016,3.099209,1.847705,0.625752,0.596186,2.126716,1.076818,0.524949,0.506329
1.8,2.6,56.9,-53,8.84,6,1.93,1.1,0.415,0.569948,2.506044,1.514263,0.49589,0.604245,1.671788,0.840937,0.415425,0.503017
2.73,7.24,45.2,-57.4,9.98,6.94,2.55,1.54,0.505,0.603922,2.864231,1.864861,0.499685,0.651086,1.95537,1.136392,0.409489,0.581165
1.47,13.26,51.5,-63.7,7.16,4.65,1.9,1.18,0.36,0.621053,2.150396,1.368434,0.390981,0.636364,1.619622,0.983323,0.31815,0.607131
2.48,2.53,49.6,-65.6,8.39,7.22,1.56,1.23,0.165,0.788462,2.208842,1.777424,0.215709,0.804686,1.304217,0.953797,0.17521,0.731318
1.94,12.41,45.8,-62.9,8.94,6.68,2.13,1.43,0.35,0.671362,2.34317,1.572049,0.385561,0.670907,1.37429,0.794938,0.289676,0.578435
