Area_Axon,Centroid_X,Centroid_Y,Perimeter_Axon,AxonDiameter_MinFeret,AxonDiameter_Circle,AxonDiameter_ShapeAdjustedEllipse
0.11,125.4,-67.4,1.24,0.3,0.374336,0.286047
0.15,125.4,-67.8,1.44,0.37,0.43713,0.338843
0.42,126.6,-66.8,2.55,0.53,0.731459,0.499085
0.13,126.9,-66.4,1.36,0.37,0.406946,0.30412
0.18,127.3,-66.7,1.57,0.42,0.478852,0.376041
0.64,127.5,-66,2.91,0.85,0.902932,0.748712
0.45,126.5,-65.9,2.44,0.71,0.757132,0.627965
0.22,125.9,-65.5,1.81,0.49,0.529391,0.375724
0.46,125.4,-65.8,2.55,0.64,0.765498,0.576074
0.35,126,-66.4,2.27,0.59,0.667727,0.479537
0.16,124.5,-66.3,1.61,0.32,0.451466,0.295715
0.49,124.1,-66.3,2.97,0.65,0.790066,0.474136
0.13,124.8,-66.3,1.37,0.29,0.406946,0.298937
0.09,125.4,-66.8,1.21,0.27,0.3386,0.22122
0.17,125.1,-66.9,1.59,0.38,0.465361,0.330836
0.43,124.5,-67,2.81,0.67,0.740115,0.437517
1.04,122.2,-66.5,3.93,1.02,1.151017,0.818689
0.83,122,-67.5,3.4,0.82,1.028263,0.788466
0.23,120.8,-67.7,1.89,0.45,0.541289,0.368373
0.75,120,-67.6,3.43,0.87,0.977453,0.658553
0.41,118.9,-66,2.49,0.56,0.722698,0.504659
0.4,120.4,-66.1,2.69,0.51,0.713831,0.426825
0.41,119.2,-65.4,2.48,0.52,0.722698,0.508818
0.29,118.6,-65.5,2.04,0.59,0.607805,0.449294
0.19,118.8,-64.8,1.61,0.41,0.491974,0.388424
0.09,118.5,-65,1.33,0.26,0.3386,0.190881
0.22,122.2,-65.2,1.75,0.46,0.529391,0.406427
0.22,121.4,-65.9,1.79,0.48,0.529391,0.384855
0.17,121.4,-66.7,1.56,0.42,0.465361,0.345135
0.33,122.8,-65.7,2.16,0.62,0.648369,0.4879
0.21,123.1,-66.1,1.72,0.45,0.517219,0.39106
0.31,124.1,-65.1,2.34,0.4,0.628414,0.382846
0.25,121.9,-63.6,2.08,0.55,0.564333,0.349508
0.38,120.6,-63.5,2.98,0.49,0.695756,0.348454
0.9,124.6,-64.4,3.57,0.93,1.070746,0.803881
0.34,123.8,-64.5,2.29,0.55,0.658119,0.450732
1.1,124,-63.6,4.04,1.11,1.183754,0.842749
0.2,122.2,-62.7,1.8,0.45,0.504754,0.330539
0.53,121.6,-62.9,3.11,0.61,0.821681,0.487971
0.72,119.7,-62.8,3.21,0.88,0.957704,0.709961
1.18,128.6,-61.6,4.22,1.01,1.226044,0.857615
0.88,123.8,-62.6,3.61,0.96,1.058782,0.755358
0.62,123.1,-61.9,3.3,0.79,0.888712,0.543612
0.34,124.3,-61.9,2.13,0.62,0.658119,0.537765
0.34,125.1,-62.1,2.33,0.49,0.658119,0.436378
0.46,126.6,-61.3,2.73,0.58,0.765498,0.500918
0.28,124.1,-61.2,1.99,0.53,0.597234,0.449264
0.37,127.3,-60.7,2.24,0.61,0.68654,0.546688
0.42,126.6,-60.6,2.41,0.7,0.731459,0.566354
0.11,126.1,-60.1,1.27,0.32,0.374336,0.270341
0.14,125.7,-59.9,1.49,0.34,0.422308,0.282035
0.35,125.6,-61.1,2.24,0.54,0.667727,0.494117
0.24,125.6,-61.6,1.79,0.48,0.552931,0.451505
0.66,128,-61.1,3.51,0.58,0.916932,0.535317
0.42,124.2,-60.3,2.39,0.69,0.731459,0.579917
0.37,123.3,-60.7,2.25,0.61,0.68654,0.53956
0.57,122.5,-60.1,3.1,0.68,0.852124,0.538857
0.15,124.2,-59.3,1.4,0.4,0.43713,0.371586
0.87,125,-59.7,3.44,0.93,1.052749,0.834352
1.14,123.3,-59.6,3.99,1.15,1.205085,0.920777
0.56,122.3,-59.2,3.01,0.59,0.844616,0.553343
0.36,124.1,-58.1,2.48,0.57,0.677199,0.423686
0.34,124.3,-58.5,2.25,0.5,0.658119,0.466996
0.2,123.3,-58.6,1.69,0.48,0.504754,0.375374
0.14,122.8,-58.6,1.57,0.33,0.422308,0.258177
0.31,122.1,-58.4,2.2,0.5,0.628414,0.425436
0.11,121.6,-58.8,1.22,0.35,0.374336,0.299355
0.06,121.5,-58.4,1.07,0.18,0.276465,0.159422
0.11,121.1,-58.6,1.25,0.36,0.374336,0.280367
0.11,121.3,-59.1,1.25,0.33,0.374336,0.280367
0.15,121,-59.3,1.49,0.37,0.43713,0.312379
0.15,121.5,-59.5,1.75,0.32,0.43713,0.239676
0.15,121.5,-59.7,1.46,0.33,0.43713,0.327093
0.08,121,-58.9,1.07,0.3,0.319235,0.23711
0.57,122.4,-57.8,3.07,0.57,0.852124,0.547777
0.32,123,-57.5,2.2,0.48,0.63847,0.44582
0.19,123.9,-57.3,1.6,0.42,0.491974,0.395821
0.55,114.4,-72.8,2.94,0.68,0.837041,0.563034
0.25,113.8,-72.3,1.92,0.46,0.564333,0.404687
1.68,112.9,-71.9,5.14,1.07,1.462917,0.983171
0.76,111.7,-71.2,3.51,0.71,0.983948,0.643436
0.58,111.5,-71.9,3.87,0.45,0.859566,0.404398
1.34,114.4,-69.6,4.59,1,1.306525,0.878275
2.22,114.2,-71.5,6.42,1.6,1.681673,0.98549
0.32,112.8,-70.6,2.12,0.51,0.63847,0.48445
0.86,113.6,-64.7,3.59,0.81,1.046681,0.737485
0.19,114.6,-64.8,1.62,0.44,0.491974,0.381701
0.52,114.6,-64.2,2.97,0.54,0.813892,0.512093
0.6,118.1,-63.6,3.1,0.62,0.87426,0.577922
0.39,117,-64.1,2.7,0.52,0.704851,0.411192
0.21,117.7,-64.2,1.67,0.48,0.517219,0.42621
0.31,115.8,-63.3,2.03,0.55,0.628414,0.516873
0.26,115.4,-63.7,1.94,0.46,0.575509,0.421216
0.17,115.2,-63.2,1.58,0.45,0.465361,0.33533
0.25,115.6,-62.7,1.88,0.52,0.564333,0.424753
0.55,116.1,-61,3.13,0.76,0.837041,0.506427
0.82,116,-61.9,3.51,0.78,1.02205,0.718246
0.39,117.5,-60.5,2.3,0.64,0.704851,0.561069
0.25,116.5,-60.2,1.89,0.49,0.564333,0.419332
0.24,116.9,-59.8,1.83,0.47,0.552931,0.423147
0.57,115.3,-60.2,3.04,0.61,0.852124,0.557205
0.5,114.4,-59.9,2.77,0.73,0.798087,0.549187
1.29,117.5,-59.1,4.63,0.94,1.281917,0.820375
0.78,118.5,-58.9,3.24,0.87,0.99681,0.803001
0.19,115.9,-60.1,1.65,0.42,0.491974,0.364424
0.22,115.3,-59.7,1.74,0.46,0.529391,0.412779
0.14,114.8,-59.4,1.42,0.33,0.422308,0.311054
0.45,119.4,-57.5,2.65,0.54,0.757132,0.512696
0.92,119.6,-58.4,3.71,0.86,1.082578,0.764095
0.91,117.7,-57.9,3.59,0.89,1.076678,0.808211
1.15,116.5,-58,4.08,1.03,1.210359,0.885405
0.09,118.4,-56.8,1.13,0.32,0.3386,0.254051
0.28,118.1,-57.3,2.29,0.4,0.597234,0.347994
0.5,119.1,-56.6,2.89,0.53,0.798087,0.508648
0.31,118.3,-56.3,2.15,0.58,0.628414,0.445266
0.5,117.4,-56.6,3.01,0.65,0.798087,0.476542
0.35,117.7,-56.1,2.3,0.58,0.667727,0.466559
0.15,117.4,-55.7,1.47,0.39,0.43713,0.321863
0.16,117.8,-55.4,1.53,0.38,0.451466,0.326655
0.13,118.3,-55.7,1.42,0.31,0.406946,0.277482
0.12,118.8,-55.9,1.38,0.27,0.390981,0.260998
0.14,119.3,-56.2,1.48,0.3,0.422308,0.285575
0.72,119.1,-55.5,3.24,0.82,0.957704,0.694979
0.16,118.3,-55.2,1.53,0.38,0.451466,0.326655
0.27,118.2,-54.8,1.98,0.47,0.586472,0.427737
0.43,119.1,-54.6,2.46,0.59,0.740115,0.560067
0.08,119.7,-54.4,1.08,0.31,0.319235,0.232131
0.18,119.5,-54.9,1.64,0.39,0.478852,0.338715
0.43,120.4,-54.3,2.74,0.49,0.740115,0.454955
0.23,118.5,-54.1,1.79,0.46,0.541289,0.41514
0.42,117.9,-54.1,2.42,0.64,0.731459,0.560133
0.45,117.3,-54.6,2.8,0.61,0.757132,0.466198
0.22,117.1,-54,1.82,0.4,0.529391,0.371469
0.42,117.2,-52.9,2.39,0.71,0.731459,0.579917
0.83,127.5,-53.3,3.35,0.91,1.028263,0.822331
0.87,125,-54.2,3.79,0.8,1.052749,0.677512
0.15,124.6,-53.5,1.5,0.3,0.43713,0.308039
0.22,125.2,-53,1.83,0.47,0.529391,0.367394
0.2,124.8,-52.7,1.77,0.39,0.504754,0.340789
0.37,125.9,-53.2,2.32,0.52,0.68654,0.499584
0.16,126.7,-53.3,1.57,0.32,0.451466,0.309765
0.2,126.2,-52.9,1.74,0.39,0.504754,0.352279
0.43,127.5,-52.3,2.58,0.55,0.740115,0.505053
0.16,126.9,-50.4,1.49,0.36,0.451466,0.348181
0.44,125.4,-52.1,2.73,0.71,0.748672,0.471667
0.24,125.7,-52.5,1.87,0.47,0.552931,0.401745
0.17,126.3,-51.7,1.65,0.33,0.465361,0.307941
0.18,125.3,-51.6,1.66,0.36,0.478852,0.330531
0.12,127.1,-50.8,1.28,0.37,0.390981,0.308472
0.29,127.2,-51.4,2.03,0.52,0.607805,0.454581
0.2,126.7,-51.2,1.63,0.48,0.504754,0.415729
0.31,126.5,-50.8,2.24,0.63,0.628414,0.411674
0.1,126.6,-49.9,1.23,0.3,0.356915,0.249496
0.06,126.6,-50.2,1.02,0.23,0.276465,0.171464
0.39,125.5,-50.5,2.36,0.59,0.704851,0.523937
0.2,125,-50.2,1.65,0.43,0.504754,0.399795
0.9,124.1,-50.4,3.72,0.81,1.070746,0.735265
0.78,122.8,-49.7,3.25,0.98,0.99681,0.795327
0.71,121.5,-50,3.12,0.9,0.95103,0.745105
0.5,122.1,-49,2.59,0.75,0.798087,0.646235
0.54,120.8,-49.4,3.34,0.51,0.829396,0.450523
0.87,120.6,-48.6,3.55,0.87,1.052749,0.769514
1.1,116.6,-51.3,4.63,0.74,1.183754,0.669638
0.27,116.5,-49.8,1.99,0.48,0.586472,0.422983
0.68,116.8,-49.2,3.15,0.85,0.930721,0.674795
0.17,115.7,-49,1.59,0.4,0.465361,0.330836
0.19,114.7,-49.4,1.66,0.37,0.491974,0.359387
0.23,112.2,-49.3,1.83,0.51,0.541289,0.3936
0.16,115.4,-49.5,1.54,0.33,0.451466,0.322094
0.22,117.7,-48.8,2.02,0.33,0.529391,0.310783
0.16,117.9,-49.2,1.63,0.28,0.451466,0.289462
0.4,118.4,-48.3,2.43,0.56,0.713831,0.511127
0.2,119,-48.2,1.83,0.36,0.504754,0.321268
0.22,118.6,-48.8,1.92,0.35,0.529391,0.336713
0.27,119.2,-48.7,2.05,0.42,0.586472,0.398241
0.36,119.3,-49.2,2.7,0.39,0.677199,0.373045
0.82,117,-47.9,3.54,0.77,1.02205,0.706053
0.28,116.2,-48.3,2.04,0.47,0.597234,0.424649
0.31,122,-47.5,2.04,0.55,0.628414,0.508416
0.45,121.5,-47.9,2.5,0.68,0.757132,0.582807
0.31,122.5,-46.3,2.22,0.5,0.628414,0.418357
0.18,121.5,-45.8,1.56,0.44,0.478852,0.383226
0.18,122,-45.9,1.58,0.46,0.478852,0.369501
0.48,121.6,-46.3,2.77,0.56,0.781962,0.517874
0.57,123.8,-46.3,3.13,0.57,0.852124,0.530391
0.62,117.8,-47,3.17,0.64,0.888712,0.581284
0.34,117.1,-47,2.63,0.41,0.658119,0.361389
0.3,116.9,-46.4,1.96,0.59,0.618195,0.551822
0.2,117.4,-46.3,1.72,0.38,0.504754,0.360815
0.55,116.7,-45.6,2.83,0.71,0.837041,0.608319
0.56,116,-46.8,3.01,0.72,0.844616,0.553343
1.61,115.2,-47.3,4.82,1.13,1.432116,1.051323
0.57,114.1,-47.5,2.78,0.7,0.852124,0.678639
0.32,113.7,-43.8,2.14,0.52,0.63847,0.473451
0.25,114.1,-43.3,2.05,0.4,0.564333,0.357933
0.87,114.9,-43.6,3.59,0.9,1.052749,0.750802
0.31,116,-43.4,2.42,0.38,0.628414,0.363803
0.37,116.5,-43.3,2.51,0.47,0.68654,0.430704
0.3,117.3,-43.2,2.09,0.56,0.618195,0.449443
0.39,117,-43.8,2.59,0.44,0.704851,0.438544
0.88,119.4,-44.3,3.57,0.95,1.058782,0.774091
0.49,116.1,-44.9,2.85,0.57,0.790066,0.506827
0.21,118.9,-41.3,1.9,0.4,0.517219,0.32212
0.11,118.4,-41.5,1.22,0.31,0.374336,0.299355
0.17,118.8,-41.7,1.54,0.38,0.465361,0.356334
0.45,120.3,-39.5,2.73,0.51,0.757132,0.486084
0.3,120.2,-40,2.39,0.36,0.618195,0.355848
0.76,118.6,-40.5,3.57,0.7,0.983948,0.624946
0.13,119.5,-40.1,1.42,0.3,0.406946,0.277482
0.05,120.8,-40,0.84,0.22,0.252377,0.190883
0.3,121,-40.5,2.14,0.48,0.618195,0.427719
0.26,120.1,-40.4,2.13,0.38,0.575509,0.354059
0.12,119.5,-40.4,1.46,0.28,0.390981,0.237437
0.11,119.5,-40.7,1.24,0.32,0.374336,0.286047
0.13,121,-41,1.36,0.34,0.406946,0.30412
0.87,112.5,-33.9,3.66,0.88,1.052749,0.721943
0.09,111.7,-34,1.13,0.29,0.3386,0.254051
0.51,111.6,-34.5,2.8,0.61,0.806028,0.553706
0.59,110.8,-34.7,2.92,0.7,0.866944,0.635466
0.42,110.1,-35.3,2.45,0.71,0.731459,0.543216
0.16,109.5,-35.5,1.53,0.38,0.451466,0.326655
0.62,108.9,-35.1,2.89,0.82,0.888712,0.714885
0.14,109,-35.7,1.44,0.3,0.422308,0.301581
0.98,109.4,-36.6,3.82,0.96,1.117322,0.792519
0.99,110.8,-35.9,3.84,0.85,1.123008,0.796307
0.51,112,-35.1,2.94,0.54,0.806028,0.507521
0.58,112.1,-36.3,2.93,0.81,0.859566,0.61364
0.37,113.1,-36.7,2.36,0.54,0.68654,0.481674
0.37,113.7,-36.8,2.33,0.57,0.68654,0.494855
0.41,115.5,-35.7,2.54,0.51,0.722698,0.485613
0.12,114.5,-36.2,1.35,0.33,0.390981,0.272164
0.09,114.9,-35.9,1.1,0.29,0.3386,0.273572
0.32,113.3,-37.3,2.08,0.61,0.63847,0.510799
0.16,111.8,-36.9,1.53,0.36,0.451466,0.326655
0.3,112.3,-37.1,2.21,0.42,0.618195,0.402918
0.7,111.7,-37.6,3.22,0.77,0.944309,0.673593
0.16,112.8,-37.7,1.49,0.38,0.451466,0.348181
0.74,111.4,-38.4,3.34,0.79,0.970915,0.679987
0.52,112.6,-38.5,2.98,0.69,0.813892,0.50927
0.39,111.6,-39,2.39,0.56,0.704851,0.509038
0.43,111.2,-39.6,2.58,0.64,0.740115,0.505053
0.12,111.6,-33.3,1.46,0.24,0.390981,0.237437
0.97,111,-32.9,3.91,0.9,1.111606,0.745598
0.38,110.5,-32.4,2.7,0.43,0.695756,0.398237
0.52,109.8,-32.9,2.93,0.65,0.813892,0.523913
0.24,109.6,-33.5,1.8,0.5,0.552931,0.443443
0.77,110.5,-33.7,3.65,0.67,0.9904,0.613094
0.1,109.2,-33.7,1.17,0.31,0.356915,0.280608
0.42,109.5,-34.4,2.4,0.6,0.731459,0.57293
0.19,112.6,-34.6,1.8,0.35,0.491974,0.308451
0.54,109,-31.2,3,0.72,0.829396,0.52959
0.74,109.1,-31.8,3.81,0.65,0.970915,0.546733
0.12,108.5,-30.6,1.34,0.31,0.390981,0.276305
0.06,108.3,-30.3,0.93,0.23,0.276465,0.203776
0.06,108.2,-30.5,0.9,0.24,0.276465,0.222091
0.93,107.6,-31.1,3.74,0.88,1.088445,0.764054
0.3,106.3,-28.5,2.07,0.47,0.618195,0.459509
0.29,106.9,-29,2.15,0.46,0.607805,0.403696
0.66,107.3,-29.8,3.33,0.71,0.916932,0.581486
0.45,106.7,-30.2,2.6,0.71,0.757132,0.532263
0.37,103.7,-30.3,2.54,0.56,0.68654,0.4225
1.3,106,-31.6,4.59,1.08,1.286876,0.841631
0.73,106.8,-31.5,4.07,0.82,0.964332,0.492029
0.9,107.7,-32.6,3.65,0.9,1.070746,0.764243
0.65,107,-33.2,3.12,0.86,0.909959,0.641649
0.44,107.7,-33.6,2.64,0.7,0.748672,0.499984
0.34,109,-33.1,2.35,0.5,0.658119,0.429775
0.32,108.6,-33.5,2.12,0.59,0.63847,0.48445
0.15,108.1,-33.4,1.58,0.28,0.43713,0.279768
0.28,108.5,-34.1,2.06,0.52,0.597234,0.416213
0.41,107.6,-34.6,2.53,0.55,0.722698,0.489213
0.44,106.9,-34.7,2.66,0.62,0.748672,0.493194
0.63,108.7,-37.8,3.4,0.7,0.89585,0.529783
0.68,108.2,-38.3,3.53,0.59,0.930721,0.550942
0.7,109.5,-38.7,3.32,0.74,0.944309,0.633985
0.32,110.7,-39.1,2.11,0.58,0.63847,0.490415
0.38,108.9,-43.9,2.46,0.47,0.695756,0.462408
0.12,109.6,-44.2,1.4,0.32,0.390981,0.25439
0.11,109.7,-44.7,1.23,0.29,0.374336,0.292318
0.24,109.2,-44.5,2.04,0.38,0.552931,0.341914
0.39,110.5,-44.9,2.49,0.5,0.704851,0.469186
0.51,111.6,-45,3.09,0.53,0.806028,0.469597
0.62,112.9,-45,2.9,0.83,0.888712,0.707297
0.2,111.9,-45.6,1.7,0.42,0.504754,0.370247
0.33,111.2,-45.4,2.22,0.52,0.648369,0.458642
0.31,110.3,-45.4,2.39,0.43,0.628414,0.370609
0.26,109.2,-45,1.94,0.45,0.575509,0.421216
0.53,109.6,-45.8,2.93,0.54,0.821681,0.537766
0.59,111.1,-46.3,2.99,0.79,0.866944,0.604067
0.12,112.8,-45.9,1.27,0.33,0.390981,0.315915
0.71,112.3,-46.3,3.45,0.68,0.95103,0.604219
0.93,112.9,-47.3,3.74,0.96,1.088445,0.764054
0.89,111.5,-47.1,3.74,0.89,1.064781,0.716084
0.21,110.7,-47.1,1.68,0.44,0.517219,0.417762
0.55,109.6,-47,2.85,0.61,0.837041,0.599014
0.25,111.3,-49.9,1.84,0.54,0.564333,0.450397
0.07,110.9,-49.7,1.02,0.27,0.298617,0.21276
0.12,109.8,-49.9,1.3,0.32,0.390981,0.2959
0.25,110,-50.3,1.85,0.55,0.564333,0.443248
0.2,110.4,-50.1,1.64,0.46,0.504754,0.407319
0.1,110.7,-50.4,1.35,0.21,0.356915,0.2126
0.14,111,-50.8,1.38,0.36,0.422308,0.334944
0.12,110.5,-50.7,1.32,0.33,0.390981,0.285397
0.09,111.4,-50.3,1.26,0.23,0.3386,0.20689
0.09,111.2,-50.5,1.27,0.23,0.3386,0.204358
0.21,110.1,-50.9,1.76,0.43,0.517219,0.370823
0.22,110.8,-51.2,1.81,0.42,0.529391,0.375724
0.21,109.9,-52.7,1.86,0.4,0.517219,0.333766
0.33,108.6,-51,2.53,0.43,0.648369,0.368213
0.15,109.5,-51.8,1.55,0.34,0.43713,0.289278
0.05,109.3,-51.6,0.93,0.18,0.252377,0.156952
0.04,109.2,-51.8,0.77,0.17,0.225733,0.161617
0.07,108.6,-51.8,1,0.28,0.298617,0.222332
0.08,108.9,-52,1.04,0.28,0.319235,0.255724
0.04,109.1,-52,0.82,0.18,0.225733,0.143864
0.05,109.3,-52.1,0.93,0.2,0.252377,0.156952
0.05,109.5,-52.3,0.81,0.24,0.252377,0.213009
0.1,109,-52.4,1.16,0.32,0.356915,0.287935
0.12,108.6,-52.2,1.29,0.33,0.390981,0.301867
0.15,109.4,-52.7,1.46,0.34,0.43713,0.327093
0.24,109.1,-57.7,1.86,0.54,0.552931,0.406655
0.28,109.7,-58.5,2.51,0.38,0.597234,0.306582
0.33,109.2,-58.7,2.59,0.36,0.648369,0.35624
0.52,110.3,-58.9,3.09,0.52,0.813892,0.481107
1.27,108.7,-66.2,4.32,1.08,1.271941,0.914976
0.94,107.6,-80.4,4.4,0.92,1.094282,0.595528
1.06,107,-79.7,3.88,1.07,1.162032,0.869295
0.53,106.4,-78.1,2.89,0.67,0.821681,0.551308
0.49,107,-78.6,2.82,0.58,0.790066,0.516208
1.37,106.3,-77.1,4.58,1.09,1.321069,0.910839
0.36,105,-77.3,2.56,0.46,0.677199,0.403009
0.5,106.5,-75.3,2.78,0.59,0.798087,0.545361
0.29,102.1,-71,2.13,0.44,0.607805,0.410721
0.67,111.6,-70.1,3.31,0.66,0.923852,0.599569
0.6,110.4,-70.1,3.57,0.51,0.87426,0.465981
1.07,110.2,-69.2,4.22,0.78,1.1675,0.746204
0.54,108.6,-67.5,2.8,0.7,0.829396,0.604776
0.59,107.8,-66.8,3.1,0.58,0.866944,0.5646
0.5,106.4,-66.2,2.98,0.52,0.798087,0.483977
1.27,107.1,-65.5,4.42,0.98,1.271941,0.872978
0.6,107.4,-64.9,3.64,0.53,0.87426,0.454098
0.85,103.1,-65,3.44,0.98,1.040578,0.798346
1.51,102.1,-64.2,4.56,1.22,1.386927,1.079831
1.14,102.2,-65.7,4.78,0.79,1.205085,0.668298
0.94,100.8,-65.4,3.64,0.94,1.094282,0.826293
0.18,101.1,-66.5,1.57,0.42,0.478852,0.376041
0.45,100.5,-66.2,2.5,0.69,0.757132,0.582807
1.37,99.4,-66.6,4.36,1.13,1.321069,1.017963
1.14,98.1,-65.9,4.2,1,1.205085,0.82242
0.93,98.9,-65,4.07,0.97,1.088445,0.658436
0.98,99.3,-63.9,3.73,1.1,1.117322,0.836247
0.56,100,-63.3,2.88,0.74,0.844616,0.602546
0.65,100.5,-64.1,3.04,0.9,0.909959,0.679888
0.61,101,-63.5,3.02,0.72,0.881516,0.622661
0.15,101.5,-63,1.57,0.32,0.43713,0.282821
0.6,100.6,-62.4,2.83,0.83,0.87426,0.713872
0.65,96.3,-81.1,2.99,0.8,0.909959,0.709759
0.89,95.1,-80.4,3.88,0.74,1.064781,0.671403
0.77,94.8,-81.3,3.42,0.72,0.9904,0.688329
0.57,96.4,-79.6,3.3,0.6,0.852124,0.489093
0.18,95.3,-79.8,1.64,0.38,0.478852,0.338715
0.23,97,-78.1,1.8,0.41,0.541289,0.409254
0.17,96.4,-77.9,1.62,0.35,0.465361,0.318634
0.31,96.7,-78.7,2.18,0.49,0.628414,0.432967
0.14,97.3,-78.4,1.5,0.31,0.422308,0.278644
0.19,97.6,-77.6,1.81,0.36,0.491974,0.305683
0.49,100.1,-74.2,2.75,0.6,0.790066,0.540665
0.73,96.9,-71.6,3.28,0.72,0.964332,0.691593
1.05,97,-72.8,4.19,0.91,1.156538,0.736332
0.17,98,-73,1.64,0.34,0.465361,0.311363
0.63,95.9,-71.4,3.12,0.65,0.89585,0.612319
0.45,95.6,-70.7,3.03,0.48,0.757132,0.414861
0.18,95,-70.9,1.56,0.39,0.478852,0.383226
0.87,99.8,-68.9,3.61,0.88,1.052749,0.742103
0.39,98.5,-69.3,2.63,0.76,0.704851,0.42797
0.54,97.9,-69,2.77,0.72,0.829396,0.620191
0.65,96.5,-68.8,3.6,0.53,0.909959,0.506563
0.79,95.7,-68.9,3.63,0.84,1.00318,0.640048
0.41,96.8,-68.4,3.05,0.45,0.722698,0.368872
0.33,96.7,-67.9,2.35,0.44,0.648369,0.412688
0.25,96.4,-67.4,2,0.49,0.564333,0.373588
0.19,95.9,-67.2,1.71,0.48,0.491974,0.337822
0.46,95.3,-66.8,2.65,0.59,0.765498,0.529477
0.57,95.6,-67.6,3.16,0.59,0.852124,0.522331
0.21,95.6,-68.2,1.76,0.37,0.517219,0.370823
0.26,94.8,-68.2,2.39,0.42,0.575509,0.300107
