Area_Axon,Centroid_X,Centroid_Y,Perimeter_Axon,AxonDiameter_MinFeret,AxonDiameter_Circle,AxonDiameter_ShapeAdjustedEllipse
0.43,94.3,-67.3,2.7,0.52,0.740115,0.465939
1.29,96.1,-66,4.51,0.94,1.281917,0.859451
0.62,94.6,-65.8,3.98,0.7,0.888712,0.420831
0.84,93.9,-65.2,3.98,0.84,1.034439,0.599346
0.78,93.7,-66.2,3.71,0.62,0.99681,0.607455
0.53,92.8,-66.4,3.21,0.55,0.821681,0.465727
0.29,92.3,-66.7,2.13,0.55,0.607805,0.410721
0.32,92.4,-67.3,2.47,0.41,0.63847,0.367148
0.83,93.4,-67.4,3.64,0.8,1.028263,0.681704
1.33,96.8,-64.6,4.22,1.17,1.30164,1.057216
0.77,95.4,-64.7,3.23,0.83,0.9904,0.789543
0.77,94.2,-64.1,3.3,0.88,0.9904,0.744758
0.61,95.1,-63,2.95,0.68,0.881516,0.655953
1.48,96.1,-63.2,4.55,1.27,1.373081,1.046852
0.79,95.4,-62.2,3.42,0.72,1.00318,0.715895
0.95,91.2,-66.3,4.13,0.7,1.100087,0.661364
1.05,89.9,-66.2,4.44,0.75,1.156538,0.672226
0.38,91.4,-67.5,2.71,0.46,0.695756,0.396115
0.39,91.5,-68.3,2.55,0.47,0.704851,0.449992
0.37,91.9,-68.8,2.23,0.59,0.68654,0.554357
0.38,91.1,-68.7,2.36,0.53,0.695756,0.502084
0.38,93.8,-70.3,2.85,0.45,0.695756,0.369374
0.14,92.3,-69.3,1.43,0.38,0.422308,0.306166
0.52,91.7,-70,3.06,0.51,0.813892,0.488314
0.4,90.9,-70.2,2.52,0.5,0.713831,0.475749
0.83,93.2,-70.5,3.78,0.79,1.028263,0.639116
0.31,92.2,-70.6,2.35,0.42,0.628414,0.380301
0.33,91.6,-70.9,2.39,0.45,0.648369,0.401391
0.3,90.8,-70.8,2,0.56,0.618195,0.505841
0.74,91.8,-71.7,3.33,0.79,0.970915,0.684181
0.53,90.5,-71.8,3.08,0.54,0.821681,0.495279
0.3,90.9,-71.4,2.16,0.45,0.618195,0.420079
0.34,92.5,-71.2,2.19,0.59,0.658119,0.496624
0.3,92.7,-72.5,2.24,0.47,0.618195,0.393699
0.19,94.1,-73.3,1.66,0.39,0.491974,0.359387
0.42,93.4,-73.1,2.43,0.61,0.731459,0.554226
0.41,92.3,-72.9,2.68,0.51,0.722698,0.443081
0.26,91.7,-72.4,1.9,0.47,0.575509,0.443296
0.15,89.7,-72,1.39,0.42,0.43713,0.384042
0.11,90.1,-72.1,1.23,0.34,0.374336,0.292318
0.1,90.4,-72.3,1.19,0.34,0.356915,0.26836
0.32,90.3,-72.8,2.29,0.44,0.63847,0.413733
0.3,91,-72.7,2.33,0.47,0.618195,0.369622
0.39,91.2,-73.2,2.46,0.47,0.704851,0.479917
0.67,91.1,-73.7,3.8,0.53,0.923852,0.487623
0.16,93.1,-73.5,1.53,0.36,0.451466,0.326655
0.11,92.8,-73.8,1.24,0.35,0.374336,0.286047
0.14,92.6,-73.3,1.52,0.34,0.422308,0.272261
0.14,92.2,-73.5,1.37,0.39,0.422308,0.342588
0.03,92.5,-73.7,0.63,0.16,0.195491,0.162718
0.18,93.9,-73.9,1.6,0.46,0.478852,0.357893
0.54,93.6,-74.3,2.85,0.63,0.829396,0.58225
0.51,93,-74.6,2.72,0.63,0.806028,0.588291
0.16,94.2,-74.8,1.6,0.34,0.451466,0.299018
0.78,88.8,-72.7,3.9,0.63,0.99681,0.563693
0.43,89.4,-73.7,2.82,0.5,0.740115,0.435186
0.64,88.4,-73.7,3.44,0.69,0.902932,0.530906
0.47,91.2,-75.7,2.91,0.59,0.773774,0.464063
0.12,88.5,-74.6,1.33,0.33,0.390981,0.280702
0.1,88.1,-74.9,1.43,0.27,0.356915,0.195649
0.72,87.8,-75.4,3.17,0.92,0.957704,0.732379
0.74,87.2,-71.4,3.59,0.74,0.970915,0.59787
0.74,87.2,-72.6,3.57,0.8,0.970915,0.603268
0.2,87.4,-73.3,1.64,0.46,0.504754,0.407319
0.1,87.2,-73.7,1.13,0.34,0.356915,0.321524
0.35,86.6,-73.4,2.33,0.5,0.667727,0.45483
0.36,86.3,-73.8,2.46,0.45,0.677199,0.429397
0.27,87.6,-74.3,2.17,0.4,0.586472,0.360944
0.1,87.6,-73.9,1.16,0.3,0.356915,0.287935
0.37,87,-74.6,2.48,0.46,0.68654,0.439441
0.46,85.4,-73,2.98,0.61,0.765498,0.436118
0.69,84.6,-72.5,3.28,0.81,0.93754,0.635283
0.39,82.1,-73.9,2.33,0.66,0.704851,0.540974
0.22,81.6,-74.3,1.75,0.45,0.529391,0.406427
0.22,82.7,-74.6,1.76,0.39,0.529391,0.400519
0.35,86.6,-75.4,2.28,0.51,0.667727,0.475053
0.32,85.9,-75.7,2.14,0.5,0.63847,0.473451
0.22,86.4,-76.2,2,0.37,0.529391,0.315482
0.38,83.9,-76.8,2.3,0.57,0.695756,0.533958
0.25,83.7,-77.9,1.87,0.49,0.564333,0.430507
0.26,84.1,-77.5,1.91,0.49,0.575509,0.437277
0.39,81.2,-77.1,2.62,0.62,0.704851,0.430539
0.75,80.1,-76.8,3.22,0.89,0.977453,0.757019
0.26,80.2,-75.9,1.86,0.54,0.575509,0.472595
0.89,89.7,-76.9,3.44,0.95,1.064781,0.875224
0.45,90.9,-78,2.92,0.61,0.757132,0.43726
0.26,90.7,-77.5,1.97,0.54,0.575509,0.407394
0.82,91.7,-78.8,3.43,0.88,1.02205,0.755391
0.72,90.9,-79.2,3.27,0.89,0.957704,0.681228
0.71,94.3,-79.6,3.37,0.71,0.95103,0.629379
0.65,92.9,-75.7,3,0.77,0.909959,0.703275
0.73,93.2,-61.4,3.8,0.84,0.964332,0.539821
1.64,96.3,-61.2,4.68,1.34,1.445397,1.179037
0.23,94,-60.7,1.76,0.5,0.541289,0.435743
0.15,93.4,-60.6,1.51,0.33,0.43713,0.303924
0.38,100.3,-61.3,2.33,0.57,0.695756,0.516943
0.42,100,-60.4,2.43,0.64,0.731459,0.554226
0.67,98.1,-59.9,3.66,0.52,0.923852,0.513298
1.24,96.6,-59.7,4.36,1.02,1.256828,0.865503
1.03,99.1,-59.3,4.2,0.78,1.14547,0.714924
0.56,100.9,-59.4,3.28,0.83,0.844616,0.482841
0.52,107.8,-61.7,3.18,0.66,0.813892,0.461228
0.46,107.3,-62.2,2.78,0.55,0.765498,0.485538
0.7,106.5,-61.5,3.55,0.6,0.944309,0.566573
0.26,105.4,-61.1,1.99,0.41,0.575509,0.399111
0.25,104.4,-61.2,1.84,0.5,0.564333,0.450397
0.59,106.9,-61.1,3.54,0.5,0.866944,0.462107
0.54,105.5,-60.6,3.21,0.53,0.829396,0.476488
0.41,106.1,-60.3,2.67,0.57,0.722698,0.445729
0.11,106.4,-59.9,1.23,0.35,0.374336,0.292318
0.44,105.8,-59.6,2.59,0.51,0.748672,0.518542
0.45,106.3,-59.2,2.83,0.59,0.757132,0.458426
0.14,105.1,-59.3,1.68,0.44,0.422308,0.233619
0.14,104.6,-59.4,1.56,0.28,0.422308,0.26081
0.39,104.9,-59.8,2.93,0.43,0.704851,0.366959
0.16,104.5,-60,1.66,0.32,0.451466,0.280844
0.35,103.6,-59.1,2.83,0.38,0.667727,0.338985
0.97,107,-58.7,3.94,0.93,1.111606,0.73525
0.27,108.8,-56.7,2.44,0.39,0.586472,0.305075
0.9,107.7,-57.8,3.82,0.75,1.070746,0.700045
0.87,107.3,-54.3,3.8,0.76,1.052749,0.674467
0.49,107.6,-53.5,2.66,0.74,0.790066,0.57968
0.12,107.1,-53.7,1.34,0.3,0.390981,0.276305
0.12,106.9,-53.4,1.31,0.34,0.390981,0.29044
0.35,108.1,-52.8,2.24,0.55,0.667727,0.494117
1.29,106.8,-52.3,4.47,0.92,1.281917,0.874003
0.06,108.3,-52.1,0.94,0.26,0.276465,0.199001
0.5,107.8,-50.4,2.91,0.53,0.798087,0.502821
0.63,107.3,-50.9,3.36,0.56,0.89585,0.539453
0.25,108.4,-51.4,2.19,0.32,0.564333,0.323122
0.39,107.8,-51.6,2.66,0.45,0.704851,0.420533
0.6,106.5,-51.3,3.8,0.47,0.87426,0.429661
0.63,105.3,-51.5,3.39,0.57,0.89585,0.532152
0.22,104.2,-51.3,1.84,0.38,0.529391,0.363482
0.69,105.4,-50.6,3.87,0.56,0.93754,0.492512
0.24,104.9,-50.9,2.32,0.3,0.552931,0.284491
0.22,104.2,-50.4,1.83,0.38,0.529391,0.367394
0.21,103.4,-50.1,1.86,0.38,0.517219,0.333766
0.61,103.9,-49.8,4.48,0.43,0.881516,0.359647
1.26,106.4,-49.6,4.25,1.07,1.266924,0.937234
0.41,105.4,-50,2.79,0.49,0.722698,0.416784
0.21,102.5,-49.5,1.76,0.43,0.517219,0.370823
0.53,104.4,-49.2,3.39,0.53,0.821681,0.431994
0.59,104.9,-48.7,3.05,0.61,0.866944,0.581371
0.21,104.5,-48.1,1.9,0.36,0.517219,0.32212
0.39,102.9,-48.1,2.39,0.56,0.704851,0.509038
0.51,102,-48,3.13,0.66,0.806028,0.460834
0.16,103.2,-49,1.51,0.38,0.451466,0.336657
0.31,102.6,-48.7,2.32,0.4,0.628414,0.388098
0.31,101.6,-48.5,2.27,0.46,0.628414,0.402293
0.24,102.1,-48.9,2.22,0.34,0.552931,0.301769
0.28,101.5,-49.1,2.16,0.42,0.597234,0.381573
0.11,102,-49.3,1.32,0.34,0.374336,0.25036
0.37,100.9,-48.7,2.31,0.55,0.68654,0.504509
0.53,100.8,-47.6,2.69,0.68,0.821681,0.647703
0.45,99.8,-47.4,2.77,0.53,0.757132,0.474397
0.67,99.9,-48.1,3.38,0.72,0.923852,0.578747
0.18,100.2,-48.7,1.72,0.39,0.478852,0.30969
0.58,98.6,-49.3,4.09,0.42,0.859566,0.378458
0.24,99.1,-48.2,2.33,0.34,0.552931,0.282904
0.73,101.9,-47.2,3.35,0.67,0.964332,0.662342
0.42,103.2,-47.5,2.82,0.5,0.731459,0.422667
0.49,103,-46.9,3.1,0.46,0.790066,0.44504
0.35,102,-46.4,2.39,0.49,0.667727,0.434223
0.14,101.8,-46,1.54,0.29,0.422308,0.266338
0.09,101.5,-45.7,1.17,0.28,0.3386,0.235485
0.23,107.3,-48.4,1.78,0.48,0.541289,0.421455
0.38,106.7,-47.9,2.31,0.58,0.695756,0.528001
0.27,105.9,-47.6,2.04,0.43,0.586472,0.40199
0.9,106.8,-47.2,3.69,0.82,1.070746,0.747162
0.25,107.5,-47.9,1.81,0.51,0.564333,0.47677
0.7,108,-47.3,3.51,0.7,0.944309,0.57667
0.53,107.3,-46.5,3.22,0.48,0.821681,0.46366
0.98,108.5,-46.2,4.11,0.72,1.117322,0.693726
0.85,108,-45,3.62,0.77,1.040578,0.712717
0.45,106.8,-44.7,2.61,0.57,0.757132,0.528124
0.35,105.9,-44.2,2.44,0.45,0.667727,0.419262
0.5,107.3,-44.3,2.98,0.53,0.798087,0.483977
0.41,108.2,-44.3,2.56,0.53,0.722698,0.478684
0.32,108.5,-42.4,2.28,0.46,0.63847,0.416907
0.63,108.4,-43,2.96,0.71,0.89585,0.688306
0.25,107.7,-43.4,1.92,0.48,0.564333,0.404687
0.74,106.9,-43.4,3.3,0.77,0.970915,0.697402
0.41,106.4,-42.5,2.78,0.47,0.722698,0.418986
0.14,107.4,-43,1.63,0.3,0.422308,0.243909
0.61,107.5,-42.4,3.01,0.72,0.881516,0.627003
0.41,106.5,-42,2.58,0.49,0.722698,0.472087
0.05,106.9,-42.5,0.8,0.23,0.252377,0.225824
0.83,103.5,-38.9,3.51,0.88,1.028263,0.731795
1.1,103.2,-37.6,4.05,0.84,1.183754,0.838373
0.86,103.5,-36.7,3.54,0.86,1.046681,0.760001
0.22,104.5,-37,1.99,0.34,0.529391,0.317913
0.09,102.9,-38.5,1.16,0.28,0.3386,0.239618
0.62,102.7,-39.8,3.05,0.64,0.888712,0.625468
0.49,102.4,-39.2,2.67,0.64,0.790066,0.574771
0.35,102.2,-38.1,2.39,0.47,0.667727,0.434223
0.46,101.8,-38.5,2.47,0.67,0.765498,0.632092
0.26,101.9,-39.8,1.87,0.55,0.575509,0.464256
0.36,101.5,-40.4,2.23,0.6,0.677199,0.52516
0.84,101.1,-39.2,3.56,0.96,1.034439,0.723844
0.4,100.5,-38.3,2.77,0.49,0.713831,0.408599
0.42,101.3,-37.8,2.48,0.61,0.731459,0.528339
0.38,102.7,-36.2,2.55,0.43,0.695756,0.434712
0.36,101.8,-37.2,2.33,0.52,0.677199,0.474251
0.48,100.5,-37.1,2.89,0.55,0.781962,0.481958
0.42,99.8,-37.1,2.83,0.45,0.731459,0.420486
0.15,99.6,-36.5,1.61,0.33,0.43713,0.271214
0.59,99.5,-35.7,2.94,0.67,0.866944,0.625823
0.64,100,-35.2,3.2,0.67,0.902932,0.597422
0.61,101.2,-35.3,3.64,0.53,0.881516,0.462891
1.38,101.8,-30.8,4.92,1.04,1.325882,0.811714
1.19,99.4,-27.8,4.03,1.1,1.231228,0.970927
0.76,97.9,-26.7,3.26,0.91,0.983948,0.750562
0.33,98.6,-25.8,2.39,0.51,0.648369,0.401391
0.12,99.1,-26.3,1.38,0.29,0.390981,0.260998
0.11,98.8,-26.6,1.28,0.31,0.374336,0.265851
0.97,96.8,-27.8,4.28,0.79,1.111606,0.643345
0.72,96,-27.2,3.58,0.66,0.957704,0.579674
1.34,97.4,-25.6,4.56,0.99,1.306525,0.889206
0.38,99.1,-25.2,2.65,0.6,0.695756,0.409361
0.27,99.9,-24.9,2.09,0.45,0.586472,0.384399
0.34,99.2,-24.4,2.17,0.55,0.658119,0.508571
0.59,98.2,-24.9,2.9,0.79,0.866944,0.645775
0.31,97.1,-24.8,2.12,0.5,0.628414,0.45907
0.6,97.8,-24.2,3.05,0.69,0.87426,0.59562
0.36,98.7,-23.8,2.41,0.72,0.677199,0.444861
0.32,98.1,-23.4,2.03,0.61,0.63847,0.561089
0.51,93.8,-23.8,2.88,0.63,0.806028,0.525656
0.54,93.5,-24.7,2.79,0.74,0.829396,0.609731
0.55,92.4,-24.6,3.53,0.48,0.837041,0.427565
0.39,92.9,-25.2,2.65,0.46,0.704851,0.422968
0.7,93.5,-26.3,3.36,0.74,0.944309,0.620335
0.4,94.8,-27.2,2.69,0.46,0.713831,0.426825
0.57,93.7,-27,3.11,0.58,0.852124,0.535987
0.69,94.3,-27.7,3.5,0.59,0.93754,0.568648
0.46,95.4,-27.9,2.46,0.73,0.765498,0.641654
0.69,93.3,-28.1,3.31,0.7,0.93754,0.624617
0.99,94.5,-28.5,3.83,1.05,1.123008,0.800706
0.33,94.5,-34.1,2.42,0.4,0.648369,0.393528
0.22,93.6,-34.2,1.95,0.36,0.529391,0.328239
0.09,93,-34.1,1.12,0.25,0.3386,0.259796
0.22,93.2,-33.6,2.2,0.32,0.529391,0.275858
0.31,93.9,-33.8,2.45,0.44,0.628414,0.357346
0.38,94,-33.1,2.73,0.57,0.695756,0.391965
0.09,94.3,-33.5,1.19,0.26,0.3386,0.227957
0.33,92.4,-34.5,2.15,0.57,0.648369,0.493631
0.78,89.5,-33.7,3.34,0.82,0.99681,0.7395
0.05,89,-33,0.86,0.19,0.252377,0.180918
0.11,89.2,-34.2,1.25,0.31,0.374336,0.280367
0.4,90.5,-34.1,2.64,0.45,0.713831,0.439529
0.72,91.6,-34.4,3.15,0.86,0.957704,0.74493
0.99,90.1,-34.6,3.85,0.87,1.123008,0.792003
0.19,89.1,-34.8,1.65,0.4,0.491974,0.364424
0.97,93.5,-21.5,3.59,1.04,1.111606,0.914844
0.58,92.5,-20.7,3.11,0.55,0.859566,0.548577
0.44,92.5,-20.1,2.58,0.56,0.748672,0.52257
0.89,91.4,-19.5,3.5,0.9,1.064781,0.829622
0.41,91.3,-20.4,2.46,0.57,0.722698,0.517556
0.39,90.2,-19.6,2.28,0.63,0.704851,0.576996
0.96,90.1,-20.9,3.74,0.98,1.105862,0.803029
0.21,90.2,-21.8,1.71,0.46,0.517219,0.396952
0.18,89.4,-21.7,1.74,0.35,0.478852,0.303675
0.15,89.8,-22.1,1.56,0.33,0.43713,0.285988
0.13,89.4,-22.3,1.38,0.39,0.406946,0.294111
0.52,90,-22.8,2.66,0.69,0.813892,0.64476
0.48,90.9,-22.7,2.56,0.71,0.781962,0.616391
0.76,88.2,-21.9,3.46,0.78,0.983948,0.660355
0.54,87.4,-20.5,2.97,0.76,0.829396,0.538811
1.12,87,-21.3,4.09,0.92,1.194467,0.844513
0.7,88.9,-23,3.18,0.8,0.944309,0.692429
0.72,87.5,-23.1,3.29,0.83,0.957704,0.672638
0.35,86.7,-23.4,2.48,0.42,0.667727,0.408413
0.67,90,-23.4,3.46,0.57,0.923852,0.557555
0.12,90.9,-24.1,1.78,0.23,0.390981,0.181781
0.31,89,-23.9,2.2,0.47,0.628414,0.425436
0.16,89.7,-24,1.58,0.34,0.451466,0.30603
0.36,90.5,-24.2,2.71,0.44,0.677199,0.371138
0.25,90,-24.4,2.09,0.4,0.564333,0.346836
0.25,88.6,-24.1,2.26,0.35,0.564333,0.309064
0.15,88.3,-24.3,1.49,0.33,0.43713,0.312379
0.19,88.1,-24.7,1.59,0.44,0.491974,0.404087
0.26,88.9,-24.8,2.07,0.43,0.575509,0.371185
0.33,88.3,-25.3,2.48,0.45,0.648369,0.379111
0.18,87.7,-25.2,1.59,0.39,0.478852,0.363482
0.2,88.4,-25.9,1.96,0.3,0.504754,0.288825
0.47,88.2,-26.7,2.66,0.73,0.773774,0.54276
0.2,88.4,-27.2,1.82,0.37,0.504754,0.324262
0.43,87.4,-27.5,2.55,0.59,0.740115,0.516813
0.3,87,-28.3,2.29,0.47,0.618195,0.379742
0.26,86.3,-28.3,2.01,0.43,0.575509,0.391429
0.6,86.1,-27.7,3.53,0.6,0.87426,0.473154
0.29,85.2,-27.5,1.98,0.53,0.607805,0.486364
0.27,86.9,-28.8,2.07,0.49,0.586472,0.391105
0.54,83.7,-30.4,3.11,0.62,0.829396,0.499657
0.29,85.9,-34.8,2.07,0.45,0.607805,0.434869
0.57,86.8,-35.2,3.04,0.64,0.852124,0.557205
0.16,87.6,-35.3,1.63,0.32,0.451466,0.289462
0.56,88,-36.1,3.08,0.6,0.844616,0.53201
0.09,85.6,-35.1,1.26,0.2,0.3386,0.20689
0.29,85.9,-35.7,2.13,0.45,0.607805,0.410721
0.45,86.9,-36,2.82,0.53,0.757132,0.460972
0.62,86.3,-36.4,3.11,0.73,0.888712,0.601916
0.33,84.9,-35.8,2.96,0.37,0.648369,0.300024
0.5,83.5,-35.9,3.16,0.57,0.798087,0.443826
0.2,85,-35.4,2.17,0.27,0.504754,0.251752
0.16,84.1,-35.5,1.53,0.37,0.451466,0.326655
1.06,87.5,-36.8,3.9,1.02,1.162032,0.858695
0.17,92.8,-35.1,1.51,0.43,0.465361,0.377182
0.11,92.4,-35.3,1.3,0.34,0.374336,0.257675
0.19,92.1,-35.5,1.62,0.38,0.491974,0.381701
0.18,91.6,-35.7,1.56,0.47,0.478852,0.383226
1.12,89.2,-36.9,4.22,0.97,1.194467,0.794689
0.78,90.2,-37.8,3.5,0.76,0.99681,0.670844
0.59,88.5,-37.8,3.05,0.61,0.866944,0.581371
0.35,86.7,-37.6,2.32,0.47,0.667727,0.458618
0.58,87.6,-38.2,3.02,0.61,0.859566,0.57786
0.58,89.8,-38.3,3.31,0.58,0.859566,0.497468
0.49,89.3,-38.6,3.37,0.46,0.790066,0.39772
0.26,88.5,-38.8,1.98,0.47,0.575509,0.403171
0.29,85.5,-38.3,2.31,0.34,0.607805,0.358853
0.25,86.5,-38.4,2.04,0.42,0.564333,0.36089
0.46,89.2,-39.2,2.49,0.68,0.765498,0.615288
0.39,90,-39.4,2.37,0.64,0.704851,0.518765
0.5,90.8,-39.4,3.04,0.61,0.798087,0.46944
0.92,91.3,-40.2,4.03,0.73,1.082578,0.659489
0.97,89.9,-40.2,3.8,0.86,1.111606,0.788668
0.7,91.3,-41.4,3.29,0.68,0.944309,0.644954
0.44,89.6,-41.2,2.72,0.56,0.748672,0.474554
0.86,88.5,-41.6,3.47,0.81,1.046681,0.797119
0.26,90.8,-41.7,1.92,0.49,0.575509,0.431621
0.67,91,-42.5,3.38,0.67,0.923852,0.578747
0.47,89.7,-42,2.55,0.66,0.773774,0.598724
0.46,89.4,-42.6,2.91,0.49,0.765498,0.451655
0.89,93,-41.9,4.24,0.63,1.064781,0.587317
0.34,90.5,-43.1,2.27,0.49,0.658119,0.45859
0.19,91.3,-43.8,1.61,0.4,0.491974,0.388424
0.67,99.2,-44,3.23,0.62,0.923852,0.626791
0.55,100.3,-44.4,3.14,0.59,0.837041,0.503926
0.28,97.2,-43.7,2.37,0.47,0.597234,0.331228
0.22,94.7,-42.7,1.99,0.38,0.529391,0.317913
0.47,95.8,-43.3,2.96,0.53,0.773774,0.452261
0.42,94.6,-43.2,2.52,0.53,0.731459,0.510846
0.29,96.9,-44.3,2.53,0.36,0.607805,0.315946
0.26,96.1,-44.6,2.33,0.32,0.575509,0.310502
0.42,94.9,-44.6,2.51,0.58,0.731459,0.515006
0.27,95.3,-45.8,2.42,0.37,0.586472,0.308413
0.4,94.6,-46,2.96,0.41,0.713831,0.372842
0.21,94.9,-46.4,1.81,0.38,0.517219,0.350534
0.29,96,-45.2,2.05,0.46,0.607805,0.444264
0.2,97.5,-48.3,1.91,0.45,0.504754,0.300098
0.18,97.7,-48.7,1.77,0.33,0.478852,0.295318
0.27,95.1,-49.9,1.95,0.48,0.586472,0.443512
0.31,94.5,-49.6,2.15,0.53,0.628414,0.445266
0.29,87.8,-44.8,2.11,0.49,0.607805,0.418206
0.22,87,-44.7,1.83,0.4,0.529391,0.367394
0.1,86.4,-44.4,1.27,0.25,0.356915,0.234896
0.62,84.6,-44.5,3.61,0.5,0.888712,0.477049
0.18,84.8,-45,1.76,0.31,0.478852,0.298022
0.32,84.2,-45.3,2.26,0.44,0.63847,0.423513
0.14,86.1,-45.2,1.39,0.38,0.422308,0.328131
0.19,86.6,-45.4,1.6,0.45,0.491974,0.395821
0.7,86.2,-46.4,3.3,0.66,0.944309,0.641222
0.17,86.6,-45.8,1.58,0.35,0.465361,0.33533
0.1,86.1,-45.6,1.21,0.34,0.356915,0.258222
0.19,87.5,-45.6,1.67,0.39,0.491974,0.354631
0.23,87.8,-46,1.77,0.46,0.541289,0.428284
0.11,88.2,-46.4,1.35,0.24,0.374336,0.240626
0.49,87.8,-46.8,2.93,0.52,0.790066,0.484289
0.51,92.2,-44.1,3.3,0.51,0.806028,0.428138
0.15,88.8,-45,1.58,0.28,0.43713,0.279768
0.11,89.7,-45.3,1.29,0.31,0.374336,0.261641
0.06,90.1,-45.4,0.87,0.25,0.276465,0.262083
0.15,90.7,-45.8,1.45,0.33,0.43713,0.332725
0.09,91.2,-46.6,1.16,0.26,0.3386,0.239618
0.08,89.5,-45.9,1.1,0.26,0.319235,0.223326
0.23,89,-45.5,1.85,0.38,0.541289,0.38445
0.15,90.1,-45.8,1.47,0.34,0.43713,0.321863
0.23,90.5,-46.5,1.85,0.52,0.541289,0.38445
0.19,89.2,-46.7,1.68,0.49,0.491974,0.350122
0.09,89.7,-46.8,1.14,0.29,0.3386,0.248836
0.2,89.9,-47.1,1.79,0.37,0.504754,0.333836
0.33,89.2,-47.5,2.47,0.43,0.648369,0.381405
0.92,87,-47.6,3.92,0.76,1.082578,0.689874
0.28,87.9,-47.7,2.14,0.43,0.597234,0.38771
0.86,89,-48.1,3.83,0.69,1.046681,0.655469
0.26,91.4,-47.1,2.3,0.36,0.575509,0.316074
0.18,91.2,-47.7,1.75,0.34,0.478852,0.300806
0.54,92.5,-48.4,3.17,0.51,0.829396,0.48537
0.09,90.5,-47.8,1.11,0.3,0.3386,0.266223
0.21,91,-48,1.76,0.41,0.517219,0.370823
0.25,90.2,-48.3,1.99,0.4,0.564333,0.37701
0.25,91.7,-48.4,2.11,0.39,0.564333,0.341676
0.83,91.5,-49.1,3.97,0.73,1.028263,0.592742
0.64,93.5,-49,3.65,0.47,0.902932,0.487885
0.32,93.4,-49.4,2.46,0.4,0.63847,0.369333
0.62,92.7,-49.8,3.33,0.56,0.888712,0.535961
0.69,90.2,-49,3.6,0.63,0.93754,0.544837
1.14,88.8,-49.2,4.63,0.8,1.205085,0.69962
0.64,87.6,-48.4,3.56,0.61,0.902932,0.505084
0.54,89.3,-50,3.22,0.56,0.829396,0.47434
0.7,90.7,-50,3.35,0.68,0.944309,0.623652
0.31,91.9,-50.2,2.38,0.46,0.628414,0.372963
0.96,90.4,-50.8,4.02,0.83,1.105862,0.700094
0.38,86.9,-50.8,2.33,0.54,0.695756,0.516943
0.49,86.4,-51.2,3.02,0.59,0.790066,0.462302
0.86,88.4,-51.6,3.99,0.63,1.046681,0.614825
0.12,87.4,-51.8,1.48,0.26,0.390981,0.232522
0.32,86.8,-52.1,2.18,0.49,0.63847,0.454304
0.64,88.6,-52.4,3.57,0.67,0.902932,0.50309
0.13,89.2,-52.7,1.39,0.32,0.406946,0.28959
0.41,85.4,-52.8,2.59,0.59,0.722698,0.468902
0.51,86.5,-52.8,2.77,0.6,0.806028,0.565733
0.12,88.5,-52.9,1.46,0.27,0.390981,0.237437
0.12,88.9,-53.1,1.38,0.3,0.390981,0.260998
0.31,86,-53.3,2.28,0.54,0.628414,0.39932
0.61,84,-53.1,3.39,0.54,0.881516,0.511163
0.57,97.2,-51.6,3.47,0.57,0.852124,0.455888
0.22,96.8,-52.2,2.05,0.42,0.529391,0.304103
0.28,95,-52.4,2.01,0.54,0.597234,0.438703
0.26,95.5,-52.7,1.87,0.5,0.575509,0.464256
0.23,95.7,-52.4,1.83,0.42,0.541289,0.3936
0.28,96.5,-52.7,2.03,0.44,0.597234,0.429128
0.28,96.5,-53.1,2.2,0.4,0.597234,0.370189
0.11,95.9,-53,1.21,0.31,0.374336,0.307439
0.29,97.8,-53.2,2.02,0.52,0.607805,0.460158
0.18,97.2,-52.7,1.7,0.36,0.478852,0.316122
0.17,97.2,-53,1.66,0.36,0.465361,0.304645
0.37,97.9,-53.8,2.75,0.46,0.68654,0.375755
0.14,98.4,-53.7,1.4,0.38,0.422308,0.321958
0.29,99,-54,2.08,0.49,0.607805,0.430461
0.55,98.1,-54.5,3.15,0.64,0.837041,0.501462
0.2,99.3,-54.5,2.06,0.31,0.504754,0.269469
0.16,100,-54.9,1.58,0.34,0.451466,0.30603
0.05,100,-54.6,1.01,0.16,0.252377,0.138921
0.28,97.9,-55.1,2.12,0.45,0.597234,0.394192
0.33,100.9,-55,2.65,0.33,0.648369,0.345279
0.63,101.1,-56.4,3.41,0.59,0.89585,0.527445
0.56,99.4,-57.8,2.8,0.74,0.844616,0.643359
0.63,99.8,-58.7,3.09,0.65,0.89585,0.62407
0.55,91.2,-80.7,3.07,0.57,0.837041,0.522281
0.17,94,-80.7,1.53,0.4,0.465361,0.362626
0.09,94.4,-80.7,1.13,0.33,0.3386,0.254051
0.84,93.5,-81.3,3.59,0.92,1.034439,0.711837
0.79,85.9,-72.3,3.56,0.71,1.00318,0.662122
0.51,84.9,-71.5,2.75,0.59,0.806028,0.574336
0.18,86.4,-71.5,1.59,0.46,0.478852,0.363482
0.64,87.6,-69.3,3.9,0.74,0.902932,0.447281
0.74,86.4,-68.7,3.63,0.65,0.970915,0.587509
0.58,86.3,-67.8,3.04,0.63,0.859566,0.570888
0.17,86.5,-67.3,1.63,0.37,0.465361,0.314923
0.46,88.4,-65.9,2.66,0.55,0.765498,0.525581
0.57,87.3,-65.7,3.54,0.45,0.852124,0.443901
0.69,86,-65.4,3.45,0.7,0.93754,0.581802
0.24,86.5,-66,2.16,0.32,0.552931,0.313602
