axon_diam,axon_gratio,fibre_diam
5.15707580531087,0.626951604624013,8.22563618511449
5.79978139265736,0.649367157086028,8.93143629050062
6.74493666816691,0.69868137250246,9.65380920920883
5.19488201633125,0.600052941669595,8.65737280093478
7.04738635632997,0.676265820040445,10.4210299374712
7.69009194367646,0.671782709548043,11.4472906705952
5.76197518163698,0.595569831177192,9.67472642166573
4.24972674082171,0.600052941669595,7.08225299087312
7.99254163183952,0.685232041025251,11.6639928569029
5.95100623673889,0.649367157086028,9.16431663012256
5.19488201633125,0.640400936101222,8.11192133471546
2.35941618980261,0.519356952806342,4.54295677963589
6.40468076898348,0.662816488563237,9.66282655832336
5.45952549347393,0.595569831177192,9.16689396889485
3.30457146531216,0.591086720684789,5.59067113110531
8.18157268694143,0.685232041025251,11.939857153644
7.27422362245226,0.680748930532848,10.6856188767839
8.55963479714524,0.69868137250246,12.2511278159417
5.15707580531087,0.685232041025251,7.52602840578616
4.24972674082171,0.671782709548043,6.32604364539363
4.8924323281682,0.626951604624013,7.80352469326914
5.08146338327011,0.62246849413161,8.16340655177918
4.8924323281682,0.689715151517654,7.09340996410309
6.36687455796309,0.703164482994863,9.05460203400177
4.28753295184209,0.613502273146804,6.98861787398159
4.0606956857198,0.662816488563237,6.12642527122706
5.27049443837202,0.747995587918893,7.04615712110793
7.27422362245226,0.739029366934087,9.8429425783577
5.61075033755545,0.689715151517654,8.1348805013338
6.66932424612615,0.721096924964475,9.24885964040786
6.9717739342892,0.676265820040445,10.3092212081223
5.87539381469813,0.604536052161998,9.71884769102851
2.35941618980261,0.555221836745566,4.2495017912702
6.78274287918729,0.694198262010057,9.77061345493404
8.52182858612486,0.739029366934087,11.5311095436955
3.60702115347521,0.613502273146804,5.87939329869784
5.27049443837202,0.631434715116416,8.34685567992617
7.08519256735035,0.734546256441684,9.64567242051263
3.45579630939369,0.66729959905564,5.17877773984027
6.10223108082042,0.635917825608819,9.59594280122314
6.48029319102424,0.662816488563237,9.77690401919744
2.92650935510834,0.555221836745566,5.27088302625502
5.76197518163698,0.653850267578431,8.81237718686996
4.21192052980132,0.703164482994863,5.98995061847015
6.9717739342892,0.644884046593625,10.8108953402013
7.12299877837073,0.712130703979669,10.0023756012268
7.76570436571723,0.730063145949281,10.6370310688943
7.84131678775799,0.676265820040445,11.5950215956338
5.49733170449431,0.631434715116416,8.70609672368232
6.10223108082042,0.689715151517654,8.84746560575482
6.85835530122806,0.730063145949281,9.39419465190278
6.66932424612615,0.662816488563237,10.0620976713826
4.55217642898476,0.69868137250246,6.51538255940655
5.08146338327011,0.689715151517654,7.36748115811117
3.90947084163827,0.680748930532848,5.7428967807238
5.27049443837202,0.609019162654401,8.65406995635514
4.24972674082171,0.649367157086028,6.54441280937574
5.11926959429049,0.716613814472072,7.1436937035073
7.27422362245226,0.658333378070834,11.0494528528517
3.30457146531216,0.555221836745566,5.95180384957824
4.476564006944,0.617985383639207,7.24380240286963
4.24972674082171,0.577637389207581,7.35708390804065
3.68263357551598,0.658333378070834,5.59387340545833
5.68636275959622,0.591086720684789,9.62018357138597
5.15707580531087,0.582120499699983,8.85912076274372
7.95473542081913,0.739029366934087,10.7637609230874
4.85462611714782,0.707647593487266,6.86023122501465
7.65228573265608,0.694198262010057,11.0231992089678
5.76197518163698,0.626951604624013,9.19046245218955
3.45579630939369,0.644884046593625,5.35878709924323
6.21564971388156,0.591086720684789,10.5156307803372
3.07773419918987,0.595569831177192,5.16771340332413
6.36687455796309,0.640400936101222,9.94201319680261
5.45952549347393,0.69868137250246,7.81404186277301
3.45579630939369,0.69868137250246,4.94616923450541
6.66932424612615,0.69868137250246,9.54558760059495
3.87166463061789,0.559704947237969,6.91733144351104
3.72043978653636,0.528323173791148,7.04197728038159
6.1400372918408,0.617985383639207,9.93557041055438
4.476564006944,0.595569831177192,7.51643849738947
5.79978139265736,0.69868137250246,8.30103910153543
6.9717739342892,0.689715151517654,10.108193098192
5.19488201633125,0.649367157086028,7.99991493201286
3.68263357551598,0.689715151517654,5.33935432245135
8.06815405388028,0.680748930532848,11.8518791466408
3.87166463061789,0.600052941669595,6.45220506684846
0.960586382048479,0.456593405912701,2.10381133325465
3.90947084163827,0.658333378070834,5.93843631792527
1.48987333633383,0.47004273738991,3.16965505010653
1.37645470327268,0.559704947237969,2.4592505570394
1.37645470327268,0.582120499699983,2.36455287862579
8.63524721918601,0.69868137250246,12.3593494245556
7.27422362245226,0.721096924964475,10.0877196540682
6.48029319102424,0.712130703979669,9.09986489110747
4.17411431878094,0.62246849413161,6.70574391817877
5.49733170449431,0.653850267578431,8.40763088597328
7.6144795216357,0.725580035456878,10.4943343939185
6.36687455796309,0.739029366934087,8.61518478538478
6.78274287918729,0.671782709548043,10.0966321144981
